Director,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating,Average_Box_Office,Average_IMDB_Rating,Success_Metric
Chris Eyre,2,6994566.0,7000000,133.0,14.2,3497283.0,7.1,7.16994566
Feroz Abbas Khan,1,242967.0,5000000,57.0,7.3,242967.0,7.3,7.30485934
Errol Morris,1,229117.0,5000000,70.0,7.4,229117.0,7.4,7.40458234
Don Handfield,1,204232.0,5000000,56.0,6.5,204232.0,6.5,6.50408464
Edward Burns,6,nan,13559000,nan,37.6,nan,6.266666666666667,nan
Nik Fackler,1,127564.0,5000000,57.0,7.1,127564.0,7.1,7.102551279999999
Richard Wallace,1,nan,5000000,nan,6.1,nan,6.1,nan
Morgan J. Freeman,2,476224.0,5500000,nan,12.399999999999999,238112.0,6.199999999999999,6.204762239999999
Matthew Hastings,1,84733.0,5000000,nan,4.6,84733.0,4.6,4.60169466
Eytan Rockaway,1,61030.0,5000000,45.0,6.2,61030.0,6.2,6.2012206
William H. Macy,1,58293.0,5000000,52.0,7.4,58293.0,7.4,7.401165860000001
Jean Rollin,1,nan,5000000,nan,6.0,nan,6.0,nan
Paul Solet,2,327174.0,5010000,96.0,10.8,163587.0,5.4,5.40327174
Oren Peli,2,107926366.0,5450000,98.0,10.6,53963183.0,5.3,6.3792636599999994
Andrew Lau,1,nan,5000000,36.0,5.3,nan,5.3,nan
Andrew Loo,1,nan,5000000,36.0,5.3,nan,5.3,nan
Martin Samper,1,nan,5000000,nan,6.7,nan,6.7,nan
Jim Amatulli,1,nan,5000000,nan,4.3,nan,4.3,nan
Max Barbakow,1,164000.0,5000000,83.0,7.4,164000.0,7.4,7.4032800000000005
Paul Andrew Williams,2,nan,5825000,nan,13.0,nan,6.5,nan
Wes Miller,1,nan,5000000,nan,3.5,nan,3.5,nan
Stephen S. Campanelli,1,nan,5000000,29.0,4.7,nan,4.7,nan
Vicky Jewson,1,nan,5000000,nan,4.4,nan,4.4,nan
Andrew Shortell,1,nan,5000000,nan,4.4,nan,4.4,nan
Jeremy Rush,1,nan,5000000,66.0,6.4,nan,6.4,nan
Barrett Esposito,1,nan,5000000,nan,6.0,nan,6.0,nan
Scott Foley,1,nan,5000000,21.0,5.4,nan,5.4,nan
Eric Bross,1,nan,5000000,nan,5.4,nan,5.4,nan
Marc Bennett,1,nan,5000000,nan,5.9,nan,5.9,nan
Scott Sanders,1,nan,5000000,nan,6.6,nan,6.6,nan
Patrick Vollrath,1,nan,5000000,58.0,6.3,nan,6.3,nan
Xavier Dolan,1,3494070.0,4900000,74.0,8.0,3494070.0,8.0,8.0698814
Fatih Akin,1,276901.0,4900000,76.0,7.2,276901.0,7.2,7.2055380200000005
Nick Murphy,1,209696.0,4900000,53.0,6.4,209696.0,6.4,6.40419392
Leonard Farlinger,1,15198.0,4900000,nan,5.1,15198.0,5.1,5.10030396
Frank LaLoggia,1,1705139.0,4700000,70.0,6.5,1705139.0,6.5,6.5341027799999996
Jeremy Brock,1,239962.0,4700000,56.0,6.6,239962.0,6.6,6.604799239999999
Gabriela Tagliavini,1,nan,4700000,nan,3.3,nan,3.3,nan
Analeine Cal y Mayor,1,nan,4700000,47.0,6.0,nan,6.0,nan
André Ducharme,1,3894585.0,4600000,nan,5.7,3894585.0,5.7,5.7778917000000005
Guy A. Lepage,1,3894585.0,4600000,nan,5.7,3894585.0,5.7,5.7778917000000005
Sylvain Roy,1,3894585.0,4600000,nan,5.7,3894585.0,5.7,5.7778917000000005
Shekar,1,nan,4600000,nan,6.6,nan,6.6,nan
Shona Auerbach,1,18025.0,4600000,63.0,7.7,18025.0,7.7,7.7003605
Niels Mueller,1,708776.0,4600000,63.0,6.9,708776.0,6.9,6.914175520000001
Tom Kalin,1,435746.0,4600000,51.0,5.7,435746.0,5.7,5.70871492
Robert Sarkies,1,1477.0,4600000,70.0,7.1,1477.0,7.1,7.1000295399999995
Walter Lang,2,nan,5700000,nan,13.2,nan,6.6,nan
Carlos Saura,1,1897948.0,4500000,nan,7.0,1897948.0,7.0,7.03795896
Karin Schagen,1,nan,4500000,nan,7.5,nan,7.5,nan
Jonas Åkerlund,2,nan,6500000,nan,12.8,nan,6.4,nan
Todd Solondz,3,7832477.0,8300000,233.0,21.5,2610825.6666666665,7.166666666666667,7.218883180000001
Mateo Gil,1,200558.0,4500000,61.0,6.5,200558.0,6.5,6.50401116
Henry Hobson,1,187112.0,4500000,52.0,5.6,187112.0,5.6,5.60374224
Agnieszka Wojtowicz-Vosloo,1,108595.0,4500000,36.0,5.9,108595.0,5.9,5.9021719
Barry Skolnick,1,92770.0,4500000,45.0,6.4,92770.0,6.4,6.4018554000000005
Victor Nunez,3,10196089.0,8000000,210.0,20.1,3398696.3333333335,6.7,6.7679739266666665
Nick Love,2,nan,5500000,90.0,11.1,nan,5.55,nan
Jeff Barnaby,1,nan,4500000,63.0,5.6,nan,5.6,nan
Duane Journey,1,nan,4500000,nan,4.4,nan,4.4,nan
Alfredo Rodriguez de Villa,1,nan,4500000,24.0,4.3,nan,4.3,nan
Mora Stephens,1,nan,4500000,39.0,5.8,nan,5.8,nan
Todd Strauss-Schulson,1,nan,4500000,59.0,6.5,nan,6.5,nan
Beth LaMure,1,123773.0,4500000,nan,6.5,123773.0,6.5,6.50247546
R. Balki,1,199228.0,4300000,30.0,7.1,199228.0,7.1,7.10398456
Ben Howling,1,nan,4200000,65.0,6.3,nan,6.3,nan
Yolanda Ramke,1,nan,4200000,65.0,6.3,nan,6.3,nan
Mike Figgis,2,32193950.0,8000000,124.0,12.9,16096975.0,6.45,6.7719395
Otto Preminger,1,nan,4000000,70.0,6.7,nan,6.7,nan
Rosalind Ross,1,21090677.0,4000000,40.0,6.5,21090677.0,6.5,6.92181354
Lisa Cholodenko,1,20811365.0,4000000,86.0,7.0,20811365.0,7.0,7.4162273
Terry Jones,2,22034318.0,4400000,168.0,16.2,11017159.0,8.1,8.32034318
Nisha Ganatra,1,15499454.0,4000000,70.0,6.5,15499454.0,6.5,6.80998908
Ed Gass-Donnelly,1,15179302.0,4000000,35.0,4.0,15179302.0,4.0,4.30358604
Dan O'Bannon,1,14237880.0,4000000,66.0,7.3,14237880.0,7.3,7.5847576
John Sturges,1,nan,4000000,86.0,8.2,nan,8.2,nan
Robert Eggers,2,36005809.0,7500000,167.0,14.4,18002904.5,7.2,7.56005809
DJ Pooh,2,19929704.0,8000000,29.0,9.5,9964852.0,4.75,4.94929704
James Melkonian,1,7557877.0,4000000,nan,4.7,7557877.0,4.7,4.85115754
Gonzalo Cabrera,1,nan,4000000,nan,6.3,nan,6.3,nan
Roger Avary,2,6951580.0,5500000,99.0,13.0,3475790.0,6.5,6.5695158
Allison Anders,2,4435449.0,4250000,nan,12.7,2217724.5,6.35,6.39435449
Alexandre Rockwell,1,4257354.0,4000000,nan,6.7,4257354.0,6.7,6.78514708
Rick de Oliveira,1,3825421.0,4000000,34.0,2.9,3825421.0,2.9,2.97650842
Jeff Franklin,1,2924635.0,4000000,23.0,5.7,2924635.0,5.7,5.758492700000001
Ron Fricke,1,2672413.0,4000000,65.0,8.4,2672413.0,8.4,8.45344826
Gavin Wiesen,1,1430241.0,4000000,36.0,6.5,1430241.0,6.5,6.52860482
Chad Burns,1,1236094.0,4000000,nan,5.1,1236094.0,5.1,5.12472188
Dave McKean,1,866999.0,4000000,55.0,6.7,866999.0,6.7,6.71733998
Ruggero Deodato,1,800000.0,4000000,nan,5.0,800000.0,5.0,5.016
Mars Callahan,1,563711.0,4000000,36.0,6.8,563711.0,6.8,6.81127422
Stefan Schwartz,1,375261.0,4000000,47.0,6.6,375261.0,6.6,6.607505219999999
Robert Lee King,1,268117.0,4000000,42.0,6.0,268117.0,6.0,6.00536234
Richard Raymond,1,155271.0,4000000,49.0,6.2,155271.0,6.2,6.20310542
Fernando León de Aranoa,1,153256.0,4000000,64.0,7.5,153256.0,7.5,7.50306512
Warwick Thornton,1,104297.0,4000000,88.0,6.9,104297.0,6.9,6.90208594
Dan Ireland,1,2143.0,4000000,nan,4.8,2143.0,4.8,4.80004286
Jim Mickle,2,nan,6000000,114.0,12.600000000000001,nan,6.300000000000001,nan
Nicolas Cage,1,30005.0,4000000,31.0,5.6,30005.0,5.6,5.600600099999999
Daniel Stamm,2,41048159.0,5800000,107.0,12.0,20524079.5,6.0,6.41048159
Ruba Nadda,1,6334.0,4000000,37.0,5.2,6334.0,5.2,5.20012668
Pola Weiss,1,nan,4000000,nan,nan,nan,nan,nan
S. Craig Zahler,2,nan,6000000,151.0,14.2,nan,7.1,nan
Sean Byrne,1,nan,4000000,73.0,6.6,nan,6.6,nan
Peter H. Hunt,1,nan,4000000,nan,7.6,nan,7.6,nan
Howard Hughes,1,nan,4000000,nan,7.3,nan,7.3,nan
Edmund Goulding,1,nan,4000000,nan,7.3,nan,7.3,nan
Christopher Metz,1,nan,4000000,nan,nan,nan,nan,nan
Bruce Macdonald,1,nan,4000000,nan,4.6,nan,4.6,nan
Mark Griffiths,1,nan,4000000,nan,6.4,nan,6.4,nan
Kevin Carraway,1,nan,4000000,nan,3.5,nan,3.5,nan
William Peter Blatty,1,nan,4000000,46.0,6.8,nan,6.8,nan
Victor Fleming,3,nan,9304000,nan,23.199999999999996,nan,7.733333333333332,nan
Sam Wood,1,200882193.0,3900000,97.0,8.2,200882193.0,8.2,12.217643859999999
Fred Niblo,1,nan,3900000,nan,7.8,nan,7.8,nan
Charles Brabin,1,nan,3900000,nan,7.8,nan,7.8,nan
Christy Cabanne,1,nan,3900000,nan,7.8,nan,7.8,nan
Alan Jacobs,1,41914.0,3800000,nan,7.0,41914.0,7.0,7.00083828
Dagur Kári,1,20930.0,3800000,40.0,6.8,20930.0,6.8,6.8004185999999995
Joseph Sargent,1,nan,3800000,68.0,7.6,nan,7.6,nan
George Sidney,4,nan,11360785,nan,27.200000000000003,nan,6.800000000000001,nan
Busby Berkeley,1,nan,3768785,77.0,6.9,nan,6.9,nan
Andrucha Waddington,1,539285.0,3750000,70.0,7.3,539285.0,7.3,7.310785699999999
Christopher Morris,1,304616.0,3750000,68.0,7.3,304616.0,7.3,7.306092319999999
John Maclean,1,229094.0,3750000,72.0,6.9,229094.0,6.9,6.90458188
Peter Stebbings,1,44462.0,3750000,57.0,6.7,44462.0,6.7,6.70088924
Vincente Minnelli,1,nan,3700000,nan,6.9,nan,6.9,nan
Joel Souza,1,3868.0,3600000,47.0,6.4,3868.0,6.4,6.40007736
Jim Abrahams,1,83453539.0,3500000,78.0,7.7,83453539.0,7.7,9.36907078
Luca Guadagnino,1,18095701.0,3500000,94.0,7.8,18095701.0,7.8,8.16191402
Franc. Reyes,1,17600423.0,3500000,38.0,5.9,17600423.0,5.9,6.252008460000001
Bethany Ashton Wolf,1,16376066.0,3500000,36.0,6.6,16376066.0,6.6,6.927521319999999
Michael Gornick,1,14000000.0,3500000,39.0,6.0,14000000.0,6.0,6.28
Richard Brooks,3,nan,9500000,nan,23.5,nan,7.833333333333333,nan
Michael Martin,1,10317779.0,3500000,nan,4.1,10317779.0,4.1,4.30635558
Louis C.K.,1,3313583.0,3500000,31.0,5.3,3313583.0,5.3,5.36627166
Alma Har'el,1,3012615.0,3500000,73.0,7.2,3012615.0,7.2,7.2602523
David Scheinmann,1,nan,3500000,39.0,5.7,nan,5.7,nan
Andrea Arnold,2,1037921.0,6500000,161.0,14.3,518960.5,7.15,7.16037921
Bryan Buckley,1,615816.0,3500000,44.0,6.1,615816.0,6.1,6.11231632
Warren P. Sonoda,1,182695.0,3500000,22.0,4.7,182695.0,4.7,4.7036539
Adam Rapp,1,107492.0,3500000,56.0,6.2,107492.0,6.2,6.202149840000001
Charles Ferguson,3,5775287.0,7500000,252.0,23.9,1925095.6666666667,7.966666666666666,8.00516858
Jennifer Lynch,1,27349.0,3500000,31.0,6.3,27349.0,6.3,6.30054698
Avi Nesher,1,9871.0,3500000,48.0,5.5,9871.0,5.5,5.50019742
Prachya Pinkaew,2,nan,4600000,nan,12.6,nan,6.3,nan
Amanda Gusack,1,nan,3500000,nan,5.9,nan,5.9,nan
Drew Heriot,1,nan,3500000,nan,5.6,nan,5.6,nan
Charles Adelman,1,nan,3500000,nan,4.8,nan,4.8,nan
Jay Oliva,1,nan,3500000,nan,8.4,nan,8.4,nan
Mark Young,1,nan,3500000,nan,5.4,nan,5.4,nan
Daniel Petrie Jr.,1,nan,3500000,24.0,4.7,nan,4.7,nan
Patrick Dræby Ravn,1,nan,3450000,nan,nan,nan,nan,nan
Antonio Simoncini,1,nan,3440000,nan,3.2,nan,3.2,nan
Clark Gregg,1,2926565.0,3400000,47.0,6.4,2926565.0,6.4,6.458531300000001
Richard Ciupka,1,493905.0,3400000,nan,6.1,493905.0,6.1,6.1098780999999995
Austin Chick,1,12636.0,3400000,39.0,5.3,12636.0,5.3,5.30025272
Nicolas Benamou,1,nan,3400000,nan,6.7,nan,6.7,nan
Philippe Lacheau,1,nan,3400000,nan,6.7,nan,6.7,nan
Nathan Frankowski,1,nan,3400000,nan,6.5,nan,6.5,nan
Christian-Jaque,1,nan,3400000,nan,nan,nan,nan,nan
Henry King,2,nan,5380000,nan,13.5,nan,6.75,nan
Justin Kerrigan,1,104257.0,3300000,53.0,7.1,104257.0,7.1,7.10208514
Karen Moncrieff,2,485185.0,4300000,141.0,13.2,242592.5,6.6,6.604851849999999
David Miller,1,nan,3300000,nan,6.1,nan,6.1,nan
Zied Belaïfa,1,nan,3250000,nan,nan,nan,nan,nan
Eric Styles,1,12044.0,3250000,55.0,6.3,12044.0,6.3,6.30024088
Boots Riley,1,17493096.0,3200000,80.0,6.9,17493096.0,6.9,7.249861920000001
John Ford,4,nan,8736000,333.0,29.7,nan,7.425,nan
Joshua Marston,1,6529624.0,3200000,87.0,7.4,6529624.0,7.4,7.53059248
Max Mayer,1,2277396.0,3200000,56.0,7.1,2277396.0,7.1,7.145547919999999
John Gulager,1,56131.0,3200000,43.0,6.2,56131.0,6.2,6.2011226200000005
Frank Capra,5,nan,9549000,nan,39.7,nan,7.94,nan
Brandon Cronenberg,1,nan,3100000,55.0,5.7,nan,5.7,nan
Tod Williams,1,84752907.0,3000000,53.0,5.7,84752907.0,5.7,7.39505814
Tom McLoughlin,1,19472057.0,3000000,30.0,6.0,19472057.0,6.0,6.38944114
Lulu Wang,1,17695781.0,3000000,89.0,7.5,17695781.0,7.5,7.85391562
Ted Post,2,29999718.0,4800000,108.0,13.0,14999859.0,6.5,6.79999718
Jon Gunn,4,28022924.0,5901100,151.0,24.0,7005731.0,6.0,6.14011462
Whit Stillman,3,17985515.0,6430000,231.0,19.5,5995171.666666667,6.5,6.6199034333333335
Chris Henchy,1,10691091.0,3000000,39.0,5.8,10691091.0,5.8,6.0138218199999995
Hype Williams,1,9639390.0,3000000,36.0,6.2,9639390.0,6.2,6.3927878
Howard Hawks,1,nan,3000000,96.0,7.8,nan,7.8,nan
Arthur Rosson,1,nan,3000000,96.0,7.8,nan,7.8,nan
Scott McGehee,1,8823109.0,3000000,78.0,6.5,8823109.0,6.5,6.67646218
David Siegel,1,8823109.0,3000000,78.0,6.5,8823109.0,6.5,6.67646218
Christopher Leitch,1,7888703.0,3000000,8.0,3.4,7888703.0,3.4,3.55777406
Kevin Sorbo,1,7233471.0,3000000,nan,4.5,7233471.0,4.5,4.64466942
Nnegest Likké,1,7061128.0,3000000,36.0,3.3,7061128.0,3.3,3.44122256
Patricia Cardoso,2,nan,5100000,nan,13.0,nan,6.5,nan
Joshua Enck,1,5644104.0,3000000,nan,7.4,5644104.0,7.4,7.512882080000001
Deepa Mehta,1,5529144.0,3000000,77.0,7.7,5529144.0,7.7,7.81058288
Joe Talbot,1,4515719.0,3000000,83.0,7.3,4515719.0,7.3,7.3903143799999995
Damien O'Donnell,1,4177818.0,3000000,74.0,6.9,4177818.0,6.9,6.983556360000001
Peter M. Cohen,1,4159986.0,3000000,10.0,4.4,4159986.0,4.4,4.48319972
Chihata Miyazaki,1,nan,3000000,nan,5.3,nan,5.3,nan
Masayuki Ozeki,1,nan,3000000,nan,5.3,nan,5.3,nan
Mel Stuart,1,573368.0,3000000,67.0,7.8,573368.0,7.8,7.81146736
Anthony Hickox,1,3902679.0,3000000,nan,5.4,3902679.0,5.4,5.47805358
Tom Schulman,1,3602884.0,3000000,15.0,5.4,3602884.0,5.4,5.472057680000001
Jill Sprecher,2,3826112.0,5000000,138.0,13.6,1913056.0,6.8,6.838261119999999
Enrique Begné,1,3127773.0,3000000,28.0,4.8,3127773.0,4.8,4.862555459999999
Darren Stein,2,3124411.0,4000000,nan,11.2,1562205.5,5.6,5.63124411
Julian Schnabel,1,3011195.0,3000000,65.0,6.9,3011195.0,6.9,6.960223900000001
David Nixon,1,2848578.0,3000000,31.0,6.2,2848578.0,6.2,6.25697156
Patrick Doughtie,1,2848578.0,3000000,31.0,6.2,2848578.0,6.2,6.25697156
Steve Race,1,2387730.0,3000000,23.0,4.2,2387730.0,4.2,4.2477546
Jason Eisener,1,703372.0,3000000,55.0,6.1,703372.0,6.1,6.1140674399999995
Andrew Mogel,1,673151.0,3000000,nan,5.1,673151.0,5.1,5.113463019999999
Jarrad Paul,1,673151.0,3000000,nan,5.1,673151.0,5.1,5.113463019999999
Leslye Headland,1,447954.0,3000000,53.0,5.3,447954.0,5.3,5.30895908
Jason Todd Ipson,1,351416.0,3000000,26.0,5.7,351416.0,5.7,5.70702832
Youssef Delara,3,nan,7250000,nan,15.999999999999998,nan,5.333333333333333,nan
Matthew Bright,1,295493.0,3000000,61.0,6.8,295493.0,6.8,6.80590986
Michael Landon Jr.,2,641116.0,5200000,nan,12.5,320558.0,6.25,6.25641116
Ludovic Bernard,1,nan,3000000,nan,6.9,nan,6.9,nan
Tim Heidecker,1,201436.0,3000000,40.0,5.3,201436.0,5.3,5.30402872
Eric Wareheim,1,201436.0,3000000,40.0,5.3,201436.0,5.3,5.30402872
Guy Moshe,1,166620.0,3000000,51.0,6.8,166620.0,6.8,6.8033323999999995
Michelangelo Antonioni,1,nan,3000000,nan,7.7,nan,7.7,nan
Zak Penn,2,153372.0,4400000,119.0,12.4,76686.0,6.2,6.2015337200000005
Kate Connor,1,78948.0,3000000,47.0,5.8,78948.0,5.8,5.80157896
Michael Worth,1,78948.0,3000000,47.0,5.8,78948.0,5.8,5.80157896
Jason Alexander,1,nan,3000000,45.0,6.6,nan,6.6,nan
Chris Evans,1,37151.0,3000000,31.0,6.8,37151.0,6.8,6.80074302
Francesca Gregorini,1,5073.0,3000000,40.0,5.7,5073.0,5.7,5.70010146
Tatiana von Fürstenberg,1,5073.0,3000000,40.0,5.7,5073.0,5.7,5.70010146
Philip Zlotorynski,1,4655.0,3000000,32.0,3.2,4655.0,3.2,3.2000931
Will Canon,1,nan,3000000,nan,5.3,nan,5.3,nan
Marcio Garcia,1,nan,3000000,nan,5.3,nan,5.3,nan
Chris D'Arienzo,1,nan,3000000,28.0,5.8,nan,5.8,nan
Lance Kawas,1,nan,3000000,nan,4.4,nan,4.4,nan
Brian Caunter,1,nan,3000000,nan,5.9,nan,5.9,nan
Michael Jai White,1,nan,3000000,nan,5.7,nan,5.7,nan
Christian Sesma,1,nan,3000000,nan,3.9,nan,3.9,nan
Craig Moss,1,nan,3000000,nan,2.5,nan,2.5,nan
Victor Teran,1,nan,3000000,22.0,5.1,nan,5.1,nan
Darin Scott,1,nan,3000000,nan,4.6,nan,4.6,nan
Monte Hellman,1,nan,3000000,nan,6.1,nan,6.1,nan
Paolo Monico,1,nan,3000000,nan,5.3,nan,5.3,nan
Hank Braxtan,1,nan,3000000,nan,3.9,nan,3.9,nan
Isaac Florentine,1,nan,3000000,nan,5.1,nan,5.1,nan
Vermeulen,1,nan,2900000,nan,nan,nan,nan,nan
Susan Seidelman,1,3127472.0,2900000,61.0,6.5,3127472.0,6.5,6.56254944
Heidi Ewing,1,101270.0,2900000,58.0,6.3,101270.0,6.3,6.3020254
Alex Gibney,2,375931.0,3900000,140.0,13.8,187965.5,6.9,6.903759310000001
Leon Ford,1,nan,2900000,49.0,6.0,nan,6.0,nan
Justin Barber,1,3600146.0,2800000,33.0,5.3,3600146.0,5.3,5.37200292
Werner Schroeter,1,nan,2750000,nan,6.1,nan,6.1,nan
Edoardo De Angelis,1,nan,2700000,80.0,6.9,nan,6.9,nan
Thorbjørn Christoffersen,1,nan,2700000,nan,5.7,nan,5.7,nan
Craig Frank,1,nan,2700000,nan,5.7,nan,5.7,nan
Kent Jones,1,336166.0,2660000,86.0,6.7,336166.0,6.7,6.70672332
Alex van Warmerdam,1,nan,2650000,nan,7.0,nan,7.0,nan
Pawel Pawlikowski,2,4827975.0,4300000,173.0,14.100000000000001,2413987.5,7.050000000000001,7.0982797500000006
Stacy Peralta,2,3577050.0,3000000,156.0,15.399999999999999,1788525.0,7.699999999999999,7.735770499999999
Mikel Clemente,1,nan,2600000,nan,nan,nan,nan,nan
Víctor Montoya Casaña,1,nan,2600000,nan,7.8,nan,7.8,nan
Tony Giglio,1,nan,2600000,nan,5.2,nan,5.2,nan
Joe Cross,1,nan,2600000,45.0,7.5,nan,7.5,nan
Kurt Engfehr,1,nan,2600000,45.0,7.5,nan,7.5,nan
Stanley Donen,1,1884537.0,2540000,99.0,8.3,1884537.0,8.3,8.337690740000001
Dinesh D'Souza,1,33449086.0,2500000,26.0,4.8,33449086.0,4.8,5.4689817199999995
John Sullivan,1,33449086.0,2500000,26.0,4.8,33449086.0,4.8,5.4689817199999995
Don Taylor,1,12348905.0,2500000,69.0,6.3,12348905.0,6.3,6.5469781
Alison Maclean,1,1302067.0,2500000,76.0,6.9,1302067.0,6.9,6.92604134
Alice Wu,1,1187266.0,2500000,65.0,7.4,1187266.0,7.4,7.42374532
Abderrahmane Sissako,1,1076075.0,2500000,92.0,7.1,1076075.0,7.1,7.1215215
Bill Muir,1,549632.0,2500000,nan,4.8,549632.0,4.8,4.81099264
Isabel Coixet,1,400948.0,2500000,57.0,7.4,400948.0,7.4,7.408018960000001
Alex Ross Perry,1,255599.0,2500000,70.0,6.0,255599.0,6.0,6.00511198
Joshua Tickell,2,122252.0,4500000,nan,14.899999999999999,61126.0,7.449999999999999,7.451222519999999
James Dodson,1,115592.0,2500000,40.0,6.1,115592.0,6.1,6.10231184
Reed Cowan,1,100280.0,2500000,55.0,7.1,100280.0,7.1,7.1020056
Steven Greenstreet,1,100280.0,2500000,55.0,7.1,100280.0,7.1,7.1020056
Alex Rivera,1,80136.0,2500000,59.0,6.0,80136.0,6.0,6.00160272
Michael D. Sellers,1,72210.0,2500000,54.0,5.6,72210.0,5.6,5.6014441999999995
Juan José Campanella,1,nan,2500000,38.0,6.4,nan,6.4,nan
Patrick Bossé,1,nan,2500000,nan,8.4,nan,8.4,nan
Seth Savoy,1,931000.0,2500000,37.0,5.3,931000.0,5.3,5.31862
Jason Stone,2,nan,2660000,92.0,11.6,nan,5.8,nan
Dominic Burns,1,nan,2500000,nan,3.1,nan,3.1,nan
John Murlowski,1,nan,2500000,nan,5.3,nan,5.3,nan
Benni Diez,1,nan,2500000,46.0,5.1,nan,5.1,nan
Marc Fehse,1,nan,2500000,nan,3.6,nan,3.6,nan
Jaco Booyens,1,nan,2500000,nan,4.6,nan,4.6,nan
Danny Perez,1,nan,2500000,56.0,4.9,nan,4.9,nan
Zackary Adler,1,nan,2500000,nan,4.9,nan,4.9,nan
Carmen Marrón,1,180237.0,2450000,44.0,3.7,180237.0,3.7,3.7036047400000003
Robby Henson,1,1008849.0,2400000,34.0,4.9,1008849.0,4.9,4.92017698
Ricardo Arnaiz,1,nan,2400000,nan,6.8,nan,6.8,nan
Sara Colangelo,1,nan,2400000,75.0,6.7,nan,6.7,nan
Rita Merson,1,nan,2400000,30.0,5.2,nan,5.2,nan
Amy Koppelman,1,269435.0,2300000,52.0,6.1,269435.0,6.1,6.1053887
Michael Berry,1,59696.0,2300000,58.0,6.6,59696.0,6.6,6.60119392
Michael Herz,2,nan,2775000,nan,11.2,nan,5.6,nan
Lloyd Kaufman,3,nan,3225000,nan,17.2,nan,5.733333333333333,nan
Megan Griffiths,1,nan,2300000,63.0,6.6,nan,6.6,nan
Jerry Rees,1,nan,2300000,nan,7.2,nan,7.2,nan
Ford Beebe Jr.,1,76408097.0,2280000,96.0,7.7,76408097.0,7.7,9.22816194
Kevin R. Phipps,1,nan,2250000,nan,7.1,nan,7.1,nan
Sólveig Anspach,1,nan,2200000,nan,6.1,nan,6.1,nan
Tom Edmunds,1,nan,2200000,38.0,6.3,nan,6.3,nan
Hayley Cloake,1,nan,2200000,nan,4.2,nan,4.2,nan
Tay Garnett,1,nan,2160000,nan,7.3,nan,7.3,nan
Harmage Singh Kalirai,1,nan,2160000,nan,5.7,nan,5.7,nan
Jon Knautz,1,nan,2150000,46.0,5.9,nan,5.9,nan
Larry Clark,2,7893027.0,3600000,108.0,13.9,3946513.5,6.95,7.02893027
Petter Næss,1,314729.0,2100000,70.0,7.5,314729.0,7.5,7.50629458
Robert Fontaine,1,3330.0,2100000,nan,6.7,3330.0,6.7,6.7000666
Paco Plaza,1,nan,2100000,71.0,7.4,nan,7.4,nan
Glenn Ciano,1,nan,2100000,nan,2.7,nan,2.7,nan
Anthony O'Brien,1,nan,2100000,nan,4.4,nan,4.4,nan
Dan Perri,1,nan,2100000,nan,6.7,nan,6.7,nan
David Robert Mitchell,1,14674076.0,2000000,83.0,6.8,14674076.0,6.8,7.09348152
Bo Burnham,1,13539709.0,2000000,87.0,7.4,13539709.0,7.4,7.670794180000001
Robert Mulligan,1,592237.0,2000000,88.0,8.3,592237.0,8.3,8.311844740000002
Chris Kentis,2,43365646.0,2500000,112.0,11.0,21682823.0,5.5,5.93365646
Laura Lau,1,12754783.0,2000000,49.0,5.2,12754783.0,5.2,5.4550956600000005
Jack Conway,1,nan,2000000,nan,7.0,nan,7.0,nan
Elia Kazan,3,nan,4710000,nan,23.200000000000003,nan,7.733333333333334,nan
Robert Rossen,1,nan,2000000,90.0,8.0,nan,8.0,nan
Kevin Tenney,1,7369373.0,2000000,45.0,5.7,7369373.0,5.7,5.84738746
Debra Granik,1,6531503.0,2000000,90.0,7.1,6531503.0,7.1,7.230630059999999
Blair Treu,1,6047363.0,2000000,29.0,6.4,6047363.0,6.4,6.520947260000001
Sean Baker,1,5904366.0,2000000,92.0,7.6,5904366.0,7.6,7.7180873199999995
Miranda July,2,4453796.0,3000000,143.0,13.3,2226898.0,6.65,6.694537960000001
Max Joseph,1,3591417.0,2000000,46.0,6.2,3591417.0,6.2,6.27182834
Lee Isaac Chung,1,3110580.0,2000000,89.0,7.4,3110580.0,7.4,7.462211600000001
Brett Haley,1,2386251.0,2000000,65.0,6.9,2386251.0,6.9,6.94772502
Dallas Jenkins,1,2303792.0,2000000,36.0,6.3,2303792.0,6.3,6.34607584
Ari Folman,1,2283849.0,2000000,91.0,8.0,2283849.0,8.0,8.04567698
Paul Dinello,1,2072645.0,2000000,57.0,5.9,2072645.0,5.9,5.941452900000001
Albert Pyun,1,2001124.0,2000000,nan,5.4,2001124.0,5.4,5.4400224800000005
Gary Rogers,1,1680020.0,2000000,nan,3.0,1680020.0,3.0,3.0336004
Simon Shore,1,1152979.0,2000000,nan,7.5,1152979.0,7.5,7.52305958
Kelly Reichardt,3,2099390.0,2600000,249.0,20.4,699796.6666666666,6.8,6.8139959333333335
Jennifer Kent,1,964413.0,2000000,86.0,6.8,964413.0,6.8,6.8192882599999995
Rob Stewart,1,850920.0,2000000,59.0,7.9,850920.0,7.9,7.917018400000001
Bob Giraldi,1,634566.0,2000000,79.0,7.3,634566.0,7.3,7.31269132
Huck Botko,1,636706.0,2000000,40.0,4.5,636706.0,4.5,4.51273412
Andrew Gurland,1,636706.0,2000000,40.0,4.5,636706.0,4.5,4.51273412
