Director,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating,Average_Box_Office,Average_IMDB_Rating,Success_Metric
Alejandro Landes,1,406473.0,2000000,78.0,6.8,406473.0,6.8,6.80812946
David Duchovny,1,388532.0,2000000,33.0,6.8,388532.0,6.8,6.80777064
Mitchell Lichtenstein,1,347578.0,2000000,57.0,5.4,347578.0,5.4,5.40695156
Laurie Collyer,1,199176.0,2000000,66.0,6.6,199176.0,6.6,6.60398352
Lance Mungia,1,146125.0,2000000,nan,6.4,146125.0,6.4,6.402922500000001
Hue Rhodes,1,102645.0,2000000,32.0,5.6,102645.0,5.6,5.6020528999999994
Rebecca Harrell Tickell,1,89787.0,2000000,56.0,7.6,89787.0,7.6,7.60179574
Jugal Hansraj,1,55202.0,2000000,nan,4.8,55202.0,4.8,4.80110404
Shinji Aoyama,1,49388.0,2000000,79.0,7.7,49388.0,7.7,7.70098776
Ryan Gosling,1,45431.0,2000000,42.0,5.7,45431.0,5.7,5.70090862
Danny Provenzano,1,37227.0,2000000,36.0,5.1,37227.0,5.1,5.10074454
Frank Lotito,1,35312.0,2000000,nan,6.7,35312.0,6.7,6.700706240000001
Ray Griggs,2,464543.0,2400000,nan,7.8,232271.5,3.9,3.90464543
Noah Buschel,2,20498.0,2175000,126.0,12.7,10249.0,6.35,6.35020498
Hunter Richards,1,20361.0,2000000,24.0,6.4,20361.0,6.4,6.40040722
Aaron Hann,1,nan,2000000,nan,6.0,nan,6.0,nan
Mario Miscione,1,nan,2000000,nan,6.0,nan,6.0,nan
Ralph Ziman,1,7294.0,2000000,53.0,7.3,7294.0,7.3,7.30014588
Peter Paige,1,5361.0,2000000,31.0,5.7,5361.0,5.7,5.7001072200000005
Paul Bunnell,1,2436.0,2000000,nan,5.6,2436.0,5.6,5.600048719999999
Colin Minihan,1,nan,2000000,33.0,6.1,nan,6.1,nan
Stuart Ortiz,1,nan,2000000,33.0,6.1,nan,6.1,nan
The Vicious Brothers,1,nan,2000000,33.0,6.1,nan,6.1,nan
John Simpson,1,1100.0,2000000,55.0,6.3,1100.0,6.3,6.300022
Conor McMahon,1,nan,2000000,nan,5.7,nan,5.7,nan
Scott Dow,1,nan,2000000,9.0,3.6,nan,3.6,nan
Chris Shadley,1,nan,2000000,nan,5.4,nan,5.4,nan
Dave Payne,1,nan,2000000,nan,4.8,nan,4.8,nan
John J. Budion,1,nan,2000000,nan,6.2,nan,6.2,nan
William A. Wellman,1,nan,2000000,nan,7.6,nan,7.6,nan
Harry d'Abbadie d'Arrast,1,nan,2000000,nan,7.6,nan,7.6,nan
Orson Welles,1,nan,2000000,nan,7.5,nan,7.5,nan
Imtiaz Ali,1,529136.0,2000000,40.0,7.6,529136.0,7.6,7.61058272
Brad Copeland,1,nan,2000000,nan,6.5,nan,6.5,nan
Michael Feifer,1,nan,2000000,nan,5.3,nan,5.3,nan
George Schaefer,1,nan,2000000,nan,6.2,nan,6.2,nan
Sebastian Doggart,1,nan,2000000,nan,5.9,nan,5.9,nan
Derick Martini,1,nan,2000000,31.0,4.4,nan,4.4,nan
Russell Friedenberg,1,nan,2000000,nan,3.5,nan,3.5,nan
Alex Ranarivelo,1,nan,2000000,35.0,5.4,nan,5.4,nan
Jerry Dugan,1,nan,2000000,nan,3.4,nan,3.4,nan
Terry Miles,1,nan,2000000,nan,4.4,nan,4.4,nan
James Intveld,1,nan,2000000,nan,5.7,nan,5.7,nan
Karl Mueller,1,nan,2000000,nan,5.0,nan,5.0,nan
Agam Darshi,1,nan,2000000,53.0,6.2,nan,6.2,nan
Lewis Teague,1,nan,2000000,62.0,6.1,nan,6.1,nan
Tim Hunter,1,4600000.0,1900000,73.0,6.9,4600000.0,6.9,6.992
Jamal Hill,1,478595.0,1900000,nan,6.6,478595.0,6.6,6.6095719
Richard Ayoade,1,467602.0,1900000,76.0,7.3,467602.0,7.3,7.309352039999999
Ruben Östlund,2,3004694.0,3400000,146.0,14.2,1502347.0,7.1,7.13004694
Remo D'Souza,1,222098.0,1900000,nan,6.3,222098.0,6.3,6.30444196
Marina Diaby,1,nan,1900000,nan,nan,nan,nan,nan
Roger Christian,1,nan,1900000,27.0,3.5,nan,3.5,nan
Vijay Chandar,1,nan,1900000,nan,4.7,nan,4.7,nan
Stephen Dunn,1,42166.0,1850000,81.0,7.0,42166.0,7.0,7.00084332
Benh Zeitlin,1,12795746.0,1800000,86.0,7.2,12795746.0,7.2,7.455914920000001
Keaton Gover,1,nan,1800000,nan,nan,nan,nan,nan
Jack Snelling,1,nan,1800000,nan,nan,nan,nan,nan
J. Lee Thompson,2,17888067.0,3500000,89.0,11.5,8944033.5,5.75,5.92888067
Maggie Greenwald,1,3059834.0,1800000,63.0,7.3,3059834.0,7.3,7.36119668
Vera Farmiga,1,841733.0,1800000,74.0,6.2,841733.0,6.2,6.21683466
Jonathan Wacks,1,nan,1800000,nan,6.0,nan,6.0,nan
Sean McConville,1,nan,1800000,nan,4.6,nan,4.6,nan
Tony Krantz,1,nan,1800000,nan,5.3,nan,5.3,nan
Corey Grant,1,13546.0,1800000,nan,5.0,13546.0,5.0,5.00027092
W.D. Hogan,1,nan,1800000,nan,3.4,nan,3.4,nan
Richard Boddington,1,nan,1800000,nan,4.5,nan,4.5,nan
Andrew Drazek,1,nan,1800000,nan,3.4,nan,3.4,nan
Markku Pölönen,1,nan,1784448,nan,5.9,nan,5.9,nan
Kitty Green,1,1100313.0,1780000,79.0,6.4,1100313.0,6.4,6.422006260000001
Lucky McKee,1,150277.0,1750000,58.0,6.6,150277.0,6.6,6.60300554
Steven R. Monroe,1,93051.0,1750000,27.0,6.2,93051.0,6.2,6.20186102
Lukas Dhont,1,nan,1750000,73.0,7.2,nan,7.2,nan
Pamela Tola,1,nan,1705215,nan,nan,nan,nan,nan
Ritesh Batra,1,4235151.0,1700000,76.0,7.8,4235151.0,7.8,7.88470302
Brad J. Silverman,1,2507201.0,1700000,39.0,6.0,2507201.0,6.0,6.05014402
Mark Illsley,1,1955933.0,1700000,62.0,6.3,1955933.0,6.3,6.33911866
Sally Potter,1,396760.0,1700000,55.0,6.4,396760.0,6.4,6.407935200000001
Mitzi Peirone,1,nan,1660000,60.0,5.3,nan,5.3,nan
Reetta Huhtanen,1,nan,1606057,nan,nan,nan,nan,nan
Dave Meyers,1,6033999.0,1600000,nan,4.9,6033999.0,4.9,5.020679980000001
David M. Matthews,1,2595644.0,1600000,nan,3.7,2595644.0,3.7,3.7519128800000003
Lluís Quílez,2,nan,2800000,nan,10.9,nan,5.45,nan
Romesh Sharma,1,129319.0,1600000,nan,4.6,129319.0,4.6,4.60258638
François Truffaut,1,33725.0,1600000,nan,6.9,33725.0,6.9,6.9006745
Max Nichols,1,18612.0,1600000,45.0,6.3,18612.0,6.3,6.30037224
Adam Goldberg,1,3264.0,1600000,39.0,5.1,3264.0,5.1,5.10006528
Robert Z. Leonard,1,nan,1577000,nan,5.8,nan,5.8,nan
Hugo Fregonese,1,nan,1577000,nan,5.8,nan,5.8,nan
Adrienne Shelly,1,19074800.0,1500000,75.0,7.0,19074800.0,7.0,7.381496
Mark DiSalle,1,14697005.0,1500000,33.0,6.4,14697005.0,6.4,6.693940100000001
David Worth,2,nan,2900000,nan,11.9,nan,5.95,nan
Newt Arnold,1,11806119.0,1500000,29.0,6.8,11806119.0,6.8,7.03612238
Chris Dowling,1,6424420.0,1500000,35.0,5.9,6424420.0,5.9,6.0284884000000005
Maggie Carey,1,3491669.0,1500000,61.0,5.8,3491669.0,5.8,5.86983338
Dror Moreh,1,2415727.0,1500000,91.0,7.6,2415727.0,7.6,7.648314539999999
Alex Cox,1,129000.0,1500000,82.0,6.9,129000.0,6.9,6.90258
Rebecca Miller,1,712275.0,1500000,59.0,6.5,712275.0,6.5,6.5142455
Simeon Rice,1,510957.0,1500000,42.0,4.0,510957.0,4.0,4.01021914
Henry Bean,1,416925.0,1500000,75.0,7.1,416925.0,7.1,7.1083384999999994
Qasim Basir,1,369129.0,1500000,48.0,6.6,369129.0,6.6,6.6073825799999995
Jeff Garlin,1,194568.0,1500000,60.0,6.1,194568.0,6.1,6.1038913599999995
Adam Green,1,175281.0,1500000,57.0,5.6,175281.0,5.6,5.60350562
Bruce Campbell,1,173066.0,1500000,36.0,6.1,173066.0,6.1,6.10346132
Pete Jones,1,134736.0,1500000,36.0,6.5,134736.0,6.5,6.50269472
Adam Carolla,1,113169.0,1500000,50.0,6.0,113169.0,6.0,6.00226338
Kevin Hench,1,113169.0,1500000,50.0,6.0,113169.0,6.0,6.00226338
James Mottern,1,52429.0,1500000,61.0,6.6,52429.0,6.6,6.60104858
Bruce McDonald,1,3865.0,1500000,54.0,6.5,3865.0,6.5,6.5000773
Jaime Zevallos,1,2105.0,1500000,nan,5.6,2105.0,5.6,5.6000421
Michael A. Nickles,1,264.0,1500000,nan,4.3,264.0,4.3,4.30000528
Gerard Johnstone,1,nan,1500000,76.0,6.7,nan,6.7,nan
Ahsan Rahim,1,nan,1500000,nan,7.0,nan,7.0,nan
Robert Greenwald,2,nan,2275000,139.0,14.399999999999999,nan,7.199999999999999,nan
Nae Caranfil,1,nan,1500000,47.0,6.7,nan,6.7,nan
David Ray,1,nan,1500000,nan,6.5,nan,6.5,nan
Deryck Broom,1,nan,1500000,nan,3.4,nan,3.4,nan
Roger Hawkins,1,nan,1500000,nan,3.4,nan,3.4,nan
David Rodriguez,1,nan,1500000,nan,6.1,nan,6.1,nan
David Winning,1,nan,1500000,nan,2.8,nan,2.8,nan
Tara Subkoff,1,nan,1500000,42.0,3.0,nan,3.0,nan
Akriti Bajpai,1,nan,1500000,nan,8.0,nan,8.0,nan
Harsh Beniwal,1,nan,1500000,nan,8.0,nan,8.0,nan
William Cottrell,1,184925486.0,1488000,96.0,7.6,184925486.0,7.6,11.29850972
David Hand,2,287172636.0,2346000,187.0,14.899999999999999,143586318.0,7.449999999999999,10.32172636
Edward Dmytryk,1,nan,1455000,51.0,5.6,nan,5.6,nan
Marja Pyykkö,1,nan,1450175,nan,4.0,nan,4.0,nan
Felipe García-Peña Hoyos,1,nan,1400000,nan,nan,nan,nan,nan
Deniz Gamze Ergüven,1,845464.0,1400000,83.0,7.6,845464.0,7.6,7.61690928
Lucrecia Martel,1,304124.0,1400000,77.0,6.7,304124.0,6.7,6.70608248
Paul Costes,1,nan,1400000,nan,5.8,nan,5.8,nan
Boris Rodriguez,1,1632.0,1400000,57.0,5.7,1632.0,5.7,5.70003264
Daryn Tufts,1,nan,1400000,nan,5.7,nan,5.7,nan
Sadyk Sher-Niyaz,1,nan,1400000,nan,6.4,nan,6.4,nan
Leslie H. Martinson,1,nan,1377800,71.0,6.5,nan,6.5,nan
Robert M. Young,1,nan,1305000,nan,7.0,nan,7.0,nan
Ingvild Dagestad,1,nan,1300000,nan,6.7,nan,6.7,nan
Astrid Thorvaldsen,1,nan,1300000,nan,6.7,nan,6.7,nan
Steve Buscemi,2,903928.0,1800000,130.0,13.6,451964.0,6.8,6.8090392799999995
Ham Tran,1,641039.0,1300000,70.0,7.2,641039.0,7.2,7.21282078
Rich Cowan,1,367098.0,1300000,53.0,6.5,367098.0,6.5,6.50734196
Melvin Frank,1,nan,1300000,nan,6.9,nan,6.9,nan
Norman Panama,1,nan,1300000,nan,6.9,nan,6.9,nan
Jan Komasa,1,127240.0,1300000,77.0,7.7,127240.0,7.7,7.7025448
Arjun Sablok,1,111551.0,1300000,nan,3.2,111551.0,3.2,3.20223102
Jonathan Kesselman,1,82157.0,1300000,41.0,6.1,82157.0,6.1,6.101643139999999
Eddy Terstall,1,4055.0,1300000,59.0,7.8,4055.0,7.8,7.8000811
David Jung,1,nan,1300000,34.0,5.7,nan,5.7,nan
Tyler Oliver,1,nan,1300000,nan,5.1,nan,5.1,nan
Giovanni Zelko,1,nan,1300000,nan,5.6,nan,5.6,nan
Douglas Cheek,1,4654423.0,1250000,57.0,5.6,4654423.0,5.6,5.693088459999999
Michael D. Olmos,1,2850357.0,1250000,57.0,5.6,2850357.0,5.6,5.657007139999999
Henry Hathaway,1,nan,1250000,70.0,7.0,nan,7.0,nan
Gergö Elekes,1,nan,1250000,nan,4.9,nan,4.9,nan
József Gallai,1,nan,1250000,nan,4.9,nan,4.9,nan
Jim Sharman,1,112892319.0,1200000,65.0,7.4,112892319.0,7.4,9.65784638
David Boyd,1,2861020.0,1200000,nan,5.9,2861020.0,5.9,5.957220400000001
Jamie Babbit,2,2587047.0,2100000,68.0,12.8,1293523.5,6.4,6.4258704700000004
Steve Taylor,1,595018.0,1200000,48.0,5.8,595018.0,5.8,5.81190036
Sanjeev Gupta,1,nan,1200000,nan,6.5,nan,6.5,nan
Herschell Gordon Lewis,1,nan,1200000,nan,5.0,nan,5.0,nan
James David Pasternak,1,nan,1200000,35.0,6.2,nan,6.2,nan
Adam Jay Epstein,1,nan,1200000,nan,3.7,nan,3.7,nan
Andrew Jacobson,1,nan,1200000,nan,3.7,nan,3.7,nan
David Caffrey,1,nan,1200000,46.0,6.0,nan,6.0,nan
Brenton Spencer,1,nan,1200000,nan,3.8,nan,3.8,nan
G.B. Hajim,1,nan,1200000,nan,7.3,nan,7.3,nan
Ossie Davis,1,nan,1200000,nan,6.5,nan,6.5,nan
Dylan Bank,1,nan,1200000,nan,3.2,nan,3.2,nan
Jay Alaimo,1,nan,1200000,nan,4.3,nan,4.3,nan
Timothy A. Chey,1,nan,1200000,nan,5.3,nan,5.3,nan
Rob McKittrick,1,16124543.0,1125000,30.0,6.7,16124543.0,6.7,7.0224908600000004
Camille Lacadee,1,nan,1100000,nan,nan,nan,nan,nan
Francois Roche,1,nan,1100000,nan,nan,nan,nan,nan
Harry Gantz,1,254852.0,1100000,44.0,4.5,254852.0,4.5,4.50509704
Joe Gantz,1,254852.0,1100000,44.0,4.5,254852.0,4.5,4.50509704
Jessica Swale,1,58498.0,1100000,56.0,7.0,58498.0,7.0,7.00116996
Guy Maddin,1,55365.0,1100000,84.0,6.9,55365.0,6.9,6.9011073000000005
Andrew Steggall,1,nan,1100000,nan,6.7,nan,6.7,nan
Regardt van den Bergh,1,nan,1100000,nan,6.7,nan,6.7,nan
Joel Anderson,1,nan,1100000,nan,6.3,nan,6.3,nan
Matthew R. Anderson,1,nan,1100000,nan,3.0,nan,3.0,nan
Edward Conna,1,nan,1100000,nan,3.0,nan,3.0,nan
Joe Marino,1,nan,1100000,nan,2.6,nan,2.6,nan
Shimit Amin,1,nan,1070000,nan,7.5,nan,7.5,nan
Levan Gabriadze,1,32482090.0,1000000,59.0,5.6,32482090.0,5.6,6.2496418
Bradley Parker,1,18119640.0,1000000,nan,5.0,18119640.0,5.0,5.3623928
Clive Barker,1,14564027.0,1000000,56.0,6.9,14564027.0,6.9,7.19128054
Ti West,3,11944920.0,2650000,216.0,18.4,3981640.0,6.133333333333333,6.212966133333333
Takao Okawara,1,10037390.0,1000000,41.0,6.0,10037390.0,6.0,6.2007478
Duncan Tucker,1,9015303.0,1000000,66.0,7.4,9015303.0,7.4,7.580306060000001
Russ Meyer,1,nan,1000000,60.0,6.1,nan,6.1,nan
Robert D. Webb,1,nan,1000000,nan,6.2,nan,6.2,nan
Stephen Susco,1,8866745.0,1000000,53.0,6.0,8866745.0,6.0,6.1773349
Allan Dwan,1,nan,1000000,75.0,7.0,nan,7.0,nan
Raoul Peck,1,7123919.0,1000000,95.0,7.9,7123919.0,7.9,8.04247838
Ben Lewin,1,6002451.0,1000000,79.0,7.2,6002451.0,7.2,7.32004902
Morgan Neville,1,4946445.0,1000000,83.0,7.4,4946445.0,7.4,7.4989289
Robert Kenner,1,4417674.0,1000000,80.0,7.8,4417674.0,7.8,7.88835348
Bonni Cohen,1,3496795.0,1000000,68.0,6.6,3496795.0,6.6,6.6699359
Jon Shenk,1,3496795.0,1000000,68.0,6.6,3496795.0,6.6,6.6699359
Gillian Robespierre,1,3123963.0,1000000,76.0,6.7,3123963.0,6.7,6.76247926
Sean Durkin,1,2990625.0,1000000,75.0,6.8,2990625.0,6.8,6.859812499999999
Phil Morrison,1,2678691.0,1000000,80.0,6.9,2678691.0,6.9,6.953573820000001
Courtney Hunt,1,2511476.0,1000000,82.0,7.1,2511476.0,7.1,7.15022952
Chris Paine,1,1678874.0,1000000,70.0,7.6,1678874.0,7.6,7.63357748
Rich Christiano,2,2661043.0,1825000,nan,12.0,1330521.5,6.0,6.02661043
Danis Tanovic,1,1012153.0,1000000,84.0,7.9,1012153.0,7.9,7.920243060000001
Marc Levin,1,1009819.0,1000000,73.0,7.0,1009819.0,7.0,7.02019638
Richard Dutcher,2,3489932.0,1300000,100.0,13.0,1744966.0,6.5,6.53489932
Geremy Jasper,1,800148.0,1000000,67.0,6.8,800148.0,6.8,6.81600296
Henry Bromell,1,779137.0,1000000,77.0,6.7,779137.0,6.7,6.71558274
Gia Coppola,1,767732.0,1000000,69.0,6.2,767732.0,6.2,6.21535464
Khalid Mohamed,1,596591.0,1000000,nan,6.0,596591.0,6.0,6.01193182
Scandar Copti,1,622403.0,1000000,82.0,7.3,622403.0,7.3,7.3124480599999995
Yaron Shani,1,622403.0,1000000,82.0,7.3,622403.0,7.3,7.3124480599999995
Dylan Baker,1,549185.0,1000000,45.0,6.4,549185.0,6.4,6.4109837
Finn Taylor,1,543708.0,1000000,nan,6.9,543708.0,6.9,6.9108741600000005
Joshua Oppenheimer,1,486919.0,1000000,91.0,8.2,486919.0,8.2,8.20973838
Anonymous,1,486919.0,1000000,91.0,8.2,486919.0,8.2,8.20973838
Christine Cynn,1,486919.0,1000000,91.0,8.2,486919.0,8.2,8.20973838
Goran Dukic,1,446165.0,1000000,62.0,7.2,446165.0,7.2,7.2089233
José Luis Valenzuela,1,292309.0,1000000,41.0,5.2,292309.0,5.2,5.20584618
Mike Cahill,2,1657666.0,1175000,123.0,14.2,828833.0,7.1,7.11657666
Anthony Powell,1,288757.0,1000000,69.0,7.6,288757.0,7.6,7.6057751399999995
Efram Potelle,1,280351.0,1000000,33.0,6.0,280351.0,6.0,6.00560702
Kyle Rankin,1,280351.0,1000000,33.0,6.0,280351.0,6.0,6.00560702
Rohit Jagessar,1,227241.0,1000000,nan,7.0,227241.0,7.0,7.00454482
Todd Louiso,1,213137.0,1000000,58.0,6.9,213137.0,6.9,6.90426274
Paul Crowder,1,144601.0,1000000,67.0,7.3,144601.0,7.3,7.30289202
John Dower,1,144601.0,1000000,67.0,7.3,144601.0,7.3,7.30289202
Johnny Remo,1,96734.0,1000000,nan,5.3,96734.0,5.3,5.30193468
Benjamin Dickinson,1,63014.0,1000000,58.0,5.4,63014.0,5.4,5.401260280000001
Vivek Agnihotri,1,49000.0,1000000,nan,4.8,49000.0,4.8,4.80098
Nicholas Tomnay,1,48764.0,1000000,48.0,6.7,48764.0,6.7,6.70097528
Youssef Chahine,1,nan,1000000,nan,8.0,nan,8.0,nan
Dan Zukovic,1,22731.0,1000000,nan,6.4,22731.0,6.4,6.4004546200000005
Nickolas Perry,1,17246.0,1000000,40.0,6.0,17246.0,6.0,6.00034492
David Cross,1,nan,1000000,45.0,5.8,nan,5.8,nan
Olivier Nakache,1,nan,1000000,nan,7.4,nan,7.4,nan
Éric Toledano,1,nan,1000000,nan,7.4,nan,7.4,nan
Becky Smith,1,nan,1000000,nan,6.2,nan,6.2,nan
Eric Nicholas,1,10787.0,1000000,65.0,6.0,10787.0,6.0,6.00021574
Peter Sattler,1,13302.0,1000000,54.0,6.9,13302.0,6.9,6.90026604
Hal Haberman,1,7202.0,1000000,57.0,6.8,7202.0,6.8,6.80014404
Jeremy Passmore,1,7202.0,1000000,57.0,6.8,7202.0,6.8,6.80014404
Caryn Waechter,1,6870.0,1000000,60.0,6.1,6870.0,6.1,6.1001373999999995
A. Raven Cruz,1,3700.0,1000000,nan,2.1,3700.0,2.1,2.100074
Charlie Levi,1,1036.0,1000000,nan,5.4,1036.0,5.4,5.4000207200000006
Frank Whaley,1,1000.0,1000000,39.0,5.2,1000.0,5.2,5.20002
Amat Escalante,1,nan,1000000,59.0,6.8,nan,6.8,nan
John-Paul Davidson,1,nan,1000000,nan,6.4,nan,6.4,nan
Stephen Warbeck,1,nan,1000000,nan,6.4,nan,6.4,nan
Chanya Button,1,nan,1000000,nan,6.8,nan,6.8,nan
Wajahat Rauf,1,nan,1000000,nan,6.3,nan,6.3,nan
Shahbaz Ali,1,nan,1000000,nan,6.3,nan,6.3,nan
Katherine Brooks,1,nan,1000000,nan,6.3,nan,6.3,nan
Robert Bennett,1,nan,1000000,nan,2.8,nan,2.8,nan
Randall Rubin,1,nan,1000000,nan,5.9,nan,5.9,nan
Jonathan Schroder,1,nan,1000000,nan,5.9,nan,5.9,nan
Matthew Irmas,1,3514.0,1000000,nan,4.8,3514.0,4.8,4.80007028
Lori Petty,1,nan,1000000,nan,6.3,nan,6.3,nan
Mary Pat Kelly,1,nan,1000000,nan,5.6,nan,5.6,nan
Michael Taliferro,1,nan,1000000,nan,3.2,nan,3.2,nan
Kevin Hamedani,1,nan,1000000,nan,5.0,nan,5.0,nan
David DeCoteau,2,nan,2000000,nan,5.4,nan,2.7,nan
Robert Heath,1,nan,1000000,nan,5.6,nan,5.6,nan
Katie Aselton,1,nan,1000000,46.0,4.8,nan,4.8,nan
Mikel Rueda,1,nan,1000000,nan,7.0,nan,7.0,nan
Stefan C. Schaefer,1,nan,1000000,nan,5.7,nan,5.7,nan
K. King,1,nan,1000000,nan,3.5,nan,3.5,nan
Jonathan Meyers,1,nan,1000000,nan,5.3,nan,5.3,nan
Robert Hall,1,nan,1000000,nan,4.2,nan,4.2,nan
Orlando von Einsiedel,1,nan,1000000,95.0,8.2,nan,8.2,nan
D. Stevens,1,nan,1000000,nan,3.6,nan,3.6,nan
Jeffrey St. Jules,1,nan,1000000,nan,5.1,nan,5.1,nan
Tommy Oliver,1,nan,1000000,nan,7.2,nan,7.2,nan
Brian Dorton,1,nan,1000000,nan,4.2,nan,4.2,nan
Joseph Graham,1,nan,1000000,nan,4.2,nan,4.2,nan
Manuel Marín,1,nan,1000000,nan,4.2,nan,4.2,nan
Marjorie Conrad,1,nan,1000000,nan,5.4,nan,5.4,nan
Luis Enrique Rodríguez,1,nan,1000000,nan,7.8,nan,7.8,nan
Daniel Goldhaber,1,nan,1000000,71.0,5.9,nan,5.9,nan
Jason Mills,1,nan,1000000,nan,2.3,nan,2.3,nan
Richard Schenkman,2,nan,1189000,nan,12.399999999999999,nan,6.199999999999999,nan
Ralph Nelson,1,15826800.0,950000,50.0,6.9,15826800.0,6.9,7.2165360000000005
Blair Erickson,1,nan,950000,62.0,5.4,nan,5.4,nan
Fred Carpenter,1,nan,950000,nan,3.6,nan,3.6,nan
Allison Burnett,1,nan,950000,nan,6.0,nan,6.0,nan
Ricardo de Montreuil,1,6303560.0,916000,57.0,5.7,6303560.0,5.7,5.8260712
Sanjay Rawal,1,nan,913000,62.0,7.1,nan,7.1,nan
Desiree Akhavan,1,904703.0,900000,69.0,6.6,904703.0,6.6,6.61809406
Maryam Keshavarz,1,454121.0,900000,65.0,5.9,454121.0,5.9,5.909082420000001
Lee Kirk,1,7396.0,900000,43.0,6.7,7396.0,6.7,6.70014792
Ramaa Mosley,1,6997.0,900000,43.0,6.3,6997.0,6.3,6.30013994
Christopher Henze,1,nan,900000,nan,8.8,nan,8.8,nan
Aneesh Chaganty,1,26020957.0,880000,71.0,7.6,26020957.0,7.6,8.12041914
Jamie Travis,1,1251749.0,850000,55.0,6.0,1251749.0,6.0,6.02503498
C. Jay Cox,2,866718.0,1350000,nan,12.6,433359.0,6.3,6.30866718
Natalie Bible',1,3256.0,850000,nan,3.0,3256.0,3.0,3.00006512
Daniel Davila,1,nan,850000,nan,7.6,nan,7.6,nan
Nacho Cerdá,1,1653012.0,850000,42.0,5.5,1653012.0,5.5,5.53306024
Justin Molotnikov,1,nan,820000,nan,6.9,nan,6.9,nan
Tom Laughlin,1,nan,800000,50.0,6.2,nan,6.2,nan
Georg Wilhelm Pabst,1,53485.0,800000,nan,7.8,53485.0,7.8,7.8010697
Jorge Gaggero,1,200433.0,800000,78.0,7.0,200433.0,7.0,7.00400866
Michael Burke,1,62852.0,800000,62.0,7.1,62852.0,7.1,7.101257039999999
Catherine Jelski,1,59166.0,800000,43.0,4.1,59166.0,4.1,4.10118332
Shane Dawson,1,36026.0,800000,1.0,3.6,36026.0,3.6,3.60072052
Clark Baker,1,nan,800000,nan,6.2,nan,6.2,nan
Ryan Little,1,1310470.0,780000,56.0,6.7,1310470.0,6.7,6.7262094
George Lucas,1,115000000.0,777000,97.0,7.4,115000000.0,7.4,9.7
Rian James,1,nan,750000,nan,nan,nan,nan,nan
Olly Blackburn,1,19367.0,750000,43.0,5.2,19367.0,5.2,5.20038734
Zeki Demirkubuz,1,nan,750000,nan,7.8,nan,7.8,nan
Christopher Hutson,1,nan,750000,nan,2.8,nan,2.8,nan
H.M. Coakley,1,nan,750000,nan,5.1,nan,5.1,nan
Jen McGowan,1,nan,750000,59.0,5.9,nan,5.9,nan
David LaChapelle,1,3336391.0,700000,74.0,7.1,3336391.0,7.1,7.166727819999999
Kogonada,1,1017107.0,700000,89.0,7.2,1017107.0,7.2,7.2203421400000005
Jennifer Wynne Farmer,1,nan,700000,nan,6.2,nan,6.2,nan
Valerie Red-Horse,1,nan,700000,nan,6.2,nan,6.2,nan
Emily Dell,1,nan,700000,nan,3.9,nan,3.9,nan
Anna Mastro,1,nan,700000,36.0,5.4,nan,5.4,nan
Christopher Scott Cherot,1,2284034.0,650000,nan,6.2,2284034.0,6.2,6.24568068
William Oldroyd,1,1129408.0,650000,76.0,6.8,1129408.0,6.8,6.82258816
Randy Moore,1,171962.0,650000,58.0,5.1,171962.0,5.1,5.103439239999999
Sandra Luckow,1,1447.0,650000,nan,7.0,1447.0,7.0,7.00002894
Bill Benenson,1,nan,650000,nan,7.7,nan,7.7,nan
Chris Atkins,1,nan,640000,nan,7.4,nan,7.4,nan
Travis Romero,1,nan,625000,nan,3.1,nan,3.1,nan
Edward F. Cline,1,nan,625000,nan,6.8,nan,6.8,nan
Mark Sandrich,1,nan,609000,93.0,7.7,nan,7.7,nan
Daniel Myrick,1,140539099.0,600000,81.0,6.5,140539099.0,6.5,9.31078198
Eduardo Sánchez,1,140539099.0,600000,81.0,6.5,140539099.0,6.5,9.31078198
Michael Wadleigh,1,126562.0,600000,95.0,8.1,126562.0,8.1,8.10253124
Richard Montoya,1,82312.0,600000,nan,4.3,82312.0,4.3,4.30164624
Gene Teigland,1,23616.0,600000,nan,4.0,23616.0,4.0,4.00047232
Scott Ziehl,1,nan,600000,nan,6.4,nan,6.4,nan
Nick Weiss,1,3301.0,600000,nan,4.6,3301.0,4.6,4.60006602
Johanna Schwartz,1,7516.0,600000,67.0,7.2,7516.0,7.2,7.2001503200000005
William Gazecki,2,nan,1100000,100.0,13.9,nan,6.95,nan
Michael Walker,1,nan,600000,39.0,4.6,nan,4.6,nan
Mark Raso,1,nan,600000,71.0,7.0,nan,7.0,nan
Lance McDaniel,1,nan,600000,nan,6.8,nan,6.8,nan
Thomas Lilti,1,8494.0,600000,nan,6.5,8494.0,6.5,6.50016988
U. Roberto Romano,1,3709.0,560000,55.0,7.2,3709.0,7.2,7.2000741800000005
Blaz Zavrsnik,1,nan,560000,nan,5.7,nan,5.7,nan
George Fitzmaurice,1,nan,558000,nan,6.6,nan,6.6,nan
Pan Nalin,2,41378.0,850000,nan,14.8,20689.0,7.4,7.40041378
Matt Walsh,1,nan,546173,nan,5.1,nan,5.1,nan
Naji Abu Nowar,1,283024.0,535000,80.0,7.2,283024.0,7.2,7.205660480000001
John 'Bud' Cardos,1,nan,500000,nan,5.7,nan,5.7,nan
