Writer,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating,Average_Box_Office,Average_IMDB_Rating,Success_Metric
Don Handfield,1,204232.0,5000000,56.0,6.5,204232.0,6.5,6.50408464
Kaden Selvidge,1,134552.0,5000000,66.0,6.3,134552.0,6.3,6.30269104
Nik Fackler,1,127564.0,5000000,57.0,7.1,127564.0,7.1,7.102551279999999
Tim Kasher,1,127564.0,5000000,57.0,7.1,127564.0,7.1,7.102551279999999
Morgan J. Freeman,2,476224.0,5500000,nan,12.399999999999999,238112.0,6.199999999999999,6.204762239999999
Matthew Hastings,1,84733.0,5000000,nan,4.6,84733.0,4.6,4.60169466
Tom Berry,1,84733.0,5000000,nan,4.6,84733.0,4.6,4.60169466
John Strysik,1,67505.0,5000000,61.0,6.5,67505.0,6.5,6.5013501
Stuart Gordon,1,67505.0,5000000,61.0,6.5,67505.0,6.5,6.5013501
Eytan Rockaway,1,61030.0,5000000,45.0,6.2,61030.0,6.2,6.2012206
Robert Rockaway,1,61030.0,5000000,45.0,6.2,61030.0,6.2,6.2012206
Casey Twenter,1,58293.0,5000000,52.0,7.4,58293.0,7.4,7.401165860000001
Jeff Robison,1,58293.0,5000000,52.0,7.4,58293.0,7.4,7.401165860000001
William H. Macy,1,58293.0,5000000,52.0,7.4,58293.0,7.4,7.401165860000001
Jean Rollin,1,nan,5000000,nan,6.0,nan,6.0,nan
Paul Solet,2,327174.0,5010000,96.0,10.8,163587.0,5.4,5.40327174
Christopher Denham,1,7556.0,5000000,30.0,4.3,7556.0,4.3,4.30015112
Michael Di Jiacomo,1,nan,5000000,36.0,5.3,nan,5.3,nan
Andrew Loo,1,nan,5000000,36.0,5.3,nan,5.3,nan
Fredric Dannen,1,nan,5000000,36.0,5.3,nan,5.3,nan
Martin Samper,1,nan,5000000,nan,6.7,nan,6.7,nan
Jim Amatulli,1,nan,5000000,nan,4.3,nan,4.3,nan
Oscar Jarnicki,1,nan,5000000,nan,4.3,nan,4.3,nan
Andy Siara,1,164000.0,5000000,83.0,7.4,164000.0,7.4,7.4032800000000005
Max Barbakow,1,164000.0,5000000,83.0,7.4,164000.0,7.4,7.4032800000000005
Paul Andrew Williams,2,nan,5825000,nan,13.0,nan,6.5,nan
Rab Berry,1,nan,5000000,nan,3.5,nan,3.5,nan
Scott Mallace,1,nan,5000000,nan,3.5,nan,3.5,nan
Iver William Jallah,1,nan,5000000,29.0,4.7,nan,4.7,nan
Rich Ronat,1,nan,5000000,29.0,4.7,nan,4.7,nan
Ben Hervey,1,nan,5000000,nan,4.4,nan,4.4,nan
Vicky Jewson,1,nan,5000000,nan,4.4,nan,4.4,nan
Rupert Whitaker,1,nan,5000000,nan,4.4,nan,4.4,nan
Bryan Fuller (characters),1,nan,5000000,nan,6.1,nan,6.1,nan
John Masius,1,nan,5000000,nan,6.1,nan,6.1,nan
Stephen Godchaux,1,nan,5000000,nan,6.1,nan,6.1,nan
Bryan Fuller (excerpts written by),1,nan,5000000,nan,6.1,nan,6.1,nan
Dan E. Fesman (excerpts written by),1,nan,5000000,nan,6.1,nan,6.1,nan
Harry Victor (excerpts written by),1,nan,5000000,nan,6.1,nan,6.1,nan
J.J. Philbin (excerpts written by),1,nan,5000000,nan,6.1,nan,6.1,nan
Bob Saget,1,nan,5000000,nan,4.0,nan,4.0,nan
Lawrence Robinson,1,nan,5000000,nan,4.4,nan,4.4,nan
Jeremy Rush,1,nan,5000000,66.0,6.4,nan,6.4,nan
Scott Foley,1,nan,5000000,21.0,5.4,nan,5.4,nan
Mark Ebner,1,nan,5000000,nan,5.4,nan,5.4,nan
Jayne Valseca,1,nan,5000000,nan,5.4,nan,5.4,nan
J.B. White,1,nan,5000000,nan,5.4,nan,5.4,nan
Paul Ben-Victor,1,nan,5000000,nan,5.9,nan,5.9,nan
Victoria Fedden,1,nan,5000000,nan,5.9,nan,5.9,nan
Greg Ferkel,1,nan,5000000,nan,5.9,nan,5.9,nan
Michael Anderson,1,nan,5000000,nan,4.0,nan,4.0,nan
Chantelle De Carvalho,1,nan,5000000,nan,4.0,nan,4.0,nan
Nick Squire,1,nan,5000000,nan,4.0,nan,4.0,nan
Patrick Vollrath,1,nan,5000000,58.0,6.3,nan,6.3,nan
Senad Halilbasic,1,nan,5000000,58.0,6.3,nan,6.3,nan
Bianca Stigter,1,nan,5000000,74.0,nan,nan,nan,nan
Xavier Dolan,1,3494070.0,4900000,74.0,8.0,3494070.0,8.0,8.0698814
Fatih Akin,1,276901.0,4900000,76.0,7.2,276901.0,7.2,7.2055380200000005
Adam Bousdoukos,1,276901.0,4900000,76.0,7.2,276901.0,7.2,7.2055380200000005
Stephen Volk,1,209696.0,4900000,53.0,6.4,209696.0,6.4,6.40419392
Nick Murphy,1,209696.0,4900000,53.0,6.4,209696.0,6.4,6.40419392
Brad Smith,1,15198.0,4900000,nan,5.1,15198.0,5.1,5.10030396
Billy Bob Thornton,1,24444121.0,4833610,84.0,8.0,24444121.0,8.0,8.48888242
L.M. Kit Carson,1,8025872.0,4700000,42.0,5.6,8025872.0,5.6,5.760517439999999
Frank LaLoggia,1,1705139.0,4700000,70.0,6.5,1705139.0,6.5,6.5341027799999996
Gabriela Tagliavini,1,nan,4700000,nan,3.3,nan,3.3,nan
James Canon,1,nan,4700000,nan,3.3,nan,3.3,nan
Analeine Cal y Mayor,1,nan,4700000,47.0,6.0,nan,6.0,nan
Javier Gullón,2,nan,6300000,80.0,10.7,nan,5.35,nan
André Ducharme,1,3894585.0,4600000,nan,5.7,3894585.0,5.7,5.7778917000000005
Luc Déry,1,3894585.0,4600000,nan,5.7,3894585.0,5.7,5.7778917000000005
Yves Lapierre,1,3894585.0,4600000,nan,5.7,3894585.0,5.7,5.7778917000000005
Shekar,1,nan,4600000,nan,6.6,nan,6.6,nan
Andrea Gibb,1,18025.0,4600000,63.0,7.7,18025.0,7.7,7.7003605
Kevin Kennedy,1,708776.0,4600000,63.0,6.9,708776.0,6.9,6.914175520000001
Niels Mueller,2,3600064.0,4750000,134.0,13.100000000000001,1800032.0,6.550000000000001,6.586000640000001
Howard A. Rodman,2,448382.0,8000000,90.0,11.0,224191.0,5.5,5.50448382
Natalie Robins,1,435746.0,4600000,51.0,5.7,435746.0,5.7,5.70871492
Steven M.L. Aronson,1,435746.0,4600000,51.0,5.7,435746.0,5.7,5.70871492
Bill O'Brien,1,1477.0,4600000,70.0,7.1,1477.0,7.1,7.1000295399999995
Robert Sarkies,1,1477.0,4600000,70.0,7.1,1477.0,7.1,7.1000295399999995
Graeme Tetley,1,1477.0,4600000,70.0,7.1,1477.0,7.1,7.1000295399999995
Neal Israel,1,81198894.0,4500000,41.0,6.7,81198894.0,6.7,8.323977880000001
Joseph Minion,1,10609321.0,4500000,90.0,7.6,10609321.0,7.6,7.81218642
Yorgos Lanthimos,1,9077245.0,4500000,82.0,7.1,9077245.0,7.1,7.2815449
Efthimis Filippou,1,9077245.0,4500000,82.0,7.1,9077245.0,7.1,7.2815449
Hubert Selby Jr.,1,3635482.0,4500000,71.0,8.3,3635482.0,8.3,8.37270964
Carlos Saura,1,1897948.0,4500000,nan,7.0,1897948.0,7.0,7.03795896
Richard Boyle,1,1500000.0,4500000,69.0,7.4,1500000.0,7.4,7.430000000000001
Will De Los Santos,1,411119.0,4500000,41.0,6.7,411119.0,6.7,6.7082223800000005
Creighton Vero,1,411119.0,4500000,41.0,6.7,411119.0,6.7,6.7082223800000005
Todd Solondz,3,7832477.0,8300000,233.0,21.5,2610825.6666666665,7.166666666666667,7.218883180000001
Miguel Barros,1,200558.0,4500000,61.0,6.5,200558.0,6.5,6.50401116
John Scott 3,1,187112.0,4500000,52.0,5.6,187112.0,5.6,5.60374224
Agnieszka Wojtowicz-Vosloo,1,108595.0,4500000,36.0,5.9,108595.0,5.9,5.9021719
Paul Vosloo,1,108595.0,4500000,36.0,5.9,108595.0,5.9,5.9021719
Jakub Korolczuk,1,108595.0,4500000,36.0,5.9,108595.0,5.9,5.9021719
Charlie Fletcher,1,92770.0,4500000,45.0,6.4,92770.0,6.4,6.4018554000000005
Chris Baker,1,92770.0,4500000,45.0,6.4,92770.0,6.4,6.4018554000000005
William T. Conway,1,32961.0,4500000,56.0,6.2,32961.0,6.2,6.20065922
Joe Ray Sandoval,1,32961.0,4500000,56.0,6.2,32961.0,6.2,6.20065922
Nick Love,2,nan,5500000,90.0,11.1,nan,5.55,nan
Ian Kennedy Martin,1,26650.0,4500000,48.0,6.1,26650.0,6.1,6.1005329999999995
Y.T. Parazi,1,11774.0,4500000,49.0,5.7,11774.0,5.7,5.70023548
Jeff Barnaby,1,nan,4500000,63.0,5.6,nan,5.6,nan
David Tillman,1,nan,4500000,nan,4.4,nan,4.4,nan
Kathy DeMarco,1,nan,4500000,24.0,4.3,nan,4.3,nan
John Leguizamo,1,nan,4500000,24.0,4.3,nan,4.3,nan
Mora Stephens,1,nan,4500000,39.0,5.8,nan,5.8,nan
Joel Viertel,1,nan,4500000,39.0,5.8,nan,5.8,nan
M.A. Fortin,1,nan,4500000,59.0,6.5,nan,6.5,nan
Joshua John Miller,1,nan,4500000,59.0,6.5,nan,6.5,nan
Beth LaMure,1,123773.0,4500000,nan,6.5,123773.0,6.5,6.50247546
Niki Caro,1,20779666.0,4300000,80.0,7.5,20779666.0,7.5,7.91559332
Witi Ihimaera,1,20779666.0,4300000,80.0,7.5,20779666.0,7.5,7.91559332
Louis Mellis,1,6946056.0,4300000,79.0,7.3,6946056.0,7.3,7.43892112
David Scinto,1,6946056.0,4300000,79.0,7.3,6946056.0,7.3,7.43892112
R. Balki,1,199228.0,4300000,30.0,7.1,199228.0,7.1,7.10398456
Yolanda Ramke,1,nan,4200000,65.0,6.3,nan,6.3,nan
Gilbert Adair,1,2581012.0,4030000,80.0,6.9,2581012.0,6.9,6.9516202400000005
Richard Kwietniowski,1,2581012.0,4030000,80.0,6.9,2581012.0,6.9,6.9516202400000005
Bob Clark,2,132067814.0,7250000,117.0,14.100000000000001,66033907.0,7.050000000000001,8.37067814
Barbara Curry,1,35423380.0,4000000,30.0,4.7,35423380.0,4.7,5.4084676
Mike Figgis,2,32193950.0,8000000,124.0,12.9,16096975.0,6.45,6.7719395
Will Rokos,1,31273922.0,4000000,69.0,7.1,31273922.0,7.1,7.72547844
Rosalind Ross,1,21090677.0,4000000,40.0,6.5,21090677.0,6.5,6.92181354
Lisa Cholodenko,1,20811365.0,4000000,86.0,7.0,20811365.0,7.0,7.4162273
Mindy Kaling,1,15499454.0,4000000,70.0,6.5,15499454.0,6.5,6.80998908
Ed Gass-Donnelly,1,15179302.0,4000000,35.0,4.0,15179302.0,4.0,4.30358604
Huck Botko,3,56850358.0,7800000,138.0,14.2,18950119.333333332,4.733333333333333,5.11233572
Rudy Ricci,1,14237880.0,4000000,66.0,7.3,14237880.0,7.3,7.5847576
John A. Russo,1,14237880.0,4000000,66.0,7.3,14237880.0,7.3,7.5847576
Russell Streiner,1,14237880.0,4000000,66.0,7.3,14237880.0,7.3,7.5847576
Ray Nelson,1,13008928.0,4000000,55.0,7.2,13008928.0,7.2,7.46017856
Mark Crowdy,1,12178602.0,4000000,62.0,6.9,12178602.0,6.9,7.1435720400000005
Craig Ferguson,2,12365754.0,8000000,115.0,13.100000000000001,6182877.0,6.550000000000001,6.673657540000001
Robert Eggers,2,36005809.0,7500000,167.0,14.4,18002904.5,7.2,7.56005809
Max Eggers,1,10867104.0,4000000,83.0,7.4,10867104.0,7.4,7.61734208
Shayne Armstrong,1,10753574.0,4000000,27.0,4.5,10753574.0,4.5,4.71507148
S.P. Krause,1,10753574.0,4000000,27.0,4.5,10753574.0,4.5,4.71507148
Deon Taylor,4,21315676.0,11400000,nan,18.8,5328919.0,4.7,4.80657838
Frank Hannah,1,8291572.0,4000000,69.0,6.9,8291572.0,6.9,7.06583144
Armistead Maupin,1,7836393.0,4000000,51.0,5.9,7836393.0,5.9,6.0567278600000005
Terry Anderson,1,7836393.0,4000000,51.0,5.9,7836393.0,5.9,6.0567278600000005
James Melkonian,1,7557877.0,4000000,nan,4.7,7557877.0,4.7,4.85115754
John G. Brennan,1,7557877.0,4000000,nan,4.7,7557877.0,4.7,4.85115754
Raquel Santos,1,nan,4000000,nan,6.3,nan,6.3,nan
Michael Patrick Jann,1,4630045.0,4000000,27.0,5.9,4630045.0,5.9,5.9926009
Allison Anders,2,4435449.0,4250000,nan,12.7,2217724.5,6.35,6.39435449
Alexandre Rockwell,1,4257354.0,4000000,nan,6.7,4257354.0,6.7,6.78514708
Mary Gaitskill,1,4059680.0,4000000,63.0,6.9,4059680.0,6.9,6.9811936
Steven Shainberg,1,4059680.0,4000000,63.0,6.9,4059680.0,6.9,6.9811936
Brian Caldirola,1,3825421.0,4000000,34.0,2.9,3825421.0,2.9,2.97650842
Stephen Singular,1,3468572.0,4000000,66.0,7.2,3468572.0,7.2,7.2693714400000005
Eric Bogosian,1,3468572.0,4000000,66.0,7.2,3468572.0,7.2,7.2693714400000005
Tad Savinar,1,3468572.0,4000000,66.0,7.2,3468572.0,7.2,7.2693714400000005
Jeff Franklin,1,2924635.0,4000000,23.0,5.7,2924635.0,5.7,5.758492700000001
Ron Fricke,1,2672413.0,4000000,65.0,8.4,2672413.0,8.4,8.45344826
Mark Magidson,1,2672413.0,4000000,65.0,8.4,2672413.0,8.4,8.45344826
Gavin Wiesen,1,1430241.0,4000000,36.0,6.5,1430241.0,6.5,6.52860482
Paul McCusker,1,1236094.0,4000000,nan,5.1,1236094.0,5.1,5.12472188
Brennan Smith,1,1236094.0,4000000,nan,5.1,1236094.0,5.1,5.12472188
Dave McKean,1,866999.0,4000000,55.0,6.7,866999.0,6.7,6.71733998
Alberto Piferi,1,800000.0,4000000,nan,5.0,800000.0,5.0,5.016
James R. Silke,1,800000.0,4000000,nan,5.0,800000.0,5.0,5.016
Leos Carax,1,641100.0,4000000,84.0,7.0,641100.0,7.0,7.012822
Carlyle Eubank,2,1201792.0,4050000,108.0,12.0,600896.0,6.0,6.01201792
William Eubank,2,1201792.0,4050000,108.0,12.0,600896.0,6.0,6.01201792
David Frigerio,2,1201792.0,4050000,108.0,12.0,600896.0,6.0,6.01201792
Mars Callahan,1,563711.0,4000000,36.0,6.8,563711.0,6.8,6.81127422
Chris Corso,1,563711.0,4000000,36.0,6.8,563711.0,6.8,6.81127422
Matthew McDuffie,1,350006.0,4000000,51.0,6.2,350006.0,6.2,6.20700012
Gary Hawkins,1,373375.0,4000000,74.0,6.8,373375.0,6.8,6.8074675
Larry Brown,1,373375.0,4000000,74.0,6.8,373375.0,6.8,6.8074675
Irwin Yablans,1,345704.0,4000000,47.0,5.8,345704.0,5.8,5.806914079999999
C. Courtney Joyner,1,345704.0,4000000,47.0,5.8,345704.0,5.8,5.806914079999999
Stefan Schwartz,1,375261.0,4000000,47.0,6.6,375261.0,6.6,6.607505219999999
Charles Busch,1,268117.0,4000000,42.0,6.0,268117.0,6.0,6.00536234
Jon Croker,1,155271.0,4000000,49.0,6.2,155271.0,6.2,6.20310542
Afshin Ghaffarian,1,155271.0,4000000,49.0,6.2,155271.0,6.2,6.20310542
Fernando León de Aranoa,1,153256.0,4000000,64.0,7.5,153256.0,7.5,7.50306512
Ignacio del Moral,1,153256.0,4000000,64.0,7.5,153256.0,7.5,7.50306512
Andy Bellin,1,120016.0,4000000,60.0,6.9,120016.0,6.9,6.90240032
Robert Festinger,2,36050620.0,5700000,146.0,14.3,18025310.0,7.15,7.5105062
David Tranter,1,104297.0,4000000,88.0,6.9,104297.0,6.9,6.90208594
Steven McGregor,1,104297.0,4000000,88.0,6.9,104297.0,6.9,6.90208594
Barry McEvoy,1,75228.0,4000000,56.0,6.2,75228.0,6.2,6.20150456
James Still,1,2143.0,4000000,nan,4.8,2143.0,4.8,4.80004286
Nick Damici,1,33245.0,4000000,66.0,6.4,33245.0,6.4,6.400664900000001
Jim Mickle,1,33245.0,4000000,66.0,6.4,33245.0,6.4,6.400664900000001
John Carlen,1,30005.0,4000000,31.0,5.6,30005.0,5.6,5.600600099999999
Neal Cassady,1,46362.0,4000000,nan,5.5,46362.0,5.5,5.50092724
Stephen Kay,1,46362.0,4000000,nan,5.5,46362.0,5.5,5.50092724
Daniel Stamm,1,13809.0,4000000,44.0,6.3,13809.0,6.3,6.30027618
Chookiat Sakveerakul,1,13809.0,4000000,44.0,6.3,13809.0,6.3,6.30027618
Ruba Nadda,1,6334.0,4000000,37.0,5.2,6334.0,5.2,5.20012668
Deborah Nathan,1,6334.0,4000000,37.0,5.2,6334.0,5.2,5.20012668
Lindy Davies,1,6334.0,4000000,37.0,5.2,6334.0,5.2,5.20012668
Michael Goldbach,1,nan,4000000,56.0,5.0,nan,5.0,nan
Will Gilbey,1,nan,4000000,nan,6.2,nan,6.2,nan
S. Craig Zahler,2,nan,6000000,151.0,14.2,nan,7.1,nan
David Hewlett,2,nan,4120000,nan,12.7,nan,6.35,nan
Sean Byrne,1,nan,4000000,73.0,6.6,nan,6.6,nan
Christopher Metz,1,nan,4000000,nan,nan,nan,nan,nan
William A. Wood III,1,nan,4000000,nan,4.6,nan,4.6,nan
Roger Hawkins,1,nan,4000000,nan,4.6,nan,4.6,nan
Bart Fisher,1,nan,4000000,nan,6.4,nan,6.4,nan
Kevin Carraway,1,nan,4000000,nan,3.5,nan,3.5,nan
Lawrence Sara,1,nan,4000000,nan,3.5,nan,3.5,nan
Alan Jacobs,1,41914.0,3800000,nan,7.0,41914.0,7.0,7.00083828
Trina Calderón,1,41914.0,3800000,nan,7.0,41914.0,7.0,7.00083828
Michael Winerip,1,41914.0,3800000,nan,7.0,41914.0,7.0,7.00083828
Dagur Kári,1,20930.0,3800000,40.0,6.8,20930.0,6.8,6.8004185999999995
Elena Soarez,1,539285.0,3750000,70.0,7.3,539285.0,7.3,7.310785699999999
Luiz Carlos Barreto,1,539285.0,3750000,70.0,7.3,539285.0,7.3,7.310785699999999
Andrucha Waddington,1,539285.0,3750000,70.0,7.3,539285.0,7.3,7.310785699999999
Christopher Morris,1,304616.0,3750000,68.0,7.3,304616.0,7.3,7.306092319999999
Sam Bain,1,304616.0,3750000,68.0,7.3,304616.0,7.3,7.306092319999999
Jesse Armstrong,1,304616.0,3750000,68.0,7.3,304616.0,7.3,7.306092319999999
John Maclean,1,229094.0,3750000,72.0,6.9,229094.0,6.9,6.90458188
Peter Stebbings,1,44462.0,3750000,57.0,6.7,44462.0,6.7,6.70088924
Fumiyo Kono,1,nan,3750000,nan,4.9,nan,4.9,nan
Taeko Asano,1,nan,3750000,nan,4.9,nan,4.9,nan
Joel Souza,1,3868.0,3600000,47.0,6.4,3868.0,6.4,6.40007736
Michael Reisz,1,41411015.0,3500000,35.0,5.2,41411015.0,5.2,6.0282203
Allen Hughes,1,27912072.0,3500000,76.0,7.5,27912072.0,7.5,8.05824144
Tom Vaughan,1,25091816.0,3500000,28.0,5.4,25091816.0,5.4,5.90183632
James Ivory,2,20579931.0,6100000,169.0,15.399999999999999,10289965.5,7.699999999999999,7.905799309999999
André Aciman,1,18095701.0,3500000,94.0,7.8,18095701.0,7.8,8.16191402
Franc. Reyes,1,17600423.0,3500000,38.0,5.9,17600423.0,5.9,6.252008460000001
Bethany Ashton Wolf,1,16376066.0,3500000,36.0,6.6,16376066.0,6.6,6.927521319999999
Heidi McLaughlin,1,16376066.0,3500000,36.0,6.6,16376066.0,6.6,6.927521319999999
Lucille Fletcher,1,14000000.0,3500000,39.0,6.0,14000000.0,6.0,6.28
Master P,2,16351778.0,5100000,nan,9.0,8175889.0,4.5,4.66351778
Leroy Douglas,1,10317779.0,3500000,nan,4.1,10317779.0,4.1,4.30635558
Carrie Mungo,1,10317779.0,3500000,nan,4.1,10317779.0,4.1,4.30635558
T.Y. Drake,1,nan,3500000,42.0,5.8,nan,5.8,nan
Daniel Grodnik,1,nan,3500000,42.0,5.8,nan,5.8,nan
Judith Rascoe,1,nan,3500000,42.0,5.8,nan,5.8,nan
Christopher Bram,1,6451628.0,3500000,74.0,7.3,6451628.0,7.3,7.42903256
Scott Spiegel,1,5923044.0,3500000,72.0,7.7,5923044.0,7.7,7.81846088
Shia LaBeouf,1,3012615.0,3500000,73.0,7.2,3012615.0,7.2,7.2602523
Corey Harrell,1,2893660.0,3500000,nan,4.0,2893660.0,4.0,4.0578732
Massimiliano Durante,1,nan,3500000,39.0,5.7,nan,5.7,nan
Carmelo Pennisi,1,nan,3500000,39.0,5.7,nan,5.7,nan
David Scheinmann,1,nan,3500000,39.0,5.7,nan,5.7,nan
Andrea Arnold,2,1037921.0,6500000,161.0,14.3,518960.5,7.15,7.16037921
Melissa Rauch,1,615816.0,3500000,44.0,6.1,615816.0,6.1,6.11231632
Winston Rauch,1,615816.0,3500000,44.0,6.1,615816.0,6.1,6.11231632
Scott Crowell,1,182695.0,3500000,22.0,4.7,182695.0,4.7,4.7036539
Brett Granstaff,1,182695.0,3500000,22.0,4.7,182695.0,4.7,4.7036539
Chris Whaley,1,182695.0,3500000,22.0,4.7,182695.0,4.7,4.7036539
Barry Unsworth,1,257252.0,3500000,49.0,6.4,257252.0,6.4,6.405145040000001
Mark Mills,1,257252.0,3500000,49.0,6.4,257252.0,6.4,6.405145040000001
Adam Rapp,1,107492.0,3500000,56.0,6.2,107492.0,6.2,6.202149840000001
Angela Robinson,1,97446.0,3500000,42.0,5.4,97446.0,5.4,5.401948920000001
Chad Beck,2,4341968.0,5500000,163.0,15.7,2170984.0,7.85,7.89341968
Charles Ferguson,3,5775287.0,7500000,252.0,23.9,1925095.6666666667,7.966666666666666,8.00516858
Kent Harper,1,27349.0,3500000,31.0,6.3,27349.0,6.3,6.30054698
Jennifer Lynch,1,27349.0,3500000,31.0,6.3,27349.0,6.3,6.30054698
Avi Nesher,1,9871.0,3500000,48.0,5.5,9871.0,5.5,5.50019742
Roger H. Berger,1,9871.0,3500000,48.0,5.5,9871.0,5.5,5.50019742
Jong-suk Lee,1,nan,3500000,nan,5.5,nan,5.5,nan
Prachya Pinkaew,2,nan,4600000,nan,12.6,nan,6.3,nan
Kiat Songsanant,1,nan,3500000,nan,5.5,nan,5.5,nan
Amanda Gusack,1,nan,3500000,nan,5.9,nan,5.9,nan
Rhonda Byrne (original concept),1,nan,3500000,nan,5.6,nan,5.6,nan
Mark Thompson,1,nan,3500000,nan,4.8,nan,4.8,nan
Bob Kane (character created by: Batman),1,nan,3500000,nan,8.4,nan,8.4,nan
Jerry Siegel (character created by: Superman),1,nan,3500000,nan,8.4,nan,8.4,nan
Joe Shuster (character created by: Superman),1,nan,3500000,nan,8.4,nan,8.4,nan
Frank Miller (comic book),1,nan,3500000,nan,8.4,nan,8.4,nan
Klaus Janson (comic book),1,nan,3500000,nan,8.4,nan,8.4,nan
Bob Goodman,1,nan,3500000,nan,8.4,nan,8.4,nan
Mark Young,1,nan,3500000,nan,5.4,nan,5.4,nan
Rachel Long,1,nan,3500000,24.0,4.7,nan,4.7,nan
Brian Pittman,1,nan,3500000,24.0,4.7,nan,4.7,nan
Patrick Dræby Ravn,1,nan,3450000,nan,nan,nan,nan,nan
Antonio Simoncini,1,nan,3440000,nan,3.2,nan,3.2,nan
Dominique Demers,1,493905.0,3400000,nan,6.1,493905.0,6.1,6.1098780999999995
Jonas Poher Rasmussen,1,339754.0,3400000,91.0,7.9,339754.0,7.9,7.90679508
Amin Nawabi,1,339754.0,3400000,91.0,7.9,339754.0,7.9,7.90679508
Julien Arruti,1,nan,3400000,nan,6.7,nan,6.7,nan
Philippe Lacheau,1,nan,3400000,nan,6.7,nan,6.7,nan
Kate King Lynch,1,nan,3400000,nan,6.5,nan,6.5,nan
Nathan Frankowski,1,nan,3400000,nan,6.5,nan,6.5,nan
Renee Yohe,1,nan,3400000,nan,6.5,nan,6.5,nan
Patrick Million,1,8070537.0,3300000,47.0,7.1,8070537.0,7.1,7.26141074
Leo Severino,1,8070537.0,3300000,47.0,7.1,8070537.0,7.1,7.26141074
Justin Kerrigan,1,104257.0,3300000,53.0,7.1,104257.0,7.1,7.10208514
Karen Moncrieff,2,485185.0,4300000,141.0,13.2,242592.5,6.6,6.604851849999999
Jean Shepherd,1,20778141.0,3250000,77.0,7.9,20778141.0,7.9,8.31556282
Leigh Brown,1,20778141.0,3250000,77.0,7.9,20778141.0,7.9,8.31556282
Mark L. Lester,1,nan,3250000,49.0,6.5,nan,6.5,nan
John C.W. Saxton,1,nan,3250000,49.0,6.5,nan,6.5,nan
Zied Belaïfa,1,nan,3250000,nan,nan,nan,nan,nan
Catherine Linstrum,1,12044.0,3250000,55.0,6.3,12044.0,6.3,6.30024088
Boots Riley,1,17493096.0,3200000,80.0,6.9,17493096.0,6.9,7.249861920000001
Joshua Marston,1,6529624.0,3200000,87.0,7.4,6529624.0,7.4,7.53059248
Max Mayer,1,2277396.0,3200000,56.0,7.1,2277396.0,7.1,7.145547919999999
Brandon Cronenberg,1,nan,3100000,55.0,5.7,nan,5.7,nan
Michael R. Perry,1,84752907.0,3000000,53.0,5.7,84752907.0,5.7,7.39505814
Tom Pabst,1,84752907.0,3000000,53.0,5.7,84752907.0,5.7,7.39505814
Cedric The Entertainer,1,38182790.0,3000000,73.0,6.8,38182790.0,6.8,7.563655799999999
D.L. Hughley,1,38182790.0,3000000,73.0,6.8,38182790.0,6.8,7.563655799999999
Kevin DiCicco,1,23144499.0,3000000,nan,5.3,23144499.0,5.3,5.76288998
Aaron Mendelsohn,1,23144499.0,3000000,nan,5.3,23144499.0,5.3,5.76288998
Tom McLoughlin,1,19472057.0,3000000,30.0,6.0,19472057.0,6.0,6.38944114
Sean S. Cunningham,2,41194833.0,4250000,56.0,12.1,20597416.5,6.05,6.46194833
Martin Lawrence,1,19184820.0,3000000,40.0,5.4,19184820.0,5.4,5.7836964
Lulu Wang,1,17695781.0,3000000,89.0,7.5,17695781.0,7.5,7.85391562
Hideki Sonoda,1,17052128.0,3000000,nan,5.8,17052128.0,5.8,6.14104256
Scott Lawrence Alexander,1,15369573.0,3000000,38.0,5.3,15369573.0,5.3,5.60739146
Lee Strobel,1,14682684.0,3000000,50.0,6.3,14682684.0,6.3,6.59365368
Whit Stillman,3,17985515.0,6430000,231.0,19.5,5995171.666666667,6.5,6.6199034333333335
Ralph Farquhar,1,11052713.0,3000000,37.0,6.4,11052713.0,6.4,6.62105426
Joe Gatto,1,10691091.0,3000000,39.0,5.8,10691091.0,5.8,6.0138218199999995
James Murray,1,10691091.0,3000000,39.0,5.8,10691091.0,5.8,6.0138218199999995
Blair Cobbs,1,10027047.0,3000000,46.0,5.7,10027047.0,5.7,5.90054094
Anthony Bodden,1,9639390.0,3000000,36.0,6.2,9639390.0,6.2,6.3927878
Nas,1,9639390.0,3000000,36.0,6.2,9639390.0,6.2,6.3927878
Hype Williams,1,9639390.0,3000000,36.0,6.2,9639390.0,6.2,6.3927878
Elisabeth Sanxay Holding,1,8823109.0,3000000,78.0,6.5,8823109.0,6.5,6.67646218
Scott McGehee,1,8823109.0,3000000,78.0,6.5,8823109.0,6.5,6.67646218
David Siegel,1,8823109.0,3000000,78.0,6.5,8823109.0,6.5,6.67646218
Julie Delpy,2,13935276.0,5000000,185.0,16.0,6967638.0,8.0,8.13935276
Ethan Hawke,2,13935276.0,5000000,185.0,16.0,6967638.0,8.0,8.13935276
Tim Kring,1,7888703.0,3000000,8.0,3.4,7888703.0,3.4,3.55777406
Sam Sorbo,1,7233471.0,3000000,nan,4.5,7233471.0,4.5,4.64466942
Nnegest Likké,1,7061128.0,3000000,36.0,3.3,7061128.0,3.3,3.44122256
Stan Foster,1,6879730.0,3000000,55.0,6.6,6879730.0,6.6,6.7375945999999995
Christine Swanson,1,6879730.0,3000000,55.0,6.6,6879730.0,6.6,6.7375945999999995
