Writer,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating,Average_Box_Office,Average_IMDB_Rating,Success_Metric
Louis Grenier,1,nan,6840000,61.0,6.0,nan,6.0,nan
Kim Nguyen,1,nan,6840000,61.0,6.0,nan,6.0,nan
Wajdi Mouawad,1,2071334.0,6800000,80.0,8.3,2071334.0,8.3,8.341426680000001
Valérie Beaugrand-Champagne,1,2071334.0,6800000,80.0,8.3,2071334.0,8.3,8.341426680000001
Zac Stanford,1,52597.0,6800000,41.0,6.9,52597.0,6.9,6.90105194
Arie Posin,2,402603.0,10800000,92.0,13.100000000000001,201301.5,6.550000000000001,6.554026030000001
Damian Nieman,1,25032.0,6800000,40.0,6.3,25032.0,6.3,6.30050064
Jimmy Chi,1,113568.0,6750000,54.0,6.2,113568.0,6.2,6.20227136
Kuckles,1,113568.0,6750000,54.0,6.2,113568.0,6.2,6.20227136
Patrick Duttoo Bin Amat,1,113568.0,6750000,54.0,6.2,113568.0,6.2,6.20227136
Cheryl Guerriero,1,nan,6713933,53.0,7.3,nan,7.3,nan
Gabriele Muccino,2,nan,9700000,nan,11.7,nan,5.85,nan
Heidrun Schleef,1,227986.0,6700000,53.0,6.4,227986.0,6.4,6.40455972
Mark O'Rowe,1,828.0,6600000,47.0,6.3,828.0,6.3,6.3000165599999995
Luis Valdez,1,54215416.0,6500000,65.0,6.9,54215416.0,6.9,7.98430832
Alan Alda,1,50427646.0,6500000,55.0,6.8,50427646.0,6.8,7.80855292
Justin Dec,1,25621766.0,6500000,31.0,5.4,25621766.0,5.4,5.91243532
Mark Twain,1,24103594.0,6500000,nan,6.2,24103594.0,6.2,6.6820718800000005
Meghan McCarthy,1,21885107.0,6500000,39.0,6.1,21885107.0,6.1,6.5377021399999995
Joe Ballarini,1,21885107.0,6500000,39.0,6.1,21885107.0,6.1,6.5377021399999995
Ron Hall,1,6423605.0,6500000,47.0,6.6,6423605.0,6.6,6.728472099999999
Denver Moore,1,6423605.0,6500000,47.0,6.6,6423605.0,6.6,6.728472099999999
Lynn Vincent,1,6423605.0,6500000,47.0,6.6,6423605.0,6.6,6.728472099999999
Caroline Link,1,6180200.0,6500000,72.0,7.5,6180200.0,7.5,7.623604
Stefanie Zweig,1,6180200.0,6500000,72.0,7.5,6180200.0,7.5,7.623604
J.J. Connolly,1,2339957.0,6500000,73.0,7.3,2339957.0,7.3,7.34679914
Zal Batmanglij,2,2709854.0,6635000,135.0,13.399999999999999,1354927.0,6.699999999999999,6.727098539999999
Brit Marling,3,4031048.0,6810000,201.0,20.299999999999997,1343682.6666666667,6.766666666666666,6.793540319999999
Hans Petter Moland,1,65090.0,6500000,78.0,7.1,65090.0,7.1,7.1013018
Kristin Amundsen,1,65090.0,6500000,78.0,7.1,65090.0,7.1,7.1013018
Lars Bill Lundholm,1,65090.0,6500000,78.0,7.1,65090.0,7.1,7.1013018
Nicolas van Pallandt,1,nan,6500000,nan,6.5,nan,6.5,nan
Gale Anne Hurd,1,38371200.0,6400000,84.0,8.1,38371200.0,8.1,8.867424
Bernd Lichtenberg,1,4064200.0,6400000,68.0,7.7,4064200.0,7.7,7.781284
Wolfgang Becker,1,4064200.0,6400000,68.0,7.7,4064200.0,7.7,7.781284
Achim von Borries,1,4064200.0,6400000,68.0,7.7,4064200.0,7.7,7.781284
Olivier Assayas,1,1305195.0,6400000,77.0,6.1,1305195.0,6.1,6.1261038999999995
Deborah Curtis,1,872252.0,6400000,78.0,7.6,872252.0,7.6,7.61744504
Matt Greenhalgh,2,2329500.0,8300000,145.0,14.7,1164750.0,7.35,7.373295
Michelle Ashford,1,nan,6300000,65.0,6.6,nan,6.6,nan
Ben Macintyre,1,nan,6300000,65.0,6.6,nan,6.6,nan
Sergey Chetverukhin,1,nan,6250000,nan,6.3,nan,6.3,nan
Danila Kozlovskiy,1,nan,6250000,nan,6.3,nan,6.3,nan
Andrey Zolotarev,1,nan,6250000,nan,6.3,nan,6.3,nan
Judith Guest,1,54766923.0,6200000,86.0,7.7,54766923.0,7.7,8.79533846
Nancy Dowd,1,54766923.0,6200000,86.0,7.7,54766923.0,7.7,8.79533846
Tyler Nilson,1,20457151.0,6200000,70.0,7.6,20457151.0,7.6,8.00914302
Michael Schwartz,1,20457151.0,6200000,70.0,7.6,20457151.0,7.6,8.00914302
Thommy Hutson (additional material),1,nan,6200000,nan,7.2,nan,7.2,nan
Christian Sellers,1,nan,6200000,nan,7.2,nan,7.2,nan
Gary Smart,1,nan,6200000,nan,7.2,nan,7.2,nan
Pablo Camaití,1,nan,6200000,nan,9.0,nan,9.0,nan
Brian Doyle-Murray,1,39918650.0,6000000,48.0,7.2,39918650.0,7.2,7.998373
Douglas Kenney,1,39918650.0,6000000,48.0,7.2,39918650.0,7.2,7.998373
R. Christopher Murphy,1,28714231.0,6000000,64.0,6.9,28714231.0,6.9,7.474284620000001
Gary Hardwick,3,46144000.0,14000000,nan,16.5,15381333.333333334,5.5,5.807626666666667
Todd Boyd,1,25059640.0,6000000,52.0,7.0,25059640.0,7.0,7.5011928
John Skipp,1,22168359.0,6000000,54.0,5.0,22168359.0,5.0,5.44336718
Craig Spector,1,22168359.0,6000000,54.0,5.0,22168359.0,5.0,5.44336718
Abby Johnson,1,19005109.0,6000000,10.0,5.5,19005109.0,5.5,5.88010218
Chuck Konzelman,4,113521016.0,14450000,70.0,20.4,28380254.0,5.1,5.6676050799999995
Cary Solomon,4,113521016.0,14450000,70.0,20.4,28380254.0,5.1,5.6676050799999995
Giles Foden,1,17606684.0,6000000,74.0,7.6,17606684.0,7.6,7.952133679999999
Brian Sieve,1,14837422.0,6000000,37.0,5.2,14837422.0,5.2,5.49674844
Perry Howze,1,12793213.0,6000000,60.0,6.3,12793213.0,6.3,6.55586426
Randy Howze,1,12793213.0,6000000,60.0,6.3,12793213.0,6.3,6.55586426
Peter Howitt,1,11841544.0,6000000,59.0,6.7,11841544.0,6.7,6.9368308800000005
Rusty Cundieff,2,31276566.0,11000000,nan,11.8,15638283.0,5.9,6.2127656600000005
Darin Scott,1,11837928.0,6000000,nan,6.5,11837928.0,6.5,6.73675856
Michael Jacobs,1,11642254.0,6000000,28.0,4.9,11642254.0,4.9,5.13284508
Lee Sternthal,1,11494838.0,6000000,37.0,7.0,11494838.0,7.0,7.22989676
David Williamson,2,16011162.0,9000000,130.0,14.5,8005581.0,7.25,7.41011162
C.J. Koch,1,10278575.0,6000000,65.0,7.1,10278575.0,7.1,7.305571499999999
Alan Bennett,2,12727834.0,9700000,144.0,13.5,6363917.0,6.75,6.87727834
Skip Hollandsworth,1,9206470.0,6000000,75.0,6.8,9206470.0,6.8,6.9841294
Michael Kennedy,1,9030855.0,6000000,67.0,6.3,9030855.0,6.3,6.4806171
Steven Naifeh,1,8598593.0,6000000,77.0,7.0,8598593.0,7.0,7.17197186
Gregory White Smith,1,8598593.0,6000000,77.0,7.0,8598593.0,7.0,7.17197186
Shana Larsen,1,6852450.0,6000000,33.0,5.9,6852450.0,5.9,6.0370490000000006
Raymond De Felitta,1,6671036.0,6000000,66.0,7.4,6671036.0,7.4,7.5334207200000005
Richard Friedenberg,1,6216897.0,6000000,39.0,5.8,6216897.0,5.8,5.92433794
Eva Maria Peters,1,5909483.0,6000000,52.0,5.5,5909483.0,5.5,5.61818966
John Michael McDonagh,1,5360274.0,6000000,78.0,7.3,5360274.0,7.3,7.40720548
Dan Callahan,1,4694636.0,6000000,15.0,4.5,4694636.0,4.5,4.59389272
Adam Ellison,1,4694636.0,6000000,15.0,4.5,4694636.0,4.5,4.59389272
Jim Cartwright,1,4611784.0,6000000,68.0,7.0,4611784.0,7.0,7.09223568
Mark Herman,1,4611784.0,6000000,68.0,7.0,4611784.0,7.0,7.09223568
Zach Cregger,2,45386264.0,10500000,85.0,12.0,22693132.0,6.0,6.45386264
Trevor Moore,1,4543320.0,6000000,7.0,5.0,4543320.0,5.0,5.0908664
Dennis Haggerty,1,4543320.0,6000000,7.0,5.0,4543320.0,5.0,5.0908664
Judith Roberts,1,4398989.0,6000000,27.0,5.2,4398989.0,5.2,5.287979780000001
Adam J. Braff,1,3591299.0,6000000,43.0,6.6,3591299.0,6.6,6.6718259799999995
Zach Braff,2,30373615.0,8500000,110.0,14.0,15186807.5,7.0,7.30373615
Evgenia Peretz,2,28261013.0,11000000,127.0,13.0,14130506.5,6.5,6.78261013
Hanif Kureishi,2,5798956.0,6400000,157.0,13.899999999999999,2899478.0,6.949999999999999,7.0079895599999995
Diane Ruggiero-Wright,1,3322127.0,6000000,62.0,6.7,3322127.0,6.7,6.76644254
Luis Esteban,1,3283371.0,6000000,nan,6.5,3283371.0,6.5,6.56566742
John Cameron Mitchell,2,5098467.0,8000000,149.0,14.100000000000001,2549233.5,7.050000000000001,7.100984670000001
Stephen Trask,1,3082286.0,6000000,85.0,7.7,3082286.0,7.7,7.76164572
Florian Zeller,1,2122771.0,6000000,88.0,8.2,2122771.0,8.2,8.242455419999999
Paul Felopulos,1,2036682.0,6000000,45.0,5.8,2036682.0,5.8,5.84073364
David Atkins,1,2036682.0,6000000,45.0,5.8,2036682.0,5.8,5.84073364
Jacques Davidts,1,nan,6000000,63.0,7.2,nan,7.2,nan
Eric Leca,1,nan,6000000,63.0,7.2,nan,7.2,nan
Michael Ray,1,1348205.0,6000000,42.0,6.1,1348205.0,6.1,6.1269640999999995
Panos Cosmatos,2,1290185.0,7100000,131.0,12.4,645092.5,6.2,6.212901850000001
Aaron Stewart-Ahn,1,1233694.0,6000000,82.0,6.5,1233694.0,6.5,6.52467388
Casper Kelly,1,1233694.0,6000000,82.0,6.5,1233694.0,6.5,6.52467388
Patrick Stettner,2,8867313.0,10000000,118.0,12.2,4433656.5,6.1,6.18867313
Andre Norton,2,14925853.0,11000000,nan,10.3,7462926.5,5.15,5.29925853
Paul Pepperman,2,14925853.0,11000000,nan,10.3,7462926.5,5.15,5.29925853
Don Coscarelli,4,23447887.0,15000000,nan,23.6,5861971.75,5.9,6.0172394350000005
Rick Bieber,1,408159.0,6000000,nan,5.6,408159.0,5.6,5.60816318
Liana Dognini,1,267907.0,6000000,78.0,6.7,267907.0,6.7,6.70535814
Alan Warner,1,267907.0,6000000,78.0,6.7,267907.0,6.7,6.70535814
Caroline Eliacheff,1,182163.0,6000000,67.0,6.4,182163.0,6.4,6.40364326
Louise L. Lambrichs,1,182163.0,6000000,67.0,6.4,182163.0,6.4,6.40364326
Joey Lauren Adams,1,119452.0,6000000,64.0,6.2,119452.0,6.2,6.20238904
Uzodinma Iweala,1,90777.0,6000000,79.0,7.7,90777.0,7.7,7.70181554
S.R. Bindler,1,52132.0,6000000,16.0,4.6,52132.0,4.6,4.601042639999999
Mark Gustawes,1,52132.0,6000000,16.0,4.6,52132.0,4.6,4.601042639999999
George R. Mays,1,52132.0,6000000,16.0,4.6,52132.0,4.6,4.601042639999999
Kate Barker-Froyland,1,32251.0,6000000,48.0,5.8,32251.0,5.8,5.80064502
Tony Kaye,1,25317.0,6000000,83.0,8.2,25317.0,8.2,8.200506339999999
Jake Goldberger,1,13722.0,6000000,50.0,5.8,13722.0,5.8,5.80027444
Khaled Amara,1,nan,6000000,nan,6.1,nan,6.1,nan
Tarek Boudali,2,nan,9400000,nan,12.8,nan,6.4,nan
Pierre Dudan,1,nan,6000000,nan,6.1,nan,6.1,nan
Aleksandr Muromtsev,1,nan,6000000,nan,3.2,nan,3.2,nan
Joe Camp,2,nan,6500000,106.0,12.6,nan,6.3,nan
Greg Marcks,1,nan,6000000,65.0,7.1,nan,7.1,nan
Bryan Fogel,1,nan,6000000,68.0,7.9,nan,7.9,nan
Mark Monroe,2,nan,7000000,135.0,15.2,nan,7.6,nan
Jon Bertain,1,nan,6000000,68.0,7.9,nan,7.9,nan
Stan Rogow,1,nan,6000000,nan,5.6,nan,5.6,nan
Catherine Spear,1,nan,6000000,52.0,7.1,nan,7.1,nan
Dennis Foon,1,nan,6000000,52.0,7.1,nan,7.1,nan
Charles Matthau,1,nan,6000000,nan,5.7,nan,5.7,nan
Martin Koolhoven,1,543100.0,5800000,66.0,7.0,543100.0,7.0,7.010862
Paul Jan Nelissen,1,543100.0,5800000,66.0,7.0,543100.0,7.0,7.010862
Jan Terlouw,1,543100.0,5800000,66.0,7.0,543100.0,7.0,7.010862
Christopher M. Bessette,1,15091.0,5800000,29.0,5.3,15091.0,5.3,5.30030182
Charlotte Kirk,1,nan,5800000,41.0,4.6,nan,4.6,nan
Paul Simpkin,1,72482.0,5700000,nan,6.2,72482.0,6.2,6.20144964
Gary Sinyor,1,72482.0,5700000,nan,6.2,72482.0,6.2,6.20144964
Stephen Deitch,1,72482.0,5700000,nan,6.2,72482.0,6.2,6.20144964
Joost Schrickx,1,nan,5700000,nan,nan,nan,nan,nan
Iain Morris,1,36000.0,5700000,44.0,6.7,36000.0,6.7,6.7007200000000005
Damon Beesley,1,36000.0,5700000,44.0,6.7,36000.0,6.7,6.7007200000000005
Roy Jacobsen,1,30638.0,5700000,61.0,6.0,30638.0,6.0,6.00061276
Matthew Read,1,30638.0,5700000,61.0,6.0,30638.0,6.0,6.00061276
Guljit Bindra,1,32543449.0,5600000,66.0,6.7,32543449.0,6.7,7.35086898
Kushal Ved Bakshi,1,379466.0,5600000,nan,4.3,379466.0,4.3,4.30758932
Bunty Rathore,1,379466.0,5600000,nan,4.3,379466.0,4.3,4.30758932
Himesh Reshammiya,1,379466.0,5600000,nan,4.3,379466.0,4.3,4.30758932
Marco Romano,1,nan,5600000,nan,3.7,nan,3.7,nan
Colin Welland,1,58972904.0,5500000,78.0,7.1,58972904.0,7.1,8.27945808
Joseph Gordon-Levitt,1,24477704.0,5500000,66.0,6.5,24477704.0,6.5,6.98955408
Max Botkin,1,17857020.0,5500000,31.0,3.9,17857020.0,3.9,4.2571404
Seth M. Sherwood,1,11107431.0,5500000,26.0,5.5,11107431.0,5.5,5.72214862
Blair Butler,1,11107431.0,5500000,26.0,5.5,11107431.0,5.5,5.72214862
Steve Galluccio,1,6253026.0,5500000,41.0,6.7,6253026.0,6.7,6.82506052
DK Welchman,1,6735118.0,5500000,62.0,7.8,6735118.0,7.8,7.93470236
Hugh Welchman,1,6735118.0,5500000,62.0,7.8,6735118.0,7.8,7.93470236
Jacek Dehnel,1,6735118.0,5500000,62.0,7.8,6735118.0,7.8,7.93470236
Daniel Clowes,2,6871800.0,10700000,139.0,13.1,3435900.0,6.55,6.618717999999999
Terry Zwigoff,1,6217849.0,5500000,90.0,7.3,6217849.0,7.3,7.42435698
John Bayley,1,5594617.0,5500000,76.0,7.0,5594617.0,7.0,7.11189234
Charles Wood,1,5594617.0,5500000,76.0,7.0,5594617.0,7.0,7.11189234
William Sachs,1,nan,5500000,nan,3.6,nan,3.6,nan
James Cox,1,1060512.0,5500000,43.0,6.5,1060512.0,6.5,6.52121024
Todd Samovitz,1,1060512.0,5500000,43.0,6.5,1060512.0,6.5,6.52121024
Aki Kaurismäki,1,611709.0,5500000,82.0,7.2,611709.0,7.2,7.21223418
Shaun Grant,1,28660.0,5500000,70.0,6.3,28660.0,6.3,6.3005732
Melanie Joosten,1,28660.0,5500000,70.0,6.3,28660.0,6.3,6.3005732
Cate Shortland,1,28660.0,5500000,70.0,6.3,28660.0,6.3,6.3005732
Douglas Stone,1,28468.0,5500000,35.0,5.3,28468.0,5.3,5.30056936
George Ratliff,1,28468.0,5500000,35.0,5.3,28468.0,5.3,5.30056936
Hitoshi Matsumoto,1,24956.0,5500000,57.0,5.9,24956.0,5.9,5.90049912
Mitsuyoshi Takasu,1,24956.0,5500000,57.0,5.9,24956.0,5.9,5.90049912
Tomoji Hasegawa,1,24956.0,5500000,57.0,5.9,24956.0,5.9,5.90049912
August Strindberg,1,nan,5500000,56.0,5.5,nan,5.5,nan
Liv Ullmann,1,nan,5500000,56.0,5.5,nan,5.5,nan
Emma Jane Unsworth,1,nan,5500000,65.0,6.1,nan,6.1,nan
Angeli Macfarlane,1,nan,5500000,65.0,6.1,nan,6.1,nan
Abraham Marder,1,nan,5400000,82.0,7.7,nan,7.7,nan
Renzil D'Silva,1,2197694.0,5300000,nan,8.1,2197694.0,8.1,8.14395388
Prasoon Joshi,1,2197694.0,5300000,nan,8.1,2197694.0,8.1,8.14395388
Rakeysh Omprakash Mehra,1,2197694.0,5300000,nan,8.1,2197694.0,8.1,8.14395388
Kevin Lehane,1,nan,5300000,62.0,6.3,nan,6.3,nan
Robyn Slovo,1,19478.0,5250000,65.0,7.6,19478.0,7.6,7.60038956
Paul Fraser,2,25886.0,6375000,117.0,15.2,12943.0,7.6,7.600258859999999
Shane Meadows,3,355265.0,8755000,203.0,22.9,118421.66666666667,7.633333333333333,7.635701766666666
Mike Carey,1,nan,5250000,67.0,6.6,nan,6.6,nan
Michael McGowan,1,489389.0,5200000,51.0,7.4,489389.0,7.4,7.40978778
Charudutt Acharya,1,564489.0,5200000,nan,6.2,564489.0,6.2,6.21128978
Purva Naresh,1,564489.0,5200000,nan,6.2,564489.0,6.2,6.21128978
Shridhar Raghavan,1,564489.0,5200000,nan,6.2,564489.0,6.2,6.21128978
Oren Peli,6,316422185.0,21450000,nan,31.0,52737030.833333336,5.166666666666667,6.221407283333334
Darren Lynn Bousman,1,87039965.0,5000000,40.0,6.6,87039965.0,6.6,8.3407993
David F. Sandberg,1,67268835.0,5000000,58.0,6.3,67268835.0,6.3,7.6453767
Chad Feehan,1,53885000.0,5000000,40.0,4.6,53885000.0,4.6,5.6777
Scotty Landes,1,45896028.0,5000000,53.0,5.6,45896028.0,5.6,6.517920559999999
Bruce Wagner,1,44793222.0,5000000,49.0,6.6,44793222.0,6.6,7.49586444
Emily V. Gordon,1,42873127.0,5000000,86.0,7.5,42873127.0,7.5,8.35746254
Kumail Nanjiani,1,42873127.0,5000000,86.0,7.5,42873127.0,7.5,8.35746254
Rachel Talalay,1,34872033.0,5000000,39.0,4.7,34872033.0,4.7,5.39744066
Alex Kendrick,6,nan,10620000,nan,39.4,nan,6.566666666666666,nan
Stephen Kendrick,7,nan,14620000,nan,44.5,nan,6.357142857142857,nan
Jeff Seidman,1,27695246.0,5000000,61.0,6.5,27695246.0,6.5,7.05390492
Christopher De Vore,1,26010864.0,5000000,78.0,8.2,26010864.0,8.2,8.72021728
Eric Bergren,1,26010864.0,5000000,78.0,8.2,26010864.0,8.2,8.72021728
Luke Dawson,1,25801570.0,5000000,31.0,5.2,25801570.0,5.2,5.7160314
Jesse Peretz,2,24859071.0,5300000,nan,11.9,12429535.5,5.95,6.19859071
David Schisgall,1,24816118.0,5000000,60.0,6.4,24816118.0,6.4,6.89632236
Robert Duvall,1,19868354.0,5000000,83.0,7.2,19868354.0,7.2,7.59736708
A.B. 'Banjo' Paterson,1,20659423.0,5000000,63.0,7.2,20659423.0,7.2,7.61318846
John Dixon,1,20659423.0,5000000,63.0,7.2,20659423.0,7.2,7.61318846
Cul Cullen,1,20659423.0,5000000,63.0,7.2,20659423.0,7.2,7.61318846
Reginald Hudlin,1,19438638.0,5000000,nan,5.3,19438638.0,5.3,5.68877276
Daryl G. Nickens,1,19438638.0,5000000,nan,5.3,19438638.0,5.3,5.68877276
Ken Scarborough,1,19440089.0,5000000,nan,4.9,19440089.0,4.9,5.28880178
Jim Jinkins,1,19440089.0,5000000,nan,4.9,19440089.0,4.9,5.28880178
Joe Aaron,1,19440089.0,5000000,nan,4.9,19440089.0,4.9,5.28880178
Christina Crawford,1,19032261.0,5000000,55.0,6.6,19032261.0,6.6,6.9806452199999995
Frank Yablans,1,19032261.0,5000000,55.0,6.6,19032261.0,6.6,6.9806452199999995
Frank Perry,1,19032261.0,5000000,55.0,6.6,19032261.0,6.6,6.9806452199999995
Richard Glatzer,1,18754371.0,5000000,72.0,7.5,18754371.0,7.5,7.87508742
Wash Westmoreland,1,18754371.0,5000000,72.0,7.5,18754371.0,7.5,7.87508742
Lisa Genova,1,18754371.0,5000000,72.0,7.5,18754371.0,7.5,7.87508742
Dhani Lipsius,1,17768757.0,5000000,34.0,5.8,17768757.0,5.8,6.155375139999999
Larry Rattner,1,17768757.0,5000000,34.0,5.8,17768757.0,5.8,6.155375139999999
Benjamin Ruffner,1,17768757.0,5000000,34.0,5.8,17768757.0,5.8,6.155375139999999
Brian Miller,1,17687709.0,5000000,24.0,5.2,17687709.0,5.2,5.55375418
Terence Berden,1,17560475.0,5000000,52.0,6.6,17560475.0,6.6,6.9512095
Andrew Hyatt,2,nan,5250000,nan,10.899999999999999,nan,5.449999999999999,nan
Christina Welsh,1,17390770.0,5000000,32.0,5.0,17390770.0,5.0,5.3478154
Ernie Barbarash,1,17390770.0,5000000,32.0,5.0,17390770.0,5.0,5.3478154
Zane,1,17390770.0,5000000,32.0,5.0,17390770.0,5.0,5.3478154
Rob Hayes,1,15347654.0,5000000,64.0,5.5,15347654.0,5.5,5.8069530799999995
Daniel Farrands,2,nan,7800000,nan,12.7,nan,6.35,nan
Paul Sylbert,1,14905359.0,5000000,56.0,6.3,14905359.0,6.3,6.5981071799999995
Harmony Korine,3,25039100.0,11500000,181.0,17.8,8346366.666666667,5.933333333333334,6.100260666666667
Trey Edward Shults,2,14129939.0,5030000,164.0,13.3,7064969.5,6.65,6.791299390000001
John Travis,1,13559812.0,5000000,28.0,3.9,13559812.0,3.9,4.1711962399999996
Rebecca Sonnenshine,1,13559812.0,5000000,28.0,3.9,13559812.0,3.9,4.1711962399999996
Lauren Oliver,1,12241122.0,5000000,58.0,6.4,12241122.0,6.4,6.64482244
B.J. Nelson,1,12232628.0,5000000,65.0,6.3,12232628.0,6.3,6.544652559999999
H. Kaye Dyal,1,12232628.0,5000000,65.0,6.3,12232628.0,6.3,6.544652559999999
Megan Holley,1,12062558.0,5000000,61.0,6.8,12062558.0,6.8,7.04125116
Rick Alvarez,3,69058109.0,11500000,65.0,13.2,23019369.666666668,4.3999999999999995,4.860387393333333
Brian Bird,4,28227117.0,12200000,166.0,23.5,7056779.25,5.875,6.016135585
T.D. Jakes,2,17452472.0,8000000,98.0,12.7,8726236.0,6.35,6.52452472
Andrea Gyertson Nasfell,2,12733499.0,7000000,61.0,11.6,6366749.5,5.8,5.927334989999999
Joe Tiboni,1,10179275.0,5000000,75.0,7.1,10179275.0,7.1,7.3035855
Brandon Broussard,1,9669521.0,5000000,41.0,4.9,9669521.0,4.9,5.09339042
Dana Verde,1,9669521.0,5000000,41.0,4.9,9669521.0,4.9,5.09339042
Akiyoshi Hongo,1,9631153.0,5000000,20.0,6.0,9631153.0,6.0,6.19262306
Jeff Nimoy,1,9631153.0,5000000,20.0,6.0,9631153.0,6.0,6.19262306
Bob Buchholz,1,9631153.0,5000000,20.0,6.0,9631153.0,6.0,6.19262306
Brian Dannelly,1,8940582.0,5000000,62.0,6.7,8940582.0,6.7,6.87881164
Michael Urban,1,8940582.0,5000000,62.0,6.7,8940582.0,6.7,6.87881164
'Weird Al' Yankovic,1,6157157.0,5000000,32.0,6.9,6157157.0,6.9,7.02314314
Jay Levey,1,6157157.0,5000000,32.0,6.9,6157157.0,6.9,7.02314314
Charles Holloway,1,6157157.0,5000000,32.0,6.9,6157157.0,6.9,7.02314314
Ronan Chapalain,1,6096582.0,5000000,nan,6.6,6096582.0,6.6,6.721931639999999
Richard Dowlearn,1,6096582.0,5000000,nan,6.6,6096582.0,6.6,6.721931639999999
Pascal Vuong,1,6096582.0,5000000,nan,6.6,6096582.0,6.6,6.721931639999999
Barry Wernick,1,6090172.0,5000000,33.0,6.9,6090172.0,6.9,7.02180344
Matt Ross,1,5879835.0,5000000,72.0,7.8,5879835.0,7.8,7.9175967
Nathan Parker,1,5010163.0,5000000,67.0,7.8,5010163.0,7.8,7.90020326
Janicza Bravo,1,4844399.0,5000000,76.0,6.5,4844399.0,6.5,6.59688798
Jeremy O. Harris,1,4844399.0,5000000,76.0,6.5,4844399.0,6.5,6.59688798
A'Ziah King,1,4844399.0,5000000,76.0,6.5,4844399.0,6.5,6.59688798
Don Piper,1,4842699.0,5000000,28.0,4.9,4842699.0,4.9,4.99685398
Cecil Murphey,1,4842699.0,5000000,28.0,4.9,4842699.0,4.9,4.99685398
Ronnie Christensen,1,4799774.0,5000000,30.0,5.3,4799774.0,5.3,5.39599548
Martin Davidson,1,4786789.0,5000000,51.0,6.9,4786789.0,6.9,6.99573578
Arlene Davidson,1,4786789.0,5000000,51.0,6.9,4786789.0,6.9,6.99573578
P.F. Kluge,2,5323297.0,10000000,nan,13.100000000000001,2661648.5,6.550000000000001,6.6032329700000005
Mark Zakarin,1,4339241.0,5000000,57.0,5.4,4339241.0,5.4,5.4867848200000005
Russell Banks,1,3263585.0,5000000,91.0,7.5,3263585.0,7.5,7.5652717
Jody Savin,1,4078607.0,5000000,56.0,6.8,4078607.0,6.8,6.881572139999999
Randall Miller,1,4078607.0,5000000,56.0,6.8,4078607.0,6.8,6.881572139999999
Ross Schwartz,1,4078607.0,5000000,56.0,6.8,4078607.0,6.8,6.881572139999999
Israel Horovitz,1,4013786.0,5000000,52.0,6.4,4013786.0,6.4,6.480275720000001
Jerry Belson,1,3792188.0,5000000,nan,6.0,3792188.0,6.0,6.07584376
Jessica Bruder,1,3700000.0,5000000,91.0,7.3,3700000.0,7.3,7.374
Jeffrey Blitz,1,3614896.0,5000000,40.0,5.8,3614896.0,5.8,5.872297919999999
Jeremy Saulnier,2,3478755.0,5420000,157.0,14.1,1739377.5,7.05,7.08478755
Cory Finley,1,3072605.0,5000000,75.0,6.6,3072605.0,6.6,6.6614521
Dan Rush,1,2711643.0,5000000,65.0,6.4,2711643.0,6.4,6.45423286
Gary Webb,1,2450846.0,5000000,60.0,6.9,2450846.0,6.9,6.94901692
Nick Schou,1,2450846.0,5000000,60.0,6.9,2450846.0,6.9,6.94901692
Ryan Landels,1,2184640.0,5000000,42.0,4.2,2184640.0,4.2,4.2436928
William Carlos Williams,1,2152738.0,5000000,90.0,7.3,2152738.0,7.3,7.34305476
Ron Padgett,1,2152738.0,5000000,90.0,7.3,2152738.0,7.3,7.34305476
William Wharton,1,1526697.0,5000000,nan,7.1,1526697.0,7.1,7.130533939999999
Keith Gordon,1,1526697.0,5000000,nan,7.1,1526697.0,7.1,7.130533939999999
Nanette Burstein,1,942441.0,5000000,66.0,6.4,942441.0,6.4,6.41884882
James Manera,1,846704.0,5000000,9.0,4.3,846704.0,4.3,4.31693408
Harmon Kaslow,1,846704.0,5000000,9.0,4.3,846704.0,4.3,4.31693408
John Aglialoro,1,846704.0,5000000,9.0,4.3,846704.0,4.3,4.31693408
Fenton Bailey,2,1434778.0,7000000,100.0,12.9,717389.0,6.45,6.46434778
Randy Barbato,2,1434778.0,7000000,100.0,12.9,717389.0,6.45,6.46434778
James St. James,1,742898.0,5000000,36.0,6.2,742898.0,6.2,6.21485796
Charles Zev Cohen,1,536508.0,5000000,nan,6.2,536508.0,6.2,6.21073016
Rick Doehring,1,536508.0,5000000,nan,6.2,536508.0,6.2,6.21073016
Sarah Bird,1,418689.0,5000000,48.0,5.5,418689.0,5.5,5.50837378
Billy Kent,1,418689.0,5000000,48.0,5.5,418689.0,5.5,5.50837378
Adam Wierzbianski,1,418689.0,5000000,48.0,5.5,418689.0,5.5,5.50837378
Christian Forte,1,339379.0,5000000,48.0,6.1,339379.0,6.1,6.10678758
Adrian C. Louis,1,249204.0,5000000,57.0,7.0,249204.0,7.0,7.00498408
Jennifer D. Lyne,1,249204.0,5000000,57.0,7.0,249204.0,7.0,7.00498408
Feroz Abbas Khan,1,242967.0,5000000,57.0,7.3,242967.0,7.3,7.30485934
Chandulal Dalal,1,242967.0,5000000,57.0,7.3,242967.0,7.3,7.30485934
Neelamben Parikh,1,242967.0,5000000,57.0,7.3,242967.0,7.3,7.30485934
