tconst,averagerating,numvotes
tt1719671,7.0,35
tt1719676,4.8,25
tt1719680,3.0,163
tt1719688,6.9,29
tt1719697,7.2,14
tt1719715,4.9,8
tt1719726,6.9,15
tt1720032,6.7,16
tt1720035,6.0,1276
tt17200376,6.1,565
tt1720038,5.1,326
tt1720040,6.9,90
tt1720044,6.5,1866
tt1720046,5.8,369
tt1720047,7.7,1358
tt1720066,4.8,16
tt1720073,7.7,364
tt1720074,7.0,12
tt1720081,4.1,18
tt1720101,5.0,8
tt1720114,6.8,1477
tt17201166,5.7,1647
tt1720130,8.6,121
tt1720154,5.4,53
tt1720161,7.1,22
tt1720163,4.2,43
tt1720164,4.4,1141
tt1720170,8.2,25
tt1720172,4.4,1730
tt1720182,6.6,7823
tt1720183,6.9,119
tt1720189,2.6,516
tt1720197,7.8,12
tt1720198,3.9,310
tt1720209,5.6,9
tt1720211,8.0,13
tt1720215,6.0,413
tt17202164,5.2,2594
tt1720220,7.8,11
tt1720223,3.8,462
tt17202326,4.6,2816
tt1720254,4.8,6184
tt1720258,6.8,69
tt1720259,8.0,10
tt1720263,6.4,859
tt1720267,3.6,230
tt1720275,7.3,69
tt1720278,7.4,24
tt1720280,6.2,88
tt1720281,7.0,7
tt1720287,7.2,31
tt1720290,5.7,122
tt1720293,6.4,63
tt1720297,4.5,34
tt17203464,5.9,8
tt1720616,6.1,42919
tt1720621,5.7,1781
tt1720862,5.8,80
tt1720905,6.4,790
tt1720942,5.1,82
tt1720949,7.9,73
tt1720959,3.6,206
tt1721028,5.8,181
tt1721033,6.0,12
tt1721041,6.2,13
tt1721051,6.5,16
tt1721052,6.2,30
tt1721055,5.1,639
tt1721073,7.6,7
tt1721126,4.2,29
tt1721131,6.4,19
tt1721136,5.2,11
tt17212540,6.6,17
tt1721464,6.6,14
tt1721478,6.3,411
tt1721491,3.2,756
tt1721493,3.6,185
tt1721494,5.8,522
tt1721503,8.9,22
tt1721672,4.1,382
tt1721674,8.3,129
tt1721675,5.8,37
tt1721677,7.7,2381
tt1721680,7.8,20
tt1721685,6.9,201
tt1721688,5.5,18
tt1721691,7.0,66
tt1721692,3.2,203
tt1721693,7.8,554
tt17219312,8.5,15
tt17219484,5.0,5229
tt17219636,5.2,122
tt17220042,7.7,11
tt17220372,8.3,11
tt17220704,6.7,16372
tt17220852,5.0,9
tt17220968,7.4,20
tt17221000,7.0,21
tt17221298,4.4,2834
tt17222924,6.1,103
tt1722425,7.3,726
tt1722426,3.2,1656
tt1722427,7.5,39
tt1722440,7.0,276
tt1722441,5.0,224
tt1722450,7.3,4860
tt1722454,7.0,33
tt1722459,5.1,444
tt1722462,8.6,7
tt1722476,6.9,836
tt1722484,6.1,936
tt1722495,6.0,9
tt1722498,8.4,84
tt1722513,5.6,707
tt1722514,7.4,149
tt1722515,6.1,1121
tt1722516,5.4,174
tt1722517,5.7,54
tt1722519,9.2,12
tt1722540,6.4,6
tt1722560,4.1,230
tt1722573,5.5,7
tt1722587,7.8,31
tt1722590,5.9,80
tt1722612,5.7,15
tt1722615,6.1,159
tt1722620,6.6,47
tt1722631,5.9,44
tt1722632,6.0,73
tt1722634,4.2,50
tt1722639,6.5,134
tt1723004,7.9,85
tt1723012,6.2,170
tt1723025,6.5,9
tt1723047,5.0,1393
tt1723048,7.0,10
tt1723049,7.4,11
tt1723067,5.1,12
tt1723108,4.2,43
tt1723112,7.1,521
tt1723115,6.2,33
tt1723118,7.4,1502
tt1723120,6.1,1212
tt1723121,7.0,476530
tt1723122,4.3,7615
tt1723123,3.2,420
tt1723124,5.3,5538
tt1723125,7.3,9
tt1723126,7.5,2010
tt1723127,6.7,74
tt1723128,7.9,122
tt1723129,3.0,306
tt17235774,8.0,48
tt1723596,7.4,1085
tt1723602,7.5,67
tt1723635,6.3,26
tt1723640,5.9,18
tt1723642,5.5,4168
tt1723645,7.5,43
tt1723655,5.6,24
tt1723659,6.3,964
tt1723732,8.5,8
tt1723741,7.7,23
tt1723749,6.5,18
tt1723750,7.2,17
tt1723756,7.3,18
tt1723779,5.2,39
tt1723780,7.6,11
tt1723782,5.8,119
tt1723793,8.1,19
tt1723796,3.1,7
tt1723798,3.5,49
tt1723799,3.0,150
tt1723804,7.1,10
tt1723805,5.9,275
tt1723807,6.3,200
tt1723811,7.2,203235
tt1724553,6.2,257
tt1724554,4.9,844
tt1724556,9.2,13
tt1724559,5.4,11
tt1724561,6.4,74
tt1724597,6.4,2519
tt1724962,6.7,7130
tt1724965,4.5,1381
tt1724966,6.1,31
tt1724969,7.2,24
tt1724970,5.3,23050
tt1724975,8.9,42
tt1724980,6.3,35
tt1724987,7.8,9
tt1725014,5.2,75
tt17250160,4.3,1065
tt1725021,7.4,60
tt1725023,6.6,70
tt1725029,7.5,12
tt1725041,7.8,25
tt1725042,8.9,60
tt1725047,2.9,43580
tt1725050,3.6,116
tt1725057,6.4,405
tt1725065,5.9,153
tt1725073,5.5,1134
tt1725081,6.8,367
tt1725104,5.6,20
tt1725109,6.4,30
tt1725124,8.0,98
tt1725131,5.7,20
tt1725157,6.9,15
tt1725620,3.8,61
tt1725657,6.4,9
tt1725795,6.6,13055
tt1725798,3.1,99
tt1725803,6.2,409
tt1725805,3.9,124
tt1725807,5.5,55
tt1725809,5.8,75
tt1725824,7.9,23
tt1725826,7.2,19
tt1725835,9.0,11
tt1725865,5.1,15
tt1725867,7.0,16
tt1725871,6.6,10
tt1725885,3.5,127
tt1725891,9.0,13
tt1725895,6.3,29
tt1725957,7.1,22
tt1725965,5.7,31
tt1725969,7.7,3818
tt1725986,5.7,15668
tt1725993,5.6,244
tt1725995,7.5,3094
tt1726076,4.1,12
tt1726252,6.1,6836
tt1726286,6.7,643
tt1726583,4.1,74
tt1726589,5.6,8156
tt1726592,6.3,82883
tt1726600,2.4,13
tt1726641,7.4,209
tt1726661,5.2,583
tt1726665,5.6,9
tt1726669,6.7,81980
tt1726686,5.8,63
tt1726707,8.1,51
tt1726727,6.8,24
tt1726738,6.2,2454
tt1726741,6.3,16
tt1726749,6.5,756
tt1726750,8.2,13
tt1726754,2.6,14
tt1726757,6.9,12
tt1726758,3.8,102
tt1726775,7.4,10
tt1726779,7.8,23
tt1726796,6.5,110
tt1726846,7.0,66
tt1726861,6.6,5786
tt1726870,5.6,9
tt1726871,6.3,403
tt1726880,5.2,141
tt1726883,6.0,45
tt1726888,7.0,2648
tt1726889,5.6,1778
tt1727250,5.1,103
tt1727252,5.6,4764
tt1727253,5.4,80
tt1727254,4.2,281
tt1727258,3.1,1584
tt1727261,5.8,3297
tt1727279,4.5,23
tt1727300,6.2,1314
tt1727307,4.0,63
tt1727354,7.6,13
tt1727357,7.4,240
tt1727358,5.3,7419
tt1727360,5.0,2982
tt1727362,5.6,857
tt1727364,5.2,23
tt1727373,4.4,587
tt1727375,6.7,40
tt1727381,5.7,311
tt1727388,7.4,155155
tt1727390,5.3,96
tt1727393,5.5,18
tt1727396,6.4,442
tt17274522,8.3,2769
tt1727479,7.3,42
tt1727486,7.7,14
tt1727491,5.7,351
tt1727496,5.9,4129
tt1727497,6.3,1639
tt17274996,9.2,30
tt1727506,4.7,721
tt1727516,5.7,7664
tt1727519,4.1,575
tt1727523,5.4,2056
tt1727526,5.0,122
tt1727528,4.4,21
tt1727532,7.7,882
tt1727535,6.5,3046
tt1727545,8.2,12
tt1727550,5.6,10
tt1727555,4.8,20
tt1727564,6.2,1578
tt17275932,4.3,50
tt17275958,5.7,397
tt1727596,7.6,282
tt17277414,6.7,7405
tt1727770,6.0,46760
tt1727775,4.6,23
tt1727776,6.3,53699
tt1727782,4.4,497
tt1727787,4.7,196
tt1727790,7.7,1877
tt1727792,6.0,14
tt1727795,5.3,236
tt1727800,4.6,990
tt17278028,6.4,9
tt1727806,8.9,115
tt1727812,6.6,96
tt17278128,5.6,21
tt17278146,8.4,61
tt17278158,7.8,78
tt1727816,5.6,2286
tt1727823,7.5,12
tt1727824,7.9,573382
tt1727825,7.2,872
tt1727831,5.6,11
tt1727840,7.3,9
tt1727849,7.3,8
tt17278510,7.0,1062
tt1727854,7.8,79
tt17278562,4.2,5
tt1727860,6.3,33
tt1727875,7.5,34
tt1727885,4.0,2875
tt17278894,5.8,10
tt17279250,7.5,11
tt17279488,6.4,85
tt17279714,8.5,11
tt17280362,5.5,357
tt1728118,4.5,13
tt1728125,7.0,124
tt1728126,5.6,36
tt1728130,6.3,972
tt1728142,7.2,7
tt1728174,6.3,862
tt1728175,5.1,33
tt1728179,5.1,5274
tt1728196,7.3,8976
tt1728197,6.7,31
tt1728200,5.9,63
tt1728216,8.3,37
tt1728217,4.7,942
tt1728218,4.5,378
tt1728236,5.6,143
tt1728239,3.9,4428
tt1728240,6.8,74
tt1728242,6.2,35
tt17282434,8.4,51
tt1728245,2.7,1227
tt1728247,5.9,20
tt1728248,4.5,195
tt17284564,7.3,95
tt1728598,8.1,15
tt1728599,6.1,135
tt1728616,4.5,175
tt1728620,7.2,2312
tt1728632,5.7,22
tt1728640,7.1,9
tt1728655,5.9,140
tt1728667,8.0,16
tt1728681,5.9,46
tt1728686,6.1,249
tt1728971,6.4,25
tt1728973,3.6,5051
tt1728975,5.3,6959
tt1728976,3.1,1945
tt1728978,5.5,1578
tt1728979,3.4,1215
tt1728981,6.6,82
tt1728983,6.7,82
tt1728986,5.6,9619
tt17291716,5.1,1899
tt1729196,3.8,30
tt1729204,7.1,265
tt1729211,6.2,2832
tt1729218,6.0,890
tt1729226,7.1,4714
tt17292614,5.9,237
tt1729508,8.0,6
tt1729517,8.9,20
tt1729539,3.8,23
tt1729547,7.2,14
tt1729549,3.3,193
tt1729557,7.2,121
tt1729570,8.6,10
tt1729572,6.4,34
tt1729590,7.3,10
tt1729609,6.7,80
tt1729613,6.3,97
tt1729615,5.9,398
tt1729630,5.9,1043
tt1729637,4.7,27377
tt1729640,4.2,91
tt1729641,6.1,292
tt1729648,6.1,61
tt1729650,7.3,19
tt1729652,7.4,545
tt1729655,6.2,34
tt1729659,6.8,13
tt1729661,6.1,106
tt1729666,7.3,31
tt1729669,6.7,95
tt17296772,6.1,318
tt1730108,4.0,691
tt1730117,5.9,145
tt1730133,5.7,975
tt1730136,7.8,25
tt1730140,6.0,125
tt1730143,5.8,11
tt1730146,6.5,30
tt1730183,8.2,11
tt1730186,6.9,207
tt1730189,4.6,92
tt1730209,5.0,45
tt1730216,5.2,25
tt1730222,5.0,16
tt1730227,9.1,19
tt1730236,8.4,7
tt1730294,4.4,1069
tt1730300,2.7,254
tt1730302,6.9,18
tt1730311,6.4,135
tt1730312,7.5,15
tt1730320,8.4,12
tt1730323,5.4,11
tt1730324,8.0,15
tt17305656,4.9,50
tt1730669,6.8,6
tt1730687,5.2,3758
tt1730689,6.4,1576
tt1730695,5.9,792
tt1730696,5.8,11
tt1730697,5.1,1936
tt1730701,5.1,261
tt1730705,4.8,150
tt1730706,7.4,17
tt1730709,6.5,22
tt1730710,6.6,20
tt1730714,7.0,1147
tt1730720,3.4,432
tt17307420,6.0,101
tt1730749,5.9,689
tt1730760,4.3,400
tt1730761,7.7,88
tt1730764,5.7,335
tt1730767,7.0,34
tt1730768,7.0,45645
tt17308130,6.2,401
tt17308496,6.6,17
tt17309428,5.3,12
tt17309864,7.0,878
tt17309916,6.6,203
tt17310382,4.9,46
tt1731141,6.6,250347
tt1731145,6.2,73
tt17312226,5.6,33
tt1731224,5.3,39
tt1731229,6.4,260
tt1731230,6.1,374
tt1731657,7.9,13
tt1731658,3.7,11
tt1731662,7.4,9
tt1731693,6.2,141
tt1731697,5.2,31895
tt1731701,5.4,22999
tt1731702,6.3,116
tt1731753,7.0,11
tt1731755,6.6,461
tt1731756,5.2,46
tt1731758,5.9,312
tt1731759,7.7,9
tt1731764,7.7,36
tt1731775,4.1,205
tt17318026,8.6,195
tt17318444,8.0,246
tt17319094,6.8,15
tt1731970,5.8,389
tt1731979,5.4,24
tt1731982,3.7,49
tt1731989,6.2,12
tt1731990,5.3,942
tt1731998,6.0,2331
tt17320300,6.7,88
tt17320304,7.7,8
tt17320574,9.6,69
tt17320674,6.4,58
tt17321026,4.4,366
tt17321230,6.4,2620
tt1732138,6.4,9
tt1732159,7.0,59
tt1732160,3.0,127
tt1732177,6.4,25
tt17321810,5.3,55
tt17323832,9.1,9
tt17324662,6.4,36
tt1732510,7.0,6
tt1732514,6.7,19
tt1732518,5.6,173
tt1732544,6.7,11
tt1732554,6.8,38
tt1732563,5.8,431
tt1732569,6.4,12
tt1732571,8.0,114
tt1732582,7.0,1518
tt1732600,7.1,10
tt1732602,7.5,17
tt1732605,6.6,30
tt1732609,8.2,22
tt1732650,6.2,33
tt1732651,2.6,258
tt1732659,5.9,719
tt1732676,6.4,253
tt1732677,7.0,25
tt1732718,6.2,10
tt1732720,7.1,45
tt1732724,1.8,515
tt1732730,6.0,460
tt1732756,6.7,163
tt1732757,5.8,36
tt1733104,7.3,15
tt1733105,7.5,5683
tt1733114,6.1,415
tt1733118,6.5,206
tt1733119,6.0,9
tt1733120,7.1,29
tt1733121,6.0,110
tt1733128,5.9,17
tt1733133,6.3,17
tt1733137,5.3,12
tt1733140,6.4,139
tt1733147,6.4,529
tt1733166,7.9,47
tt1733234,7.9,11
tt1733260,6.7,34
tt1733268,6.3,23
tt1733269,6.5,29
tt1733271,7.1,238
tt1733275,7.6,81
tt1733280,6.0,60
tt1733296,6.9,95
tt1733300,5.6,35
tt1733304,7.2,16
tt1733316,5.9,79
tt1733317,7.1,85
tt1733422,3.8,7
tt1733424,7.9,31
tt1733425,6.1,8
tt1733430,3.1,176
tt1733436,6.8,114
tt1733455,8.1,18
tt1733465,4.0,37
tt1733481,7.2,23
tt1733484,7.6,21
tt1733488,6.7,58
tt1733521,6.8,47
tt1733522,6.4,20
tt1733525,6.9,971
tt1733527,7.9,13
tt1733536,6.2,169
tt1733546,7.3,34
tt1733554,7.5,30
tt1733555,8.0,8
tt1733561,5.4,23
tt1733562,7.2,25
tt1733568,4.5,29
tt1733575,4.9,29
tt1733578,3.8,2506
tt1733581,8.6,71
tt1733582,4.2,191
tt17336786,8.6,13
tt1733679,7.4,282
tt1733686,8.0,52
tt17336922,4.7,23
tt1733729,4.0,174
tt1733731,6.6,11
tt17338870,6.7,80
tt1734060,7.8,13
tt1734063,5.0,196
tt1734067,5.0,5190
tt1734068,5.6,29
tt1734080,7.9,9
tt1734082,8.1,28
tt1734099,6.0,132
tt1734101,5.9,12
tt1734105,7.0,9
tt1734110,7.2,12206
tt1734113,7.3,922
tt1734122,3.5,1150
tt1734163,7.4,176
tt1734170,6.4,25
tt1734174,4.6,55
tt1734175,7.7,15
tt1734178,6.8,27
tt1734414,2.2,147
tt1734416,6.0,90
tt1734417,6.8,89
tt1734418,8.1,23
tt1734424,3.2,115
tt1734428,5.5,1296
tt1734429,6.2,493
tt1734433,6.6,9267
tt1734439,5.4,6
tt1734440,5.4,11
tt1734442,5.6,135
tt1734468,6.1,310
tt1734475,6.6,21
tt1734477,7.6,2264
tt1734480,6.1,553
tt1734490,4.6,39
tt1734493,6.3,37830
tt1734497,7.8,19
tt1734542,5.0,7
tt1734543,7.2,8
tt1734548,6.6,1908
tt1734550,6.0,193
tt1734559,7.2,11
tt17345772,3.8,58
tt1734578,6.6,83
tt1734579,6.7,630
tt1734580,5.0,308
tt1734582,4.3,2027
tt1734586,4.5,1148
tt1734589,5.5,1302
tt17345904,6.0,361
tt17346434,5.7,54
tt17346476,7.8,53
tt17346494,8.4,43
tt17346682,8.5,16
tt17347244,6.4,99
tt17348024,5.2,31
tt17348934,5.0,6
tt17349994,4.1,15
tt17350108,8.0,6
tt17350188,9.3,84
tt17350200,4.0,30
tt1735173,7.2,43
tt1735179,3.8,95
tt17351870,2.1,108
tt1735190,7.0,110
tt17351924,7.3,1361
tt17351966,7.0,20
tt17351984,2.5,14
tt1735198,7.1,413
tt1735200,7.0,3497
tt1735204,7.9,37
tt1735208,4.7,30
tt17352108,7.3,18
tt1735221,7.2,190
tt1735228,7.4,39
tt1735233,3.6,367
tt1735236,6.2,59
tt17352384,6.0,99
tt1735277,6.9,12
tt1735279,6.2,45
tt1735286,7.8,110
tt1735289,5.7,13
tt1735308,6.0,29
tt1735310,3.4,12
tt1735311,5.4,88
tt1735322,8.3,18
tt1735335,7.0,415
tt1735347,8.5,8
tt1735348,9.3,7
tt1735350,4.1,313
tt1735354,6.1,20
tt1735355,5.5,58
tt1735385,8.3,10
tt1735417,4.5,56
tt1735433,5.8,278
tt1735462,4.4,1741
tt1735478,8.8,80
tt1735485,5.8,22080
tt1735488,7.2,41
tt1735495,7.1,130
tt1735839,5.6,1754
tt1735848,6.9,26
tt1735853,6.2,516
tt1735862,4.4,6275
tt1735868,6.8,15
tt1735870,8.0,211
tt1735879,8.1,25
tt1735895,8.0,22
tt1735898,6.1,298916
tt1735900,6.2,1667
tt1735907,5.2,5984
tt1735918,7.6,43
tt1735930,6.8,11
tt1735932,6.5,463
tt1735937,8.7,17
tt1735942,7.7,10
tt1735943,7.9,8
tt1735945,5.3,594
tt1735952,7.2,12
tt1735976,6.5,182
tt1735979,7.2,8
tt1735996,6.8,47
tt1736000,1.5,9
tt1736010,6.6,62
tt1736016,6.9,20
tt1736017,5.2,24
tt1736026,7.0,29
tt1736040,3.1,106
tt1736046,3.9,126
tt1736048,6.1,68
tt1736049,6.9,1217
tt1736050,7.1,61
tt1736052,7.3,26
tt1736317,6.2,16
tt1736549,8.8,10
tt1736552,5.7,2471
tt1736553,5.1,174
tt1736558,8.1,159
tt1736560,2.8,20
tt1736565,9.2,6
tt1736633,7.6,28794
tt1736636,6.6,2764
tt1736647,3.4,1292
tt1736666,8.0,9
tt1736669,7.7,9
tt1736674,6.2,19
tt17370648,6.9,230
tt1737071,6.1,14
tt1737074,6.8,9
tt1737082,7.3,20
tt1737090,5.7,427
tt1737091,6.7,36
tt1737110,5.9,159
tt1737118,5.3,183
tt1737122,7.5,291
tt1737150,6.0,90
tt1737156,6.5,1261
tt17371682,6.0,49
tt17371686,7.7,40
tt1737174,6.0,143
tt1737189,6.1,477
tt1737191,7.6,32
tt1737199,7.1,52
tt1737235,7.0,44
tt1737237,6.8,2632
tt17372462,4.2,704
tt1737251,6.3,26
tt1737255,5.1,1005
tt1737256,4.9,813
tt1737259,6.0,186
tt1737267,6.1,541
tt1737268,6.0,29
tt17372926,7.1,61
tt17373104,5.2,31
tt17373462,8.2,67
tt17373978,5.7,50
tt17374278,8.5,13
tt17374372,7.8,5
tt17374564,8.2,44
tt17374778,6.8,1475
tt17374820,6.0,67
tt1737585,8.9,11
tt1737598,7.6,21
tt1737609,6.4,28
tt1737613,7.1,18
tt1737616,4.8,104
tt1737629,3.5,31
tt1737631,4.8,69
tt1737632,7.3,51
tt1737642,8.0,12
tt1737649,8.0,18
tt1737666,8.5,21
tt1737667,7.4,26
tt1737674,7.3,1517
tt1737680,6.2,211
tt1737683,7.1,25
tt1737684,7.9,9
tt1737691,3.8,17
tt1737706,6.9,9
tt1737723,5.2,194
tt1737724,6.3,138
tt1737725,7.6,21
tt1737728,5.8,17
tt1737734,7.2,10
tt1737747,7.0,784
tt1737759,7.0,8
tt1737765,5.1,16
tt1737768,7.1,50
tt1737794,3.1,220
tt1737795,3.4,335
tt1737796,3.0,411
tt1737798,5.0,485
tt17378682,7.2,5
tt17382524,6.9,1313
tt1738293,7.3,2848
tt1738295,6.9,39
tt1738298,3.3,809
tt1738305,6.8,17
tt1738351,6.0,1089
tt1738355,4.9,64
tt1738366,6.9,609
tt1738381,8.0,63
tt1738383,5.2,78
tt1738387,5.2,5039
tt17388594,7.7,6
tt1739155,6.9,66
tt1739176,5.1,879
tt1739192,7.1,16
tt1739196,3.4,105
tt1739201,5.6,22
tt1739212,5.7,1863
tt1739224,5.0,516
tt1739249,8.4,19
tt1739261,8.9,15
tt1739298,5.0,197
tt1739303,5.0,67
tt1739304,6.6,69
tt1739305,3.9,136
tt1740001,5.5,19
tt1740002,5.9,1860
tt1740007,5.8,403
tt1740017,5.6,72
tt1740018,6.7,46
tt1740042,8.7,14
tt1740047,7.0,23234
tt1740053,5.0,2320
tt1740055,7.9,383
tt1740056,5.5,60
tt1740057,4.5,25
tt1740061,6.6,63
tt1740069,7.7,21
tt1740074,6.9,21
tt1740091,4.9,395
tt1740092,4.1,154
tt1740100,3.3,110
tt1740113,7.8,16
tt1740117,6.7,214
tt1740476,3.5,1644
tt1740480,2.3,588
tt1740482,6.6,324
tt1740490,4.0,437
tt1740495,5.2,15
tt1740502,3.8,399
tt1740522,8.6,18
tt1740539,1.8,778
tt1740549,4.7,156
tt1740552,6.6,306
tt1740661,4.4,266
tt1740662,6.1,443
tt1740670,7.1,334
tt1740676,6.5,55
tt1740677,5.5,42
tt1740683,6.2,667
tt1740684,6.3,148
tt1740697,6.9,25
tt1740705,6.4,9
tt1740707,6.9,78370
tt1740708,5.7,23
tt1740710,5.9,9969
tt1740712,7.7,1316
tt1740719,7.9,47
tt1740724,6.8,45
tt1740725,4.5,2866
tt1740726,6.5,64
tt1740730,7.9,47
tt1740732,9.0,9
tt1740743,5.3,25
tt1740744,6.0,12
tt1740745,6.8,422
tt1740762,3.5,314
tt1740764,8.8,10
tt1740766,8.0,38
tt1740781,8.5,15
tt1740784,5.1,69
tt1740788,6.2,20
tt1740790,5.6,30
tt1740798,5.2,383
tt1740799,6.2,261
tt1740801,7.2,183
tt1740803,5.3,28
tt1740807,6.5,17
tt1740812,9.1,269
tt1740821,7.9,44
tt1740822,7.2,16
tt1740826,6.6,1616
tt1740831,9.1,15
tt17410332,5.7,33
tt1741225,7.5,3866
tt1741243,5.9,11894
tt1741246,6.5,206
tt1741273,6.3,50464
tt1741278,6.5,26
tt1741283,6.3,236
tt17413020,6.6,249
tt1741524,6.2,8
tt1741538,5.4,422
tt1741542,6.9,8706
tt1741568,4.5,50
tt1741578,5.9,9
tt1741605,7.8,35
tt1741660,4.2,345
tt1741664,5.9,37
tt1741667,6.6,144
tt1741669,5.7,238
tt1741674,7.4,6
tt1741675,2.9,35
tt1741677,7.3,10
tt1741682,7.4,31
tt1741690,5.9,146
tt1741694,6.7,536
tt1741706,7.5,1055
tt1741711,8.8,21
tt1742023,5.2,1088
tt1742028,6.9,92
tt1742044,6.8,36189
tt1742067,5.6,54
tt1742075,7.8,7
tt1742078,7.1,128
tt1742081,8.5,103
tt1742083,7.6,30
tt1742100,8.2,12
tt1742106,8.8,10
tt1742108,7.4,13
tt1742120,8.4,12
tt1742128,3.8,16
tt1742129,5.6,15
tt1742139,8.2,56
tt1742144,8.4,61
tt1742175,8.0,8
tt1742178,7.9,302
tt1742184,6.7,29
tt1742190,7.1,377
tt17422332,6.6,41
tt17422606,9.2,20
tt1742307,3.9,165
tt17423262,8.6,40
tt1742327,3.4,339
tt1742329,6.5,56
tt1742330,4.2,123
tt1742334,5.7,65560
tt1742335,5.9,179
tt1742336,6.7,28166
tt17423458,7.7,6
tt17423592,9.8,7
tt17423932,6.6,42
tt17424878,7.0,32
tt17425006,6.6,24
tt17425020,4.8,468
tt17425022,2.5,471
tt17425054,6.2,6
tt17425216,6.7,445
tt1742650,5.0,21026
tt1742682,3.7,297
tt1743233,6.4,143
tt1743243,7.7,18
tt1743248,6.0,36
tt1743259,6.1,36
tt1743265,8.7,18
tt17432974,9.3,882
tt1743317,4.3,27
tt1743325,7.8,48
tt1743334,5.4,483
tt1743354,4.2,19
tt1743375,3.2,972
tt1743696,6.6,20
tt1743699,3.8,17
tt1743701,5.4,192
tt1743708,5.2,165
tt1743711,5.2,921
tt1743720,6.6,15110
tt1743724,6.8,5701
tt1743906,3.8,30
tt1743914,8.5,9
tt1743922,6.2,1926
tt1743924,7.2,18
tt1743941,8.1,44
tt1743943,7.2,33
tt1743945,5.9,10
tt1743953,5.8,15
tt1743976,8.3,13
tt1743978,8.1,9
tt1743985,6.0,1233
tt1743993,5.3,5228
tt1743994,3.0,469
tt1744574,9.6,38
tt1744576,6.5,106
tt1744577,7.9,48
tt1744582,5.2,7
tt1744587,7.4,11
tt1744588,7.6,14
tt1744595,4.9,40
tt1744617,6.7,14
tt1744632,7.1,17
tt1744635,7.3,54
tt1744636,7.3,8
tt1744641,5.9,638
tt1744650,6.4,18
tt1744662,8.9,58
tt1744674,6.1,29
tt1744760,4.3,513
tt1744768,4.9,44
tt1744772,7.1,51
tt1744787,6.9,21
tt1744790,6.9,72
tt1744793,4.9,740
tt1744822,4.7,35
tt1744823,5.0,24
tt1744826,5.9,39
tt1744833,6.2,8
tt1744838,7.8,45
tt1744847,7.3,112
tt1744850,8.4,104
tt1744857,5.6,422
tt1744860,7.6,19
tt1744879,3.4,110
tt1744880,4.2,330
tt1744885,5.9,3368
tt1744889,6.6,15
tt17449172,7.1,56
tt17451970,8.9,8
tt1745649,8.2,108
tt1745651,5.9,57
tt1745672,3.6,3692
tt1745686,6.7,6781
tt1745688,8.3,28
tt1745701,4.6,210
tt1745702,7.4,18
tt1745703,4.0,40
tt1745704,6.8,477
tt1745709,5.2,93
tt1745710,7.7,1300
tt1745713,6.7,915
tt1745717,7.7,15
tt1745718,9.0,46
tt1745724,5.4,15
tt1745726,7.5,43
tt1745740,4.8,1866
tt1745753,4.5,56
tt1745759,6.1,11
tt1745766,6.3,14
tt1745772,8.2,12
tt1745777,8.1,42
tt1745784,3.8,242
tt1745787,7.0,11788
tt1745790,8.3,48
tt1745793,7.4,11
tt1745796,7.8,19
tt1745813,5.9,61
tt1745816,4.1,24
tt1745824,7.6,15
tt1745826,8.0,29
tt1745828,8.0,32
tt1745853,7.4,7
tt1745863,7.1,2223
tt1745868,3.9,184
tt1745885,7.8,18
tt1745912,4.8,62
tt1745916,4.8,15
tt1745923,8.2,14
tt1745932,5.2,72
tt1745933,8.0,26
tt1745941,8.8,7
tt1745957,8.6,14
tt1745958,4.0,1685
tt1745959,5.1,76
tt1745960,8.3,640428
tt1745961,7.5,23
tt1746136,7.0,448
tt1746153,7.6,555
tt1746163,6.6,10
tt1746172,7.2,20
tt1746183,6.6,2628
tt1746190,6.3,25
tt1746196,3.2,138
tt1746206,2.1,92
tt1746242,5.5,320
tt1746246,4.6,1171
tt1746248,7.2,56
tt1746264,7.4,383
tt1746565,7.3,48
tt1746581,7.1,255
tt1746603,5.6,21
tt1746615,5.7,44
tt1746624,3.8,215
tt17470172,6.9,41
tt1747909,7.5,13
tt1747916,8.9,11
tt1747931,6.8,73
tt1747932,7.0,154
tt1747947,6.5,87
tt1747951,6.2,90
tt1747958,6.5,20825
tt1747967,5.2,3617
tt1747989,4.4,178
tt1747990,6.4,12
tt1747992,5.3,17
tt1747994,7.0,816
tt1747996,7.1,47
tt1748016,5.0,552
tt1748018,3.8,226
tt1748019,7.4,28
tt1748040,6.9,22
tt1748043,6.4,2335
tt1748051,3.2,340
tt1748055,8.4,10
tt1748056,7.2,28
tt1748062,6.6,355
tt1748067,5.0,13
tt1748088,6.1,46
tt1748101,2.9,14
tt1748113,6.6,484
tt1748122,7.8,362899
tt1748123,8.6,28
tt1748124,4.2,15
tt1748133,5.8,85
tt1748134,3.0,545
tt1748149,6.8,13
tt1748157,7.9,9
tt1748158,6.6,146
tt1748159,7.4,138
tt1748161,2.7,34
tt1748162,4.6,16
tt1748168,2.7,24
tt1748172,4.1,149
tt1748174,8.6,11
tt1748178,7.7,43
tt1748179,6.2,64664
tt1748181,6.7,11
tt1748182,3.8,80
tt1748192,7.1,251
tt1748193,7.1,55
tt1748197,4.4,21648
tt1748199,6.0,84
tt1748200,8.9,10
tt1748207,6.6,22670
tt1748212,7.6,12
tt1748216,5.6,11
tt1748224,6.4,562
tt1748227,6.1,53111
tt1748239,8.8,18
tt1748256,6.8,14
tt1748260,6.3,2022
tt1748264,8.6,16
