tconst,averagerating,numvotes
tt0124055,7.1,25
tt0124056,7.1,31
tt0124060,7.6,32
tt0124082,5.9,58
tt0124084,6.9,19
tt0124088,3.8,18
tt0124089,7.3,77
tt0124092,7.5,57
tt0124093,5.8,163
tt0124097,6.5,47
tt0124102,5.0,7576
tt0124103,8.0,30
tt0124104,6.4,24
tt0124106,3.5,115
tt0124109,8.5,22
tt0124113,6.3,33
tt0124114,4.6,10
tt0124115,6.5,415
tt0124116,4.1,314
tt0124119,5.5,442
tt0124120,6.7,71
tt0124123,6.6,45
tt0124127,6.6,329
tt0124137,5.5,493
tt0124147,7.0,211
tt0124162,5.3,34
tt0124164,6.7,93
tt0124168,6.8,17
tt0124169,7.7,233
tt0124171,6.4,29
tt0124176,6.7,28
tt0124177,8.3,11
tt0124179,5.5,8660
tt0124181,5.9,56
tt0124184,5.9,29
tt0124185,6.5,1564
tt0124186,5.3,118
tt0124189,7.2,80
tt0124193,4.1,97
tt0124198,6.3,48548
tt0124205,6.6,6
tt0124207,7.6,5523
tt0124208,5.2,21
tt0124211,5.6,151
tt0124213,6.5,15
tt0124216,7.5,25
tt0124217,7.9,33
tt0124247,6.8,42
tt0124268,6.6,69
tt0124272,6.0,1724
tt0124282,6.6,382
tt0124284,4.5,80
tt0124295,7.1,8027
tt0124298,6.7,70179
tt0124299,7.0,11
tt0124301,7.9,14
tt0124302,5.2,127
tt0124312,7.5,1770
tt0124315,7.4,103510
tt0124329,5.5,45
tt0124333,7.0,38
tt0124335,7.2,17
tt0124346,4.8,26
tt0124349,4.7,1379
tt0124351,6.3,74
tt0124352,4.2,265
tt0124353,3.6,24
tt0124371,5.2,6
tt0124382,5.5,259
tt0124393,6.8,27
tt0124442,3.4,629
tt0124464,3.6,166
tt0124478,5.6,19
tt0124484,5.8,164
tt0124487,6.2,61
tt0124492,7.6,46
tt0124506,6.1,163
tt0124513,5.3,64
tt0124514,6.9,193
tt0124539,6.6,83
tt0124540,5.6,135
tt0124543,7.0,99
tt0124555,6.4,325
tt0124563,6.2,171
tt0124566,7.4,16
tt0124573,5.2,55
tt0124574,5.7,40
tt0124579,4.9,124
tt0124595,6.9,15253
tt0124598,4.5,152
tt0124622,4.1,105
tt0124640,6.0,41
tt0124644,7.1,10
tt0124649,6.7,14
tt0124653,6.7,127
tt0124667,6.3,95
tt0124669,4.7,26
tt0124673,6.2,53
tt0124680,6.2,60
tt0124693,7.0,92
tt0124694,4.0,11
tt0124718,6.9,50644
tt0124727,5.4,11
tt0124730,5.0,163
tt0124741,6.0,52
tt0124743,4.5,420
tt0124749,8.1,103
tt0124768,7.1,107
tt0124770,7.5,4478
tt0124773,6.1,100
tt0124775,2.7,21
tt0124777,5.1,319
tt0124778,5.6,11
tt0124780,6.5,195
tt0124800,5.2,93
tt0124808,3.7,142
tt0124811,7.0,227
tt0124818,4.3,62
tt0124819,6.1,37694
tt0124852,6.9,63
tt0124854,5.2,95
tt0124858,5.6,19
tt0124864,5.9,327
tt0124869,3.3,266
tt0124871,6.8,47
tt0124872,6.7,22
tt0124877,4.1,63
tt0124879,6.8,21983
tt0124889,5.4,113
tt0124899,5.1,549
tt0124900,7.0,8
tt0124901,7.1,19696
tt0124913,2.8,24
tt0124914,6.3,15
tt0124927,5.4,17
tt0124959,7.2,23
tt0124982,7.5,12
tt0124989,5.1,63
tt0124993,7.8,664
tt0124998,8.5,20
tt0124999,7.8,27
tt0125003,7.4,58
tt0125009,7.3,22
tt0125022,6.2,57088
tt0125025,7.1,409
tt0125026,5.4,31
tt0125029,5.5,62
tt0125032,5.0,43
tt0125037,6.5,843
tt0125044,8.4,35
tt0125049,8.1,14
tt0125056,5.8,13
tt0125058,6.0,255
tt0125060,3.1,163
tt0125061,6.3,288
tt0125068,7.7,26
tt0125072,3.1,10
tt0125076,7.3,13
tt0125078,4.1,103
tt0125099,6.9,192
tt0125104,7.6,10
tt0125114,4.3,13
tt0125115,8.5,15
tt0125119,6.9,17
tt0125122,7.5,39
tt0125124,4.2,103
tt0125125,5.9,105
tt0125126,6.8,127
tt0125128,6.9,3054
tt0125129,7.6,37
tt0125133,5.3,64
tt0125143,6.5,163
tt0125144,8.1,877
tt0125168,6.0,66
tt0125174,6.2,45
tt0125193,5.7,49
tt0125199,3.5,11
tt0125201,5.5,285
tt0125202,6.7,18
tt0125209,6.6,1653
tt0125211,5.5,807
tt0125217,7.1,406
tt0125231,5.9,35
tt0125233,7.0,7
tt0125234,4.0,5
tt0125249,6.5,95
tt0125278,6.0,47
tt0125279,6.5,301
tt0125294,5.3,47
tt0125296,5.1,139
tt0125298,7.3,600
tt0125308,5.8,756
tt0125315,5.8,24
tt0125319,6.2,381
tt0125330,6.4,64
tt0125331,5.3,52
tt0125342,5.6,26
tt0125344,6.6,21
tt0125345,5.2,18
tt0125359,5.5,107
tt0125366,4.8,306
tt0125371,6.9,16
tt0125377,6.1,254
tt0125381,5.4,188
tt0125389,6.5,10
tt0125400,6.6,6
tt0125402,7.6,30
tt0125404,4.8,78
tt0125411,7.3,41
tt0125412,7.2,146
tt0125413,7.3,13
tt0125415,7.4,9
tt0125419,7.4,38
tt0125425,7.5,241
tt0125427,7.5,16
tt0125429,6.6,134
tt0125434,6.3,458
tt0125438,4.8,111
tt0125439,7.2,331905
tt0125440,7.4,226
tt0125444,7.4,13
tt0125449,5.1,42
tt0125453,8.2,15
tt0125454,6.5,15984
tt0125459,6.5,788
tt0125460,6.2,307
tt0125461,5.7,27
tt0125464,5.5,102
tt0125465,7.6,25
tt0125468,6.2,222
tt0125475,6.5,46
tt0125485,7.4,92
tt0125488,6.2,34
tt0125490,7.1,196
tt0125492,6.2,42
tt0125493,6.3,119
tt0125494,6.3,159
tt0125496,8.7,23
tt0125505,6.2,72
tt0125507,5.8,1958
tt0125510,4.0,1884
tt0125515,7.9,61
tt0125522,7.2,1478
tt0125525,6.3,51
tt0125528,6.4,326
tt0125549,6.1,161
tt0125551,8.3,64
tt0125556,5.1,189
tt0125563,7.3,52
tt0125589,4.4,498
tt0125590,7.9,8
tt0125591,7.5,14
tt0125594,5.6,112
tt0125598,6.8,25
tt0125599,6.1,119
tt0125600,6.5,137
tt0125659,7.7,72243
tt0125664,7.4,135573
tt0125670,4.1,255
tt0125676,8.3,16
tt0125678,5.1,4350
tt0125680,6.7,151
tt0125682,5.7,21
tt0125683,4.2,90
tt0125695,6.3,66
tt0125697,5.6,42
tt0125699,5.6,90
tt0125700,4.8,120
tt0125706,6.2,80
tt0125710,7.0,72
tt0125711,5.9,229
tt0125718,7.4,1157
tt0125723,7.4,13
tt0125735,6.8,104
tt0125736,9.0,8
tt0125740,7.6,13
tt0125745,6.1,60
tt0125752,6.3,18
tt0125763,6.7,52
tt0125766,5.7,980
tt0125769,2.9,27
tt0125771,5.5,60
tt0125773,2.8,28
tt0125778,4.6,318
tt0125784,6.7,175
tt0125791,5.0,7
tt0125799,5.9,231
tt0125808,6.5,17
tt0125816,6.1,10
tt0125824,5.9,36
tt0125828,6.8,443
tt0125834,7.0,45
tt0125838,5.8,181
tt0125841,3.5,193
tt0125845,6.0,48
tt0125848,4.8,35
tt0125852,6.1,12
tt0125855,6.6,162
tt0125874,3.0,27
tt0125879,6.2,4166
tt0125884,5.5,58
tt0125895,5.0,8
tt0125897,4.1,52
tt0125898,5.8,34
tt0125902,4.8,95
tt0125907,1.5,9
tt0125911,3.0,79
tt0125916,5.4,151
tt0125921,6.0,148
tt0125931,6.9,22
tt0125936,4.7,631
tt0125938,6.2,34
tt0125940,6.0,6
tt0125949,5.5,11
tt0125950,4.3,262
tt0125953,4.5,201
tt0125954,7.0,475
tt0125969,7.5,41
tt0125971,6.4,9213
tt0125974,5.3,18
tt0125977,5.2,12
tt0125980,6.3,911
tt0125981,3.7,254
tt0125992,5.4,9
tt0125994,7.0,705
tt0125996,6.5,28
tt0126007,6.4,75
tt0126013,5.0,6
tt0126014,6.4,8
tt0126016,5.1,915
tt0126017,6.4,11
tt0126018,6.4,24
tt0126023,6.8,181
tt0126029,7.9,715512
tt0126030,5.9,31
tt0126034,6.4,24
tt0126035,6.7,77
tt0126036,6.8,44
tt0126073,5.8,7
tt0126074,4.0,15
tt0126079,9.3,19
tt0126086,4.1,228
tt0126098,5.6,162
tt0126113,5.1,87
tt0126116,5.7,33
tt0126118,8.0,52
tt0126120,6.2,789
tt0126122,5.0,41
tt0126131,7.6,20
tt0126133,7.7,28
tt0126135,6.0,33
tt0126181,6.9,21
tt0126192,6.2,11
tt0126198,6.1,12
tt0126207,5.6,9
tt0126218,5.4,166
tt0126231,7.1,86
tt0126233,5.7,42
tt0126234,6.5,6776
tt0126235,6.4,13
tt0126237,5.9,1442
tt0126239,6.0,11
tt0126240,5.9,1152
tt0126241,6.9,36
tt0126242,6.7,43
tt0126249,7.2,76
tt0126250,6.8,13671
tt0126253,5.5,805
tt0126260,6.8,238
tt0126261,6.1,2470
tt0126272,6.2,54
tt0126279,4.5,14
tt0126281,5.8,6
tt0126283,7.0,197
tt0126286,6.7,71
tt0126288,6.2,38
tt0126300,7.1,44
tt0126301,6.2,373
tt0126310,6.9,94
tt0126312,4.4,422
tt0126320,7.0,367
tt0126330,3.7,41
tt0126331,5.5,7
tt0126334,7.0,13
tt0126344,6.8,2239
tt0126351,7.0,63
tt0126357,6.8,114
tt0126358,5.3,25
tt0126359,5.1,16
tt0126386,6.6,262
tt0126388,5.5,25244
tt0126392,7.9,23
tt0126411,4.6,547
tt0126414,6.7,9
tt0126417,7.1,41
tt0126421,6.3,32
tt0126423,4.6,405
tt0126438,6.2,253
tt0126439,7.7,830
tt0126443,4.9,650
tt0126445,5.2,150
tt0126453,5.4,49
tt0126454,5.5,164
tt0126476,6.4,38
tt0126492,6.7,53
tt0126494,6.7,21
tt0126502,6.1,155
tt0126503,6.9,215
tt0126515,6.1,59
tt0126527,3.4,820
tt0126529,5.8,63
tt0126544,7.6,472
tt0126547,5.8,16
tt0126563,6.2,203
tt0126566,6.5,53
tt0126583,5.5,133
tt0126604,6.3,14701
tt0126606,6.6,286
tt0126607,7.4,18
tt0126612,7.3,89
tt0126618,5.5,1277
tt0126620,3.7,143
tt0126622,7.8,369
tt0126624,3.7,32
tt0126625,5.2,86
tt0126627,6.8,583
tt0126629,5.8,24
tt0126639,7.5,10
tt0126644,7.2,16
tt0126648,6.6,45
tt0126651,6.6,572
tt0126656,4.5,10
tt0126657,4.8,181
tt0126660,4.7,117
tt0126663,7.1,63
tt0126666,5.6,22
tt0126680,5.7,223
tt0126681,6.5,71
tt0126683,4.5,17
tt0126686,4.2,45
tt0126690,5.3,8
tt0126698,4.8,685
tt0126711,7.9,404
tt0126713,4.5,16
tt0126714,2.1,348
tt0126718,5.8,46
tt0126719,4.2,30
tt0126724,7.7,83
tt0126727,5.2,17
tt0126729,7.9,68
tt0126734,6.6,381
tt0126735,6.4,579
tt0126765,7.2,7156
tt0126773,8.0,13
tt0126775,5.7,61
tt0126777,5.9,66
tt0126786,5.8,7
tt0126787,4.3,405
tt0126801,5.9,124
tt0126803,4.9,80
tt0126804,5.5,126
tt0126810,6.6,3499
tt0126813,4.9,22
tt0126814,5.2,398
tt0126819,4.1,49
tt0126820,4.5,400
tt0126821,6.1,44
tt0126828,7.3,142
tt0126830,6.2,78
tt0126838,7.0,1953
tt0126839,6.7,995
tt0126846,5.3,94
tt0126848,2.1,1420
tt0126850,3.6,114
tt0126855,6.0,10
tt0126857,7.7,7
tt0126858,5.3,83
tt0126859,5.4,3358
tt0126861,5.3,2748
tt0126869,8.7,20
tt0126871,6.7,7239
tt0126886,7.3,102041
tt0126899,2.8,111
tt0126902,6.2,119
tt0126908,5.9,514
tt0126909,5.3,123
tt0126911,6.2,84
tt0126915,4.9,71
tt0126916,6.6,36923
tt0126924,3.3,43
tt0126928,4.5,257
tt0126934,6.9,131
tt0126938,6.2,1115
tt0126942,5.6,16
tt0126943,3.8,12
tt0126944,7.0,50
tt0126948,3.8,378
tt0126949,7.7,154
tt0126952,7.0,72
tt0126953,5.8,83
tt0126956,6.2,40
tt0126957,6.8,25
tt0126966,7.4,62
tt0126973,4.5,364
tt0126975,3.1,9
tt0126998,7.3,36
tt0127011,4.6,118
tt0127013,7.3,64
tt0127016,6.6,33
tt0127020,5.2,125
tt0127021,6.1,119
tt0127022,5.2,184
tt0127023,6.1,217
tt0127024,8.4,11
tt0127030,7.0,106
tt0127044,5.5,34
tt0127045,5.0,2946
tt0127048,7.0,15
tt0127058,6.8,37
tt0127061,1.4,20
tt0127064,7.7,36
tt0127069,3.2,423
tt0127072,5.1,104
tt0127081,4.5,80
tt0127091,7.2,13
tt0127095,5.6,54
tt0127116,5.5,79
tt0127124,6.7,62
tt0127130,6.1,38
tt0127136,3.9,227
tt0127140,6.2,10
tt0127143,4.1,259
tt0127147,7.9,12
tt0127151,7.1,98
tt0127153,5.4,226
tt0127161,5.3,202
tt0127162,6.4,36
tt0127170,6.4,76
tt0127171,5.8,93
tt0127187,6.5,98
tt0127200,6.9,21
tt0127226,5.1,163
tt0127247,6.6,520
tt0127249,6.5,158
tt0127271,4.4,216
tt0127276,4.5,1238
tt0127278,6.3,28
tt0127279,5.8,23
tt0127282,4.0,696
tt0127288,6.3,1558
tt0127289,7.1,147
tt0127291,4.7,156
tt0127296,6.0,3554
tt0127298,9.0,24
tt0127301,7.6,16
tt0127302,6.1,481
tt0127310,7.3,842
tt0127311,7.7,10767
tt0127312,6.1,19
tt0127316,8.1,25
tt0127319,6.4,457
tt0127327,7.3,31
tt0127332,6.1,30
tt0127337,6.0,16
tt0127348,8.3,11
tt0127349,6.5,7486
tt0127350,5.8,270
tt0127353,6.3,213
tt0127355,5.5,73
tt0127357,6.8,42274
tt0127360,7.3,45
tt0127361,5.3,392
tt0127368,4.9,276
tt0127406,3.8,73
tt0127417,4.3,164
tt0127418,5.8,20
tt0127454,3.0,1235
tt0127458,6.5,50
tt0127463,2.7,24
tt0127468,6.8,497
tt0127489,4.6,263
tt0127497,6.8,629
tt0127499,3.8,162
tt0127500,4.8,461
tt0127503,4.1,583
tt0127516,6.6,2158
tt0127536,7.4,103734
tt0127551,5.5,78
tt0127552,7.6,37
tt0127553,6.7,15
tt0127561,4.6,37
tt0127594,5.9,82
tt0127603,6.8,190
tt0127608,6.5,16
tt0127612,6.5,21
tt0127620,6.1,19
tt0127626,7.5,7574
tt0127629,5.8,857
tt0127633,4.4,64
tt0127637,4.6,435
tt0127640,4.0,608
tt0127643,5.1,84
tt0127684,7.3,49
tt0127692,5.1,250
tt0127699,6.1,135
tt0127702,5.2,514
tt0127704,7.6,337
tt0127722,6.5,9084
tt0127723,6.5,53265
tt0127729,6.5,210
tt0127745,7.1,268
tt0127751,5.3,712
tt0127753,8.0,13
tt0127759,3.8,1510
tt0127786,6.1,20
tt0127787,7.7,29
tt0127798,6.1,136
tt0127800,3.8,8
tt0127801,6.1,141
tt0127831,6.3,8
tt0127846,6.0,12
tt0127850,3.9,58
tt0127869,6.8,131
tt0127875,6.8,99
tt0127876,6.1,25
tt0127887,5.7,117
tt0127899,5.7,82
tt0127901,4.7,328
tt0127914,5.8,685
tt0127915,6.8,190
tt0127918,6.1,48
tt0127919,4.0,3438
tt0127920,5.4,198
tt0127925,6.5,153
tt0127933,6.0,220
tt0127935,5.7,31
tt0127952,6.6,334
tt0127968,4.8,21
tt0127969,6.3,322
tt0127975,2.4,8
tt0127981,6.9,78
tt0128015,4.6,7
tt0128016,3.9,24
tt0128029,4.9,21
tt0128033,5.5,135
tt0128035,5.7,51
tt0128037,2.9,520
tt0128038,5.0,122
tt0128039,7.0,145
tt0128046,7.3,23
tt0128051,4.8,236
tt0128059,3.5,220
tt0128060,6.2,244
tt0128063,6.2,24
tt0128076,3.8,131
tt0128077,6.0,51
tt0128082,7.7,42
tt0128083,3.1,197
tt0128089,3.9,228
tt0128120,6.1,117
tt0128121,5.3,84
tt0128125,8.0,9
tt0128127,7.9,36
tt0128133,7.2,3553
tt0128137,6.0,2722
tt0128145,4.9,100
tt0128154,7.7,20
tt0128158,4.8,104
tt0128162,5.6,37
tt0128164,6.8,624
tt0128165,3.9,75
tt0128170,6.8,605
tt0128173,6.0,26
tt0128174,7.0,14
tt0128177,6.2,24
tt0128178,6.3,162
tt0128183,7.5,31
tt0128202,5.8,228
tt0128214,5.5,356
tt0128215,7.9,12
tt0128216,3.3,294
tt0128221,5.8,1272
tt0128223,6.7,48
tt0128226,5.8,33
tt0128232,5.0,1203
tt0128239,6.0,3982
tt0128245,7.1,143
tt0128246,6.4,167
tt0128252,6.5,23
tt0128255,7.4,18
tt0128256,5.3,69
tt0128257,4.8,80
tt0128272,5.7,11
tt0128273,3.2,206
tt0128278,6.5,34018
tt0128289,5.5,31
tt0128290,7.4,11
tt0128292,7.4,1785
tt0128298,7.6,91
tt0128301,6.8,16
tt0128305,5.0,83
tt0128306,5.6,13
tt0128307,5.3,65
tt0128318,3.6,32
tt0128321,7.5,56
tt0128322,5.9,102
tt0128323,4.5,139
tt0128324,3.8,158
tt0128327,5.4,46
tt0128331,5.7,64
tt0128332,8.1,19018
tt0128334,6.6,78
tt0128335,5.2,44
tt0128337,5.8,22
tt0128348,6.6,22
tt0128355,6.6,15
tt0128367,6.5,42
tt0128370,6.9,446
tt0128371,6.4,647
tt0128376,5.8,165
tt0128378,7.0,5283
tt0128381,7.6,68
tt0128393,7.1,82
tt0128401,6.2,56
tt0128406,7.3,33
tt0128409,3.9,48
tt0128429,7.8,73
tt0128435,3.3,18
tt0128441,6.2,8
tt0128442,7.3,157840
tt0128445,7.6,195035
tt0128457,4.6,27
tt0128473,5.4,284
tt0128497,7.6,51
tt0128524,5.3,51
tt0128525,6.2,85
tt0128542,5.8,49
tt0128555,7.0,103
tt0128557,6.4,85
tt0128562,5.1,31
tt0128577,6.8,52
tt0128591,4.5,403
tt0128595,5.7,35
tt0128604,5.9,42
tt0128606,5.4,119
tt0128611,6.3,270
tt0128615,5.7,60
tt0128616,6.1,200
tt0128620,5.1,42
tt0128628,5.2,14
tt0128631,5.3,35
tt0128632,5.5,79
tt0128647,6.2,68
tt0128648,6.1,609
tt0128657,5.6,97
tt0128662,5.2,30
tt0128663,6.2,147
tt0128664,6.1,20
tt0128683,7.0,449
tt0128684,6.9,330
tt0128685,6.4,283
tt0128686,5.7,238
tt0128687,7.3,233
tt0128690,4.1,134
tt0128700,5.4,91
tt0128707,6.3,54
tt0128711,4.6,86
tt0128736,5.5,221
tt0128740,5.8,69
tt0128743,6.4,16
tt0128755,4.9,84
tt0128759,7.0,81
tt0128760,5.2,93
tt0128766,6.1,35
tt0128771,6.2,174
tt0128777,6.1,41
tt0128778,6.2,210
tt0128796,5.8,11
tt0128798,8.2,97
tt0128802,2.6,72
tt0128804,7.8,183
tt0128807,6.9,43
tt0128808,6.6,69
tt0128812,6.9,12
tt0128823,3.6,155
tt0128842,6.3,518
tt0128845,5.9,12
tt0128850,5.7,30
tt0128853,6.7,225169
tt0128855,6.6,27
tt0128856,7.9,112
tt0128857,7.4,19
tt0128880,5.3,33
tt0128907,6.4,913
tt0128924,6.2,48
tt0128927,7.1,34
tt0128929,4.4,126
tt0128933,4.5,439
tt0128946,7.6,22
tt0128947,6.5,30
tt0128948,7.4,28
tt0128949,7.0,232
tt0128950,6.6,30
tt0128951,7.5,38
tt0128966,6.8,29
tt0128977,6.2,1785
tt0128991,5.5,27
tt0128997,5.6,19
tt0129023,6.0,2776
tt0129027,5.1,37
tt0129028,4.5,268
tt0129033,6.8,31
tt0129040,3.4,226
tt0129049,6.9,11
tt0129075,6.8,31
tt0129082,4.0,292
tt0129095,8.1,18
tt0129111,6.3,440
tt0129114,6.3,312
tt0129131,4.6,25
tt0129136,4.6,2770
tt0129149,6.5,17
tt0129157,5.6,602
tt0129159,6.1,17
tt0129161,5.7,499
tt0129166,6.8,16
tt0129167,8.1,218558
tt0129175,6.2,14
tt0129181,6.8,16
tt0129205,4.9,21
tt0129211,4.8,161
tt0129214,6.5,8
tt0129215,4.8,28
tt0129225,4.9,90
tt0129228,4.3,105
tt0129243,5.3,141
tt0129251,7.6,503
tt0129258,6.7,32
tt0129271,4.1,206
tt0129279,7.1,167
tt0129280,5.5,14738
tt0129282,6.9,11
tt0129283,7.9,15
tt0129287,4.9,32
tt0129290,6.8,120257
tt0129321,6.7,13
tt0129332,6.9,42402
tt0129345,7.2,73
tt0129354,7.5,9
tt0129358,1.7,162
tt0129360,2.9,212
tt0129377,5.1,259
tt0129380,6.9,625
tt0129384,6.6,23
tt0129387,7.1,323755
tt0129407,6.6,72
tt0129408,7.8,17
tt0129438,5.1,158
tt0129454,6.8,267
tt0129498,6.0,156
tt0129502,7.0,86
tt0129503,7.5,10
tt0129508,5.4,78
tt0129511,4.6,707
tt0129520,8.2,42
tt0129525,5.9,42
tt0129532,4.1,229
tt0129546,5.3,116
tt0129558,5.0,171
tt0129563,7.0,199
tt0129568,3.7,792
tt0129575,2.9,12
tt0129605,5.5,56
tt0129606,6.8,66
tt0129610,6.8,23
tt0129614,6.4,55
tt0129616,3.7,10
tt0129618,5.6,116
tt0129629,6.4,130
tt0129634,6.2,709
tt0129651,7.3,34
tt0129652,5.3,49
tt0129653,6.1,283
tt0129655,4.9,108
tt0129657,4.0,12
tt0129659,7.3,1228
tt0129662,5.5,485
tt0129728,7.4,287
tt0129734,7.2,715
tt0129756,7.4,84
tt0129758,7.0,93
tt0129766,7.0,78
tt0129774,6.4,1041
tt0129781,6.0,32
tt0129790,7.3,17
tt0129792,7.0,14
tt0129806,7.1,18
tt0129807,7.6,273
tt0129812,4.8,14
tt0129822,8.9,17
tt0129839,4.7,222
tt0129852,4.3,827
tt0129854,6.1,911
tt0129855,2.3,781
tt0129857,4.8,229
tt0129861,3.5,172
tt0129862,7.2,53
tt0129865,2.6,36
tt0129872,6.2,39
tt0129884,5.2,2324
tt0129885,6.3,217
tt0129892,7.2,168
tt0129893,5.7,755
tt0129900,5.0,61
tt0129908,4.4,2623
tt0129909,6.2,27
tt0129910,3.7,611
tt0129922,4.2,456
tt0129923,6.6,1452
tt0129943,3.9,253
tt0129945,7.1,61
tt0129957,6.7,9
tt0129965,5.5,92
tt0129977,5.8,15
tt0129992,4.5,700
tt0130018,4.7,77570
tt0130019,5.2,510
tt0130022,7.6,233
tt0130023,7.6,226
tt0130034,6.9,26
tt0130035,4.1,94
tt0130040,2.6,373
tt0130053,6.3,80
tt0130064,6.4,41
tt0130073,3.4,78
tt0130089,4.0,547
tt0130103,5.8,73
tt0130107,7.0,50
tt0130108,7.1,82
tt0130121,5.9,37871
tt0130140,7.6,34
tt0130142,4.9,862
tt0130156,5.2,1608
tt0130170,6.2,27
tt0130172,4.7,1507
tt0130174,6.6,317
tt0130175,6.1,50
tt0130177,3.7,80
tt0130179,6.7,254
tt0130180,7.9,11
tt0130184,4.2,297
tt0130192,5.0,2117
tt0130197,4.6,152
tt0130200,7.9,273
tt0130201,4.7,76
tt0130208,4.7,334
tt0130211,4.9,27
tt0130222,7.3,94
tt0130229,6.3,94
tt0130236,4.5,9667
tt0130242,5.1,28
tt0130245,6.9,165
tt0130246,7.6,372
tt0130253,5.4,19
tt0130255,4.9,73
tt0130266,6.4,52
tt0130268,6.9,220
tt0130272,6.4,22
tt0130275,4.6,12
tt0130282,6.0,47
tt0130283,8.4,38
tt0130297,6.9,607
tt0130314,6.0,89
tt0130317,6.0,6
tt0130329,5.8,9
tt0130337,5.1,92
tt0130348,5.3,340
tt0130350,6.5,1451
tt0130380,6.1,103
tt0130392,7.3,89
tt0130399,3.9,57
tt0130405,7.0,68
tt0130406,6.3,107
tt0130435,5.0,8
tt0130436,3.5,36
tt0130444,7.2,6894
tt0130446,6.6,39
tt0130450,6.1,9
tt0130486,5.7,84
tt0130487,4.3,405
tt0130494,7.2,7
tt0130496,6.1,24
tt0130503,3.9,94
tt0130524,3.9,47
tt0130529,7.6,1329
tt0130546,9.2,8
tt0130569,6.3,9
tt0130594,5.7,77
tt0130595,5.4,21
tt0130604,3.5,148
tt0130623,6.4,65636
tt0130650,4.9,256
tt0130652,3.5,217
tt0130671,6.1,178
tt0130675,6.6,251
tt0130735,8.2,13
tt0130747,5.4,10
tt0130748,6.9,782
tt0130752,8.1,567
tt0130757,5.5,46
tt0130759,7.0,7
tt0130761,6.4,697
tt0130792,6.2,53
tt0130793,6.0,16
tt0130804,4.2,13
tt0130807,7.0,72
tt0130812,6.7,27
tt0130821,8.0,11
tt0130827,7.7,204424
tt0130834,7.2,46
tt0130840,7.6,41
tt0130843,7.0,115
tt0130864,6.7,9
tt0130887,7.1,763
tt0130892,5.5,384
tt0130897,6.1,20
tt0130899,7.9,37
tt0130907,6.6,98
tt0130913,5.8,11
tt0130923,6.0,30
tt0130928,4.9,230
tt0130946,6.3,8
tt0130947,8.4,20
tt0130971,6.5,144
tt0130982,5.6,68
tt0130995,6.7,110
tt0130996,3.9,121
tt0130998,6.8,7
tt0131009,5.0,25
tt0131012,6.9,341
tt0131013,6.9,265
tt0131016,7.9,56
tt0131033,6.7,67
tt0131034,7.2,13
tt0131037,7.4,75
tt0131046,3.6,796
tt0131063,5.5,69
tt0131069,7.0,37
tt0131079,5.1,127
tt0131102,7.5,54
tt0131104,5.3,21
tt0131107,6.5,35
tt0131147,7.1,38
tt0131156,7.3,39
tt0131204,6.1,144
tt0131211,6.4,120
tt0131224,3.5,17
tt0131233,8.5,17
tt0131237,2.5,17
tt0131238,6.5,142
tt0131254,7.5,24
tt0131260,7.3,166
tt0131272,7.0,145
tt0131278,6.8,610
tt0131287,6.8,14
tt0131311,7.6,25
tt0131312,6.2,18
tt0131315,7.3,10
tt0131317,5.9,21
tt0131325,6.5,73071
tt0131327,6.5,199
tt0131334,7.5,14
tt0131338,6.1,27
tt0131340,5.7,42
tt0131344,6.0,38
tt0131349,5.5,564
tt0131353,6.5,38
tt0131356,5.8,454
tt0131359,4.1,355
tt0131360,4.8,13
tt0131369,6.1,44608
tt0131370,8.5,15
tt0131394,6.7,56
tt0131396,5.9,997
tt0131398,6.4,44
tt0131399,5.7,40
tt0131400,7.0,1006
tt0131405,6.2,54
tt0131417,6.2,37
tt0131421,5.1,136
tt0131429,5.0,9
tt0131432,7.2,103
tt0131436,4.1,2396
tt0131441,6.8,138
tt0131442,6.0,10
tt0131444,7.1,17
tt0131447,7.5,8
tt0131452,7.2,15
tt0131456,7.1,167
tt0131458,5.4,41
tt0131460,7.1,22
tt0131463,6.2,16
tt0131465,7.0,60
tt0131467,6.4,46
tt0131472,6.1,100
tt0131479,7.4,3471
tt0131484,4.2,454
tt0131494,4.6,295
tt0131496,3.9,144
tt0131502,4.7,1613
tt0131506,6.9,11
tt0131515,4.4,199
tt0131517,5.0,149
tt0131523,7.6,44
tt0131524,4.1,54
tt0131525,7.0,12
tt0131528,3.2,14
tt0131532,5.4,45
tt0131534,4.1,488
tt0131542,4.9,99
tt0131553,5.1,18
tt0131564,6.7,32
tt0131566,6.4,10543
tt0131588,6.6,59
tt0131593,3.8,37
tt0131596,6.0,489
tt0131597,5.3,26
tt0131601,6.8,27
tt0131603,4.5,168
tt0131609,7.2,10
tt0131623,7.1,95
tt0131631,6.9,84
tt0131634,3.2,12
tt0131636,8.3,5937
tt0131637,5.5,12
tt0131646,4.3,17244
tt0131654,4.8,31
tt0131655,6.7,16
tt0131704,4.3,20983
tt0131728,5.4,145
tt0131775,7.2,8
tt0131782,5.9,104
tt0131797,8.5,51
tt0131810,7.2,137
tt0131814,6.0,104
tt0131842,5.9,107
tt0131846,6.8,22
tt0131850,6.2,9
tt0131857,6.5,65144
tt0131872,5.8,20
tt0131873,6.2,17
tt0131881,6.6,24
tt0131897,6.4,136
tt0131904,5.2,13
tt0131909,6.8,135
tt0131910,6.8,137
