Director,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating
Lorene Scafaria,3,116309554.0,33900000.0,206.0,19.3
Colin Higgins,1,69701637.0,20500000.0,40.0,6.0
Jim Sonzero,1,20264436.0,20500000.0,27.0,4.7
Stephen Chbosky,2,150165757.0,33000000.0,133.0,15.8
Jeff Tremaine,5,414010186.0,58000000.0,292.0,33.9
Jeannot Szwarc,2,91475604.0,25100000.0,80.0,13.0
Steve Shill,1,68261644.0,20000000.0,25.0,5.0
Carlo Ludovico Bragaglia,1,nan,20000000.0,nan,6.9
Stuart Hazeldine,1,57386418.0,20000000.0,32.0,6.3
Thea Sharrock,1,56245075.0,20000000.0,51.0,7.4
Alfonso Arau,1,50008143.0,20000000.0,54.0,6.7
Robert Altman,7,218420848.0,93500000.0,525.0,46.6
Steve Trenbirth,1,47901582.0,20000000.0,38.0,5.3
Mennan Yapo,1,47852604.0,20000000.0,29.0,5.9
Jun Falkenstein,1,45554533.0,20000000.0,53.0,6.3
Melina Matsoukas,1,43808310.0,20000000.0,74.0,7.1
Timothy Reckart,1,40896334.0,20000000.0,42.0,6.2
Takashi Shimizu,3,259862563.0,40000000.0,131.0,16.8
Gary Nelson,2,50747260.0,25000000.0,108.0,12.2
Gregory Nava,1,35764351.0,20000000.0,67.0,6.8
Anton Corbijn,3,53716483.0,41400000.0,212.0,20.6
John Patrick Shanley,1,33446470.0,20000000.0,68.0,7.5
Jim Field Smith,1,32010860.0,20000000.0,46.0,6.4
Joshua Logan,1,14500000.0,20000000.0,50.0,6.6
Steve Beck,1,30113491.0,20000000.0,28.0,5.6
Michael Spierig,4,93287421.0,34250000.0,158.0,22.9
Peter Spierig,4,93287421.0,34250000.0,158.0,22.9
John McNaughton,1,30147739.0,20000000.0,52.0,6.6
Nelson McCormick,2,72931911.0,38000000.0,50.0,9.5
Jessica Bendinger,1,26910736.0,20000000.0,53.0,6.4
Eric Valette,1,26890041.0,20000000.0,24.0,4.0
Andrew Fleming,4,61630085.0,57000000.0,227.0,24.8
Anthony Bell,1,25107267.0,20000000.0,36.0,5.1
Ben Gluck,1,25107267.0,20000000.0,36.0,5.1
Shana Feste,3,43771937.0,41000000.0,120.0,19.1
Darren Lynn Bousman,6,nan,54000000.0,nan,36.800000000000004
Thomas Bezucha,2,83249637.0,38000000.0,99.0,12.1
William Brent Bell,4,124779516.0,41000000.0,113.0,19.9
Lucia Aniello,1,22105643.0,20000000.0,51.0,5.2
Alfred Hitchcock,12,nan,60888000.0,nan,89.2
Ed Harris,2,28809987.0,26000000.0,141.0,13.7
Billy Ray,2,22400163.0,26000000.0,118.0,13.399999999999999
Mike Binder,3,59995169.0,41000000.0,169.0,20.799999999999997
Steve Rash,2,23532121.0,28000000.0,nan,10.5
Frank Nissen,1,18098433.0,20000000.0,64.0,6.4
Éric Pinéda,1,nan,20000000.0,nan,nan
Stephen Chow,3,17805569.0,50000000.0,192.0,21.400000000000002
Peter Hastings,1,16990825.0,20000000.0,37.0,4.2
Paul Abascal,1,15714234.0,20000000.0,38.0,5.7
Chris Koch,2,75565538.0,33000000.0,61.0,10.7
George Stevens,1,nan,20000000.0,nan,6.5
Jean Negulesco,1,nan,20000000.0,nan,6.5
Amy Heckerling,4,99346439.0,54200000.0,221.0,24.6
Michael Moore,7,nan,45140000.0,nan,50.89999999999999
James Mather,1,14326864.0,20000000.0,48.0,6.0
Steve Saint Leger,1,14326864.0,20000000.0,48.0,6.0
Michael O. Sajbel,2,16834696.0,29000000.0,87.0,13.3
Derek Cianfrance,3,43655826.0,36000000.0,209.0,21.8
Charles T. Kanganis,1,11798854.0,20000000.0,39.0,4.5
Damon Santostefano,1,10570375.0,20000000.0,36.0,6.0
Caradog W. James,1,nan,20000000.0,52.0,6.0
Jorma Taccone,2,18164725.0,30000000.0,111.0,12.3
Jason Hall,1,9536300.0,20000000.0,68.0,6.6
Bob Clark,6,nan,54250000.0,262.0,32.3
Benson Lee,1,8888355.0,20000000.0,29.0,5.0
Bob Fosse,1,nan,20000000.0,53.0,6.9
Dave Borthwick,1,7438000.0,20000000.0,23.0,2.8
Jean Duval,1,7438000.0,20000000.0,23.0,2.8
Frank Passingham,1,7438000.0,20000000.0,23.0,2.8
Glen Morgan,1,6886089.0,20000000.0,61.0,6.1
Alejandro Monteverde,3,198629224.0,37800000.0,120.0,22.2
Edward Fleming,1,nan,20000000.0,nan,5.1
Jonathan Glazer,3,14655345.0,37600000.0,210.0,19.8
Jonathan Jakubowicz,1,4712792.0,20000000.0,54.0,6.6
Dome Karukoski,1,4535154.0,20000000.0,48.0,6.8
Paul Gross,2,nan,27500000.0,nan,12.3
Marc Abraham,1,4442377.0,20000000.0,57.0,7.0
Mabrouk El Mechri,1,3763583.0,20000000.0,22.0,4.9
Charlie Kaufman,2,6842824.0,28000000.0,155.0,14.8
Todd Robinson,2,3983801.0,38000000.0,91.0,12.7
Dario Argento,1,nan,20000000.0,79.0,7.3
Jean-Paul Rappeneau,1,2503286.0,20000000.0,68.0,6.7
Angelo Pizzo,1,2246000.0,20000000.0,34.0,7.1
Nancy Walker,1,nan,20000000.0,nan,4.2
Matthew Diamond,1,1065907.0,20000000.0,32.0,1.7
Andrew Jarecki,1,582024.0,20000000.0,57.0,6.3
Katsuhiro Ôtomo,2,1022038.0,28000000.0,133.0,14.8
Jacques Doillon,1,nan,20000000.0,nan,6.7
David Anspaugh,2,23257313.0,32000000.0,118.0,13.6
Guillermo Arriaga,1,200730.0,20000000.0,45.0,6.8
Daniel Algrant,1,126793.0,20000000.0,53.0,5.4
Andrey Kravchuk,1,nan,20000000.0,nan,6.7
Wayne Thornley,1,nan,20000000.0,nan,5.7
Ben Young,1,nan,20000000.0,40.0,5.8
Liam O'Donnell,1,nan,20000000.0,46.0,5.3
Radu Mihaileanu,1,nan,20000000.0,nan,6.3
Tom Walsh,1,nan,20000000.0,nan,3.0
Rob Hawk,1,nan,20000000.0,22.0,2.7
Sylvain Chomet,1,nan,20000000.0,nan,nan
David M. Rosenthal,2,nan,38000000.0,72.0,10.6
Susanne Bier,2,nan,35800000.0,114.0,13.7
Scott Walker,1,nan,19200000.0,37.0,6.4
Mark Rosman,2,67973180.0,29000000.0,52.0,11.3
Robert Benton,1,39491975.0,19000000.0,86.0,7.3
Anand Tucker,2,36203443.0,26500000.0,95.0,12.7
Brian Percival,1,21488481.0,19000000.0,53.0,7.5
Britt Allcroft,1,15933506.0,19000000.0,19.0,4.2
Frank Lloyd,1,nan,19000000.0,87.0,7.6
Heitor Dhalia,1,11682205.0,19000000.0,36.0,5.9
Dean Semler,1,8165212.0,19000000.0,nan,4.8
Michael Dowse,4,32912140.0,48000000.0,199.0,26.5
Daniel Barnz,2,33176125.0,36000000.0,82.0,11.9
Tim Kirkby,1,5059608.0,19000000.0,36.0,5.1
Anthony Mann,1,nan,19000000.0,nan,6.7
Emile Ardolino,1,2119994.0,19000000.0,nan,5.8
Karim Debbouze,1,nan,18900000.0,nan,nan
David Dessites,1,nan,18900000.0,nan,nan
Andrew Douglas,1,65233369.0,18500000.0,33.0,5.9
Ricky Gervais,1,18451251.0,18500000.0,58.0,6.3
Matthew Robinson,1,18451251.0,18500000.0,58.0,6.3
Vic Armstrong,2,28039848.0,34500000.0,24.0,6.2
Thomas Vinterberg,3,12872914.0,41695600.0,181.0,21.9
Terry Zwigoff,2,66278177.0,23500000.0,160.0,14.399999999999999
Everardo Gout,1,44539245.0,18000000.0,53.0,5.4
Audrey Wells,1,43610723.0,18000000.0,52.0,6.7
Rick Friedberg,1,26960191.0,18000000.0,25.0,5.3
Simon Curtis,3,74303782.0,39000000.0,159.0,21.700000000000003
Jody Hill,2,24241610.0,18079000.0,117.0,11.9
Brandon Camp,3,nan,24500000.0,139.0,18.3
James Ponsoldt,2,27352455.0,20500000.0,125.0,12.399999999999999
Nicholas Hytner,4,59116002.0,42700000.0,247.0,26.2
Trevor Wall,1,17062499.0,18000000.0,21.0,3.4
Lisa Ortiz,1,17062499.0,18000000.0,21.0,3.4
Bart Freundlich,2,18234334.0,27000000.0,76.0,10.9
John Boorman,3,nan,35000000.0,191.0,17.2
William A. Fraker,1,12617845.0,18000000.0,nan,4.9
Courtney Solomon,2,26799984.0,32000000.0,60.0,9.4
István Szabó,1,7739049.0,18000000.0,65.0,7.0
Jeff Kanew,1,8508843.0,18000000.0,32.0,5.8
David Lord,1,nan,18000000.0,nan,nan
Matthew Robbins,1,14110013.0,18000000.0,68.0,6.6
Hal Needham,1,5675599.0,18000000.0,18.0,3.6
Jonathan Teplitzky,2,5719696.0,28000000.0,103.0,13.1
Jeff Nichols,5,34830659.0,42000000.0,392.0,35.4
Hal Ashby,2,33959019.0,21000000.0,90.0,13.0
Gregor Jordan,2,654421.0,33000000.0,76.0,11.600000000000001
Lance Hool,1,240067.0,18000000.0,24.0,6.0
Christian Volckman,1,70644.0,18000000.0,57.0,6.6
Anh Hung Tran,1,nan,18000000.0,nan,5.3
David Hayter,1,12139.0,18000000.0,37.0,5.3
George A. Romero,7,43071780.0,51564000.0,476.0,48.099999999999994
Brian A. Miller,1,nan,18000000.0,19.0,4.6
Jon Cassar,2,nan,28000000.0,83.0,11.600000000000001
Jin-woo Ahn,1,nan,17700000.0,nan,5.7
Rodrigo Cortés,3,nan,23687650.0,157.0,18.2
Cory Edwards,1,51386611.0,17500000.0,45.0,6.5
Todd Edwards,1,51386611.0,17500000.0,45.0,6.5
Tony Leech,1,51386611.0,17500000.0,45.0,6.5
Kasi Lemmons,4,65629926.0,53000000.0,236.0,24.5
Matt Dillon,1,357197.0,17500000.0,57.0,5.9
Gérard Krawczyk,2,nan,32800000.0,nan,12.1
Anthony Maras,1,9651611.0,17300000.0,62.0,7.6
Parker Finn,1,105935048.0,17000000.0,68.0,6.5
George Cukor,2,273442904.0,20900000.0,192.0,16.0
Sean S. Cunningham,2,79509202.0,17550000.0,44.0,12.8
Kevin Greutert,4,nan,51000000.0,nan,23.6
David E. Talbert,2,63728289.0,25500000.0,89.0,11.2
John Hoffman,1,37667746.0,17000000.0,49.0,5.1
John Fortenberry,1,30331165.0,17000000.0,26.0,6.2
Steven Lisberger,1,33000000.0,17000000.0,58.0,6.7
Erik White,1,24719879.0,17000000.0,50.0,5.0
Chris Robinson,1,21170563.0,17000000.0,63.0,6.1
Trent Cooper,1,15680099.0,17000000.0,21.0,3.4
Sidney J. Furie,1,15681020.0,17000000.0,24.0,3.7
Robert Harmon,2,35029881.0,32000000.0,72.0,10.5
Gary Halvorson,1,11683047.0,17000000.0,59.0,5.8
Nicholas Ray,1,nan,17000000.0,nan,6.7
Guy Green,1,nan,17000000.0,nan,6.7
Andrew Marton,2,nan,27000000.0,nan,14.4
Ian Iqbal Rashid,1,7070641.0,17000000.0,63.0,3.6
Wayne Kramer,2,15146709.0,21000000.0,110.0,14.2
Todd Lincoln,1,4936819.0,17000000.0,18.0,4.1
Rowdy Herrington,2,32744099.0,27000000.0,81.0,13.3
Jim Goddard,1,2315683.0,17000000.0,16.0,3.2
Michel Tréguer,1,nan,17000000.0,nan,nan
Noel Marshall,1,110048.0,17000000.0,65.0,6.1
Michael Grandage,1,1361045.0,17000000.0,56.0,6.5
Luke Sparke,2,nan,21600000.0,nan,9.2
Jack Smight,2,nan,20500000.0,81.0,12.0
Regina King,1,nan,16937665.0,83.0,7.1
Cyrus Nowrasteh,1,6490401.0,16800000.0,33.0,5.7
Steven Shainberg,2,4282882.0,20800000.0,113.0,13.2
Howard Zieff,2,129337147.0,31500000.0,115.0,13.100000000000001
Julian Jarrold,2,18822590.0,25500000.0,nan,13.9
Vadim Perelman,2,13343727.0,28500000.0,109.0,13.8
Joe Nussbaum,3,31459024.0,34500000.0,128.0,16.9
Shampagne,1,nan,16066830.0,nan,2.5
David Manning,1,nan,16066830.0,nan,2.5
Patrick Wilson,1,82156962.0,16000000.0,45.0,5.5
Michel Hazanavicius,1,44671682.0,16000000.0,89.0,7.9
Perry Andelin Blake,1,40388794.0,16000000.0,12.0,3.3
Christian E. Christiansen,1,37300000.0,16000000.0,23.0,4.8
Sheldon Lettich,2,33386088.0,22000000.0,nan,12.1
Ilya Naishuller,2,36820073.0,18000000.0,115.0,14.100000000000001
Diane English,1,26902075.0,16000000.0,27.0,5.0
Gail Mancuso,1,22782371.0,16000000.0,43.0,7.4
Robert Iscove,3,90095524.0,38000000.0,94.0,13.200000000000001
Director X,1,20545116.0,16000000.0,52.0,5.2
Allen Coulter,1,19068240.0,16000000.0,40.0,7.1
Peter Kosminsky,1,16357770.0,16000000.0,61.0,7.1
Karyn Kusama,3,17969854.0,26000000.0,183.0,18.299999999999997
Nick Gomez,1,15506764.0,16000000.0,25.0,5.7
Clare Kilner,2,45922222.0,31000000.0,77.0,11.7
Jessy Terrero,1,14190750.0,16000000.0,33.0,4.5
Alex Kurtzman,1,12434778.0,16000000.0,49.0,7.0
Josef Rusnak,1,11916661.0,16000000.0,36.0,7.0
Lance Rivera,1,11814019.0,16000000.0,15.0,3.8
Ronald Neame,1,8400000.0,16000000.0,27.0,5.0
Ben Younger,2,22054487.0,25000000.0,125.0,13.8
Bruce Paltrow,1,4739023.0,16000000.0,40.0,6.1
Adam Rifkin,2,nan,16250000.0,nan,13.0
Tommy Lee Jones,1,2429989.0,16000000.0,68.0,6.6
Kenneth Johnson,1,1710972.0,16000000.0,28.0,3.0
James Ivory,7,77452557.0,66900000.0,489.0,48.50000000000001
Max Minghella,1,441366.0,16000000.0,57.0,6.1
Gaspar Noé,2,1139958.0,21400000.0,120.0,14.5
Cy Endfield,1,nan,16000000.0,77.0,7.7
Michael Showalter,3,nan,22000000.0,208.0,20.2
Jesse Vaughan,1,13670733.0,15600000.0,24.0,4.7
Armando Iannucci,1,1876298.0,15600000.0,77.0,6.4
François Goetghebeur,1,nan,15500000.0,nan,5.2
Wayne Beach,1,1237615.0,15500000.0,34.0,5.7
William Bindley,1,517262.0,15500000.0,43.0,6.3
Udayan Prasad,1,318623.0,15500000.0,62.0,6.7
Leos Carax,2,nan,19500000.0,151.0,13.3
Buck Henry,1,81640278.0,15000000.0,72.0,6.9
Reid Carolin,1,61778069.0,15000000.0,61.0,6.5
Channing Tatum,1,61778069.0,15000000.0,61.0,6.5
James Watkins,2,54340611.0,17000000.0,127.0,13.100000000000001
Jon Erwin,6,175634992.0,53000000.0,231.0,39.2
Brent McCorkle,1,52102987.0,15000000.0,46.0,7.1
Jim Fall,1,42734455.0,15000000.0,56.0,5.5
Joel Gallen,1,38252284.0,15000000.0,32.0,5.7
James Marsh,2,38855779.0,16900000.0,160.0,15.4
Nicolas Winding Refn,5,37309484.0,33230000.0,298.0,32.599999999999994
Marco Berger,1,nan,15000000.0,nan,7.2
Yorgos Lanthimos,2,43444028.0,19500000.0,173.0,14.6
Phil Traill,1,33862903.0,15000000.0,17.0,4.8
Matt Williams,1,33772838.0,15000000.0,30.0,6.7
Jake McDowell,1,nan,15000000.0,nan,5.7
Dennis Iliadis,2,65504430.0,15087000.0,84.0,13.0
Rick Rosenthal,3,nan,18000000.0,106.0,14.9
Sara Sugarman,1,29331068.0,15000000.0,33.0,4.7
Juan Carlos Fresnadillo,2,28708052.0,16587000.0,123.0,12.3
Hallie Meyers-Shyer,1,27020284.0,15000000.0,41.0,5.8
Joe Berlinger,1,26437094.0,15000000.0,15.0,4.0
Elizabeth Allen Rosenbaum,2,44764344.0,27000000.0,107.0,11.9
Adam Robitel,3,150065684.0,34000000.0,145.0,17.8
John Ottman,1,21468807.0,15000000.0,16.0,4.4
Michael Mayer,2,22030019.0,21500000.0,116.0,12.6
Peter Atencio,1,20591853.0,15000000.0,63.0,6.2
Stella Meghie,2,54699325.0,25000000.0,114.0,12.399999999999999
John Bonito,1,18844784.0,15000000.0,45.0,4.7
David Nutter,1,17514980.0,15000000.0,nan,5.6
Stephan Elliott,3,nan,44000000.0,nan,17.2
RZA,2,16489984.0,23000000.0,118.0,10.3
Mark L. Lester,5,nan,48250000.0,nan,31.299999999999997
Tom Green,1,14254993.0,15000000.0,13.0,4.6
Lone Scherfig,2,26418685.0,22500000.0,133.0,14.3
Drew Barrymore,1,13043363.0,15000000.0,68.0,6.9
Douglas Aarniokoski,1,12811858.0,15000000.0,21.0,4.6
Bryan Barber,1,12571185.0,15000000.0,55.0,6.1
Gurinder Chadha,5,nan,50600000.0,298.0,32.4
Brian Koppelman,2,16076185.0,27500000.0,99.0,12.399999999999999
David Levien,2,16076185.0,27500000.0,99.0,12.399999999999999
Albert Brooks,1,11614954.0,15000000.0,56.0,5.7
Steve Gomer,2,18020846.0,17000000.0,107.0,9.4
Mark Piznarski,1,10522168.0,15000000.0,25.0,5.2
Douglas Trumbull,2,nan,16100000.0,124.0,13.0
David Raynr,3,36947570.0,21000000.0,nan,16.2
Mort Nathan,1,8600126.0,15000000.0,18.0,4.9
Peter Ho-Sun Chan,2,16604956.0,15250000.0,nan,11.0
Wil Shriner,1,8117637.0,15000000.0,46.0,5.5
Martin McDonagh,3,77338613.0,40500000.0,221.0,23.1
David Lynch,4,nan,30100000.0,337.0,31.400000000000002
Drew Pearce,1,6708147.0,15000000.0,58.0,6.1
Peter Cattaneo,4,52428699.0,33500000.0,232.0,26.099999999999998
Peter Kassovitz,1,4956401.0,15000000.0,40.0,6.5
Qiang Zhong,1,nan,15000000.0,nan,5.1
Rodman Flender,1,4152230.0,15000000.0,31.0,6.2
Christopher Landon,5,129028248.0,40000000.0,256.0,30.4
Katja von Garnier,1,3526847.0,15000000.0,33.0,5.3
Mark Romanek,2,34031783.0,27000000.0,133.0,13.899999999999999
Brad Anderson,5,58935255.0,35300000.0,313.0,33.9
Antonio Banderas,1,2005840.0,15000000.0,46.0,6.2
Michael Chapman,1,1953732.0,15000000.0,34.0,5.4
Michael Haneke,3,11681792.0,32700000.0,225.0,21.7
Fritz Lang,1,1236166.0,15000000.0,98.0,8.3
Andrey Zvyagintsev,1,504256.0,15000000.0,82.0,7.9
Gérard Pirès,1,220944.0,15000000.0,nan,5.4
Tony Jaa,1,102458.0,15000000.0,47.0,6.2
Panna Rittikrai,1,102458.0,15000000.0,47.0,6.2
Ryûhei Kitamura,1,83361.0,15000000.0,58.0,6.0
Darrell Roodt,1,80634.0,15000000.0,37.0,6.1
Stefan Ruzowitzky,2,90013.0,21000000.0,71.0,11.0
Jake Paltrow,1,22441.0,15000000.0,49.0,5.7
Anthony Silverston,1,1029.0,15000000.0,40.0,5.7
Elesbaan Castro,1,nan,15000000.0,nan,nan
Daniele Luchetti,1,nan,15000000.0,nan,6.7
Brian Topping,1,nan,15000000.0,nan,7.9
James Franco,2,nan,25000000.0,119.0,13.3
Randall Emmett,1,nan,15000000.0,24.0,4.5
Vidhu Vinod Chopra,1,nan,15000000.0,32.0,5.7
Julien Temple,1,5151.0,15000000.0,60.0,6.4
Takashi Yamazaki,1,nan,15000000.0,nan,nan
Gregory Jacobs,1,66013057.0,14500000.0,60.0,5.6
Peter Cousens,1,nan,14500000.0,30.0,6.3
Lars von Trier,3,7293262.0,36100000.0,190.0,22.200000000000003
Loveleen Tandan,1,141319928.0,14000000.0,84.0,8.0
Ole Bornedal,1,49130154.0,14000000.0,45.0,5.9
Ted Kotcheff,1,47212904.0,14000000.0,61.0,7.7
Roxann Dawson,1,40713082.0,14000000.0,46.0,6.3
Jamie Blanks,2,58456574.0,24000000.0,53.0,10.5
Randal Kleiser,3,283717369.0,24500000.0,163.0,19.7
Phil Vischer,1,25581229.0,14000000.0,58.0,6.4
Mike Nawrocki,1,25581229.0,14000000.0,58.0,6.4
Rospo Pallenberg,1,30749142.0,14000000.0,39.0,3.8
Rick Famuyiwa,4,90185282.0,35000000.0,220.0,25.7
Tom Holland,2,48560168.0,23000000.0,91.0,12.5
Alan Cohn,1,15064946.0,14000000.0,27.0,6.0
Franco Zeffirelli,1,14401563.0,14000000.0,53.0,6.9
James Isaac,1,13121555.0,14000000.0,25.0,4.4
Jenny Gage,2,24277130.0,14650000.0,60.0,10.6
Emilio Estevez,1,11242801.0,14000000.0,54.0,7.0
Josh Schwartz,1,9409538.0,14000000.0,37.0,5.4
Philip Hunt,1,nan,14000000.0,nan,8.0
Todd Field,2,41393623.0,15700000.0,161.0,14.9
Davis Guggenheim,3,32211320.0,24000000.0,158.0,19.5
Sarah Gavron,2,5797818.0,16500000.0,125.0,13.5
Mike Leigh,5,24558327.0,46500000.0,421.0,37.3
Stephen Carpenter,1,3111545.0,14000000.0,20.0,3.9
James Fargo,1,3930501.0,14000000.0,nan,5.9
Lijo Jose Pellissery,1,nan,14000000.0,nan,7.9
Kenneth Lonergan,3,57158670.0,23700000.0,242.0,21.8
Kristian Levring,1,44903.0,14000000.0,64.0,6.7
Chao-Bin Su,1,nan,14000000.0,nan,6.8
Stephen Milburn Anderson,2,92976.0,20700000.0,nan,11.8
Cecil B. DeMille,3,167000000.0,27500000.0,nan,22.4
Franklin J. Schaffner,4,nan,47500000.0,nan,28.0
Todd Haynes,3,29667128.0,34300000.0,243.0,21.4
Tony Richardson,3,nan,22000000.0,179.0,18.700000000000003
Kaspar Heidelbach,1,nan,13500000.0,nan,6.1
Mariana Chenillo,1,nan,13300000.0,nan,7.5
Sam Miller,2,52609380.0,17200000.0,nan,11.5
Gerard McMurray,1,69488745.0,13000000.0,54.0,5.2
Eric Bress,1,57938693.0,13000000.0,30.0,7.6
J. Mackye Gruber,1,57938693.0,13000000.0,30.0,7.6
Preston A. Whitmore II,2,56131602.0,18600000.0,93.0,8.4
Danny Leiner,2,64980350.0,22000000.0,94.0,12.5
Christopher Cain,2,46728111.0,23100000.0,75.0,12.6
Ed Decter,1,29760152.0,13000000.0,24.0,5.8
Gene Quintano,1,27979399.0,13000000.0,30.0,6.2
Kirk Wong,1,27007143.0,13000000.0,31.0,6.0
John Lafia,1,28501605.0,13000000.0,37.0,5.9
Bronwen Hughes,1,26570048.0,13000000.0,nan,5.9
Mark Brown,2,22374985.0,14500000.0,61.0,10.1
Mark Christopher,1,16757163.0,13000000.0,33.0,5.9
Lenny Abrahamson,1,14677654.0,13000000.0,86.0,8.1
Andrew Erwin,5,123532005.0,38000000.0,185.0,32.1
Michael Polish,5,nan,23400000.0,251.0,28.799999999999997
Anthony Fabian,1,10433915.0,13000000.0,70.0,7.1
Bob Saget,2,nan,18000000.0,nan,10.4
Kabir Khan,1,8178001.0,13000000.0,nan,8.1
Mehmet Tutkun,1,8178001.0,13000000.0,nan,8.1
Daisy von Scherler Mayer,2,11160478.0,24000000.0,nan,9.600000000000001
Rod Hardy,1,nan,13000000.0,nan,5.9
John Waters,3,nan,23012000.0,168.0,19.0
Craig Bolotin,1,5985690.0,13000000.0,43.0,6.0
Blair Hayes,1,5007898.0,13000000.0,41.0,5.7
Jez Butterworth,1,5142576.0,13000000.0,51.0,6.0
Olivier Assayas,2,6204473.0,19400000.0,143.0,13.3
Paolo Sorrentino,1,2703296.0,13000000.0,64.0,7.3
Paul Mazursky,1,2104439.0,13000000.0,nan,5.8
Tana Goldenberg,1,nan,13000000.0,nan,nan
Jon Hess,1,1152117.0,13000000.0,nan,5.3
Rupert Everett,1,466440.0,13000000.0,64.0,6.3
Tono Errando,1,350524.0,13000000.0,76.0,7.2
Javier Mariscal,1,350524.0,13000000.0,76.0,7.2
Fernando Trueba,1,350524.0,13000000.0,76.0,7.2
Olivier Marchal,1,nan,13000000.0,nan,6.1
Benedek Fliegauf,1,nan,13000000.0,48.0,6.3
John H. Lee,1,1023348.0,12700000.0,50.0,6.2
Michaël R. Roskam,1,10724389.0,12600000.0,69.0,7.0
John Stainton,1,28442574.0,12500000.0,50.0,5.4
Ethan Maniquis,1,26593646.0,12500000.0,60.0,6.6
Georges Denola,1,nan,12500000.0,nan,7.0
Stewart Hendler,2,15783946.0,22500000.0,46.0,9.7
Jacques Tourneur,2,nan,12634000.0,170.0,14.4
John Cromwell,1,nan,12500000.0,nan,7.6
W.S. Van Dyke,2,nan,13800000.0,nan,14.8
George Hickenlooper,2,2718200.0,19500000.0,96.0,12.600000000000001
Gillian Armstrong,1,1897404.0,12500000.0,66.0,6.6
Abel Ferrara,1,1227324.0,12500000.0,nan,6.6
William Dear,2,1178179.0,22500000.0,nan,10.8
Lee Daniels,1,693286.0,12500000.0,45.0,5.7
Nicole Kassell,1,15375.0,12500000.0,14.0,6.2
John Badham,1,79567667.0,12000000.0,77.0,7.1
Mike McCoy,1,70012847.0,12000000.0,40.0,6.4
Josh Trank,1,64575175.0,12000000.0,69.0,7.0
Mike Judge,4,85213447.0,31900000.0,259.0,27.0
Mike de Seve,1,63118386.0,12000000.0,64.0,6.8
Brian Mulroney,1,63118386.0,12000000.0,64.0,6.8
Garth Davis,1,51738905.0,12000000.0,69.0,8.0
Tamra Davis,3,92623670.0,20500000.0,70.0,13.799999999999999
Jake Schreier,2,35325342.0,14500000.0,123.0,13.2
John Erick Dowdle,4,113902973.0,32000000.0,174.0,25.099999999999998
David Moreau,1,31418697.0,12000000.0,36.0,5.4
Xavier Palud,1,31418697.0,12000000.0,36.0,5.4
Christopher Erskin,1,31203964.0,12000000.0,29.0,4.5
Ben Mor,1,nan,12000000.0,nan,6.8
Deon Taylor,6,78790111.0,31400000.0,nan,30.8
Ernest R. Dickerson,1,21089146.0,12000000.0,48.0,6.7
Cheryl Dunye,2,17671306.0,12300000.0,97.0,11.6
Floria Sigismondi,2,19046448.0,21500000.0,100.0,10.4
Barry Jenkins,2,42770705.0,13500000.0,186.0,14.5
Wallace Wolodarsky,1,10200032.0,12000000.0,25.0,5.4
Darnell Martin,1,8195551.0,12000000.0,65.0,7.0
Nicholas Jarecki,1,7919574.0,12000000.0,73.0,6.6
Scott Alexander,1,7027345.0,12000000.0,7.0,5.6
Larry Karaszewski,1,7027345.0,12000000.0,7.0,5.6
Stuart Gordon,3,6938365.0,27000000.0,170.0,18.6
Dean Wright,1,5672846.0,12000000.0,35.0,6.5
Christopher Guest,4,44970303.0,28000000.0,298.0,28.299999999999997
Jon Poll,1,3951699.0,12000000.0,54.0,6.9
Fred Schepisi,1,2329631.0,12000000.0,78.0,6.9
Seong-Kyu Ryu,1,nan,12000000.0,nan,9.0
Buzz Kulik,1,3702028.0,12000000.0,nan,5.5
Antonia Bird,1,2062405.0,12000000.0,46.0,6.9
Peter Care,1,1815864.0,12000000.0,69.0,6.9
Park Chan-wook,2,4141819.0,15000000.0,135.0,15.100000000000001
Ira Sachs,2,1583818.0,13500000.0,139.0,12.3
Kar-Wai Wong,2,2311863.0,22000000.0,129.0,14.0
Jonathan Hensleigh,1,1188194.0,12000000.0,50.0,7.0
Carroll Ballard,2,38669710.0,14700000.0,166.0,14.600000000000001
Takeshi Kitano,1,450594.0,12000000.0,47.0,7.1
Marco Kreuzpaintner,1,214307.0,12000000.0,42.0,7.3
Alan Rudolph,1,178278.0,12000000.0,42.0,4.5
Peter Askin,1,146193.0,12000000.0,18.0,5.2
Susanna White,1,57528.0,12000000.0,51.0,6.7
Christian Duurvoort,1,17484.0,12000000.0,50.0,7.1
Timothy Hines,1,14616.0,12000000.0,nan,5.7
Vladimir Khotinenko,1,nan,12000000.0,nan,5.6
Christopher Smith,1,nan,12000000.0,nan,6.9
Brian Trenchard-Smith,2,nan,13000000.0,nan,8.0
David Winters,1,nan,12000000.0,nan,2.5
Jocelyn Moorhouse,1,2022115.0,11900000.0,47.0,7.0
John Asher,1,88428.0,11900000.0,33.0,5.5
Akira Kurosawa,1,nan,11900000.0,79.0,7.3
Ishirô Honda,1,nan,11900000.0,79.0,7.3
Dan Mazer,1,35593113.0,11500000.0,21.0,5.9
Jamie Thraves,1,nan,11500000.0,nan,5.9
Barnaby Thompson,1,nan,11400000.0,39.0,5.8
Tomm Moore,2,nan,19250000.0,168.0,15.5
