Actor,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating,Average_Box_Office,Average_IMDB_Rating,Success_Metric
James Wolk,1,nan,2400000,30.0,5.2,nan,5.2,nan
Jo Hartley,1,329379.0,2380000,86.0,7.7,329379.0,7.7,7.70658758
Valene Kane,1,1744740.0,2300000,54.0,6.7,1744740.0,6.7,6.7348948
Morgan Watkins,1,1744740.0,2300000,54.0,6.7,1744740.0,6.7,6.7348948
Christine Adams,1,1744740.0,2300000,54.0,6.7,1744740.0,6.7,6.7348948
Eddie Mills,1,676631.0,2300000,nan,6.7,676631.0,6.7,6.7135326200000005
Olivia Katz,1,269435.0,2300000,52.0,6.1,269435.0,6.1,6.1053887
Christian Kutz,1,269435.0,2300000,52.0,6.1,269435.0,6.1,6.1053887
Ron Fazio,1,792966.0,2300000,nan,5.0,792966.0,5.0,5.01585932
John Altamura,1,792966.0,2300000,nan,5.0,792966.0,5.0,5.01585932
Phoebe Legere,1,792966.0,2300000,nan,5.0,792966.0,5.0,5.01585932
Timothy Stack,1,nan,2300000,nan,7.2,nan,7.2,nan
Timothy E. Day,1,nan,2300000,nan,7.2,nan,7.2,nan
Dana Kimmell,1,36690067.0,2250000,30.0,5.6,36690067.0,5.6,6.33380134
Tracie Savage,1,36690067.0,2250000,30.0,5.6,36690067.0,5.6,6.33380134
Richard Brooker,1,36690067.0,2250000,30.0,5.6,36690067.0,5.6,6.33380134
Michael Felsher,1,nan,2200000,nan,8.4,nan,8.4,nan
Tiffany Helm,1,nan,2200000,nan,8.4,nan,8.4,nan
Harry Manfredini,1,nan,2200000,nan,8.4,nan,8.4,nan
Tom Morga,1,nan,2200000,nan,8.4,nan,8.4,nan
Sylvie Testud,1,nan,2200000,nan,6.1,nan,6.1,nan
Nathalie Boutefeu,1,nan,2200000,nan,6.1,nan,6.1,nan
Alexandre Steiger,1,nan,2200000,nan,6.1,nan,6.1,nan
Marion Bailey,1,nan,2200000,38.0,6.3,nan,6.3,nan
Brian Austin Green,1,nan,2200000,nan,4.2,nan,4.2,nan
Melissa Keller,1,nan,2200000,nan,4.2,nan,4.2,nan
Kayla Ewell,1,nan,2200000,nan,4.2,nan,4.2,nan
Chris Bisson,1,nan,2160000,nan,5.7,nan,5.7,nan
Saeed Jaffrey,2,nan,2560000,nan,12.5,nan,6.25,nan
Sally Bankes,1,nan,2160000,nan,5.7,nan,5.7,nan
Trevor Matthews,1,nan,2150000,46.0,5.9,nan,5.9,nan
Per Christian Ellefsen,1,314729.0,2100000,70.0,7.5,314729.0,7.5,7.50629458
Sven Nordin,1,314729.0,2100000,70.0,7.5,314729.0,7.5,7.50629458
Marit Pia Jacobsen,1,314729.0,2100000,70.0,7.5,314729.0,7.5,7.50629458
Robert Fontaine,1,3330.0,2100000,nan,6.7,3330.0,6.7,6.7000666
Michael Brainard,1,3330.0,2100000,nan,6.7,3330.0,6.7,6.7000666
Grant Boyd,1,3330.0,2100000,nan,6.7,3330.0,6.7,6.7000666
Manuela Velasco,1,nan,2100000,71.0,7.4,nan,7.4,nan
Ferran Terraza,1,nan,2100000,71.0,7.4,nan,7.4,nan
Jorge-Yamam Serrano,1,nan,2100000,71.0,7.4,nan,7.4,nan
Christy Carlson Romano,1,nan,2100000,nan,2.7,nan,2.7,nan
Martha Higareda,1,nan,2100000,nan,6.1,nan,6.1,nan
Yul Vazquez,1,nan,2100000,nan,6.1,nan,6.1,nan
Elisa Lasowski,1,nan,2100000,nan,4.4,nan,4.4,nan
Ken Bevel,2,68483393.0,2500000,70.0,13.3,34241696.5,6.65,7.33483393
Kevin Downes,1,35027076.0,2000000,42.0,6.9,35027076.0,6.9,7.60054152
Maika Monroe,1,14674076.0,2000000,83.0,6.8,14674076.0,6.8,7.09348152
Olivia Luccardi,1,14674076.0,2000000,83.0,6.8,14674076.0,6.8,7.09348152
Elsie Fisher,1,13539709.0,2000000,87.0,7.4,13539709.0,7.4,7.670794180000001
Emily Robinson,1,13539709.0,2000000,87.0,7.4,13539709.0,7.4,7.670794180000001
Adam Trese,1,12754783.0,2000000,49.0,5.2,12754783.0,5.2,5.4550956600000005
Eric Sheffer Stevens,1,12754783.0,2000000,49.0,5.2,12754783.0,5.2,5.4550956600000005
Tawny Kitaen,1,7369373.0,2000000,45.0,5.7,7369373.0,5.7,5.84738746
Stephen Nichols,1,7369373.0,2000000,45.0,5.7,7369373.0,5.7,5.84738746
Evan Adams,1,6745362.0,2000000,76.0,7.2,6745362.0,7.2,7.334907240000001
Irene Bedard,2,nan,2700000,nan,13.4,nan,6.7,nan
Jermaine Sullivan,1,6047363.0,2000000,29.0,6.4,6047363.0,6.4,6.520947260000001
Ken Niumatalolo,1,6047363.0,2000000,29.0,6.4,6047363.0,6.4,6.520947260000001
Carolina Muñoz Marin,1,6047363.0,2000000,29.0,6.4,6047363.0,6.4,6.520947260000001
Shari Springer Berman,1,6010990.0,2000000,90.0,7.4,6010990.0,7.4,7.5202198000000005
Harvey Pekar,1,6010990.0,2000000,90.0,7.4,6010990.0,7.4,7.5202198000000005
Bria Vinaite,1,5904366.0,2000000,92.0,7.6,5904366.0,7.6,7.7180873199999995
Cara Buono,1,5802208.0,2000000,63.0,6.2,5802208.0,6.2,6.316044160000001
Myles Moore,1,5802208.0,2000000,63.0,6.2,5802208.0,6.2,6.316044160000001
Vernon Dobtcheff,1,5820649.0,2000000,91.0,8.1,5820649.0,8.1,8.21641298
Goya Toledo,1,5408467.0,2000000,83.0,8.1,5408467.0,8.1,8.20816934
Simon Yates,1,4593598.0,2000000,82.0,8.0,4593598.0,8.0,8.09187196
Joe Simpson,1,4593598.0,2000000,82.0,8.0,4593598.0,8.0,8.09187196
Brendan Mackey,1,4593598.0,2000000,82.0,8.0,4593598.0,8.0,8.09187196
Gylfi Zoega,1,4312735.0,2000000,88.0,8.2,4312735.0,8.2,8.286254699999999
Andri Snær Magnason,1,4312735.0,2000000,88.0,8.2,4312735.0,8.2,8.286254699999999
Miranda July,3,4639372.0,3500000,224.0,19.6,1546457.3333333333,6.533333333333334,6.564262480000001
Miles Thompson,1,3885134.0,2000000,76.0,7.2,3885134.0,7.2,7.27770268
Freddy Rodríguez,1,3337931.0,2000000,56.0,6.8,3337931.0,6.8,6.86675862
Henry Silva,1,3308029.0,2000000,68.0,7.5,3308029.0,7.5,7.56616058
Yeri Han,1,3110580.0,2000000,89.0,7.4,3110580.0,7.4,7.462211600000001
Alan Kim,1,3110580.0,2000000,89.0,7.4,3110580.0,7.4,7.462211600000001
Mimi Rogers,1,2583301.0,2000000,36.0,5.4,2583301.0,5.4,5.45166602
Brett Dalton,1,2303792.0,2000000,36.0,6.3,2303792.0,6.3,6.34607584
Anjelah Johnson-Reyes,1,2303792.0,2000000,36.0,6.3,2303792.0,6.3,6.34607584
Neil Flynn,1,2303792.0,2000000,36.0,6.3,2303792.0,6.3,6.34607584
Ari Folman,1,2283849.0,2000000,91.0,8.0,2283849.0,8.0,8.04567698
Ron Ben-Yishai,1,2283849.0,2000000,91.0,8.0,2283849.0,8.0,8.04567698
Ronny Dayag,1,2283849.0,2000000,91.0,8.0,2283849.0,8.0,8.04567698
Amy Sedaris,1,2072645.0,2000000,57.0,5.9,2072645.0,5.9,5.941452900000001
Paul Dinello,1,2072645.0,2000000,57.0,5.9,2072645.0,5.9,5.941452900000001
Lisanne Falk,1,2015810.0,2000000,68.0,7.7,2015810.0,7.7,7.7403162000000005
Olivier Gruner,1,2001124.0,2000000,nan,5.4,2001124.0,5.4,5.4400224800000005
Tim Thomerson,1,2001124.0,2000000,nan,5.4,2001124.0,5.4,5.4400224800000005
Sook-Yin Lee,1,2016181.0,2000000,64.0,6.4,2016181.0,6.4,6.44032362
Peter Stickles,1,2016181.0,2000000,64.0,6.4,2016181.0,6.4,6.44032362
PJ DeBoy,1,2016181.0,2000000,64.0,6.4,2016181.0,6.4,6.44032362
Noah Dalton Danby,1,1680020.0,2000000,nan,3.0,1680020.0,3.0,3.0336004
Jacque Gray,2,4317746.0,2300000,nan,9.2,2158873.0,4.6,4.6431774599999995
Bryce Chamberlain,1,1680020.0,2000000,nan,3.0,1680020.0,3.0,3.0336004
Gerald Burke,1,1433319.0,2000000,89.0,8.2,1433319.0,8.2,8.22866638
Ali Fadhil,1,1433319.0,2000000,89.0,8.2,1433319.0,8.2,8.22866638
Ruth Wilson,1,1375769.0,2000000,83.0,7.1,1375769.0,7.1,7.127515379999999
Ben Silverstone,1,1152979.0,2000000,nan,7.5,1152979.0,7.5,7.52305958
Brad Gorton,1,1152979.0,2000000,nan,7.5,1152979.0,7.5,7.52305958
Charlotte Brittain,1,1152979.0,2000000,nan,7.5,1152979.0,7.5,7.52305958
Essie Davis,1,964413.0,2000000,86.0,6.8,964413.0,6.8,6.8192882599999995
Noah Wiseman,1,964413.0,2000000,86.0,6.8,964413.0,6.8,6.8192882599999995
Daniel Henshall,1,964413.0,2000000,86.0,6.8,964413.0,6.8,6.8192882599999995
Rob Stewart,1,850920.0,2000000,59.0,7.9,850920.0,7.9,7.917018400000001
Paul Watson,1,850920.0,2000000,59.0,7.9,850920.0,7.9,7.917018400000001
Erich Ritter,1,850920.0,2000000,59.0,7.9,850920.0,7.9,7.917018400000001
Linda Lovelace,1,691880.0,2000000,64.0,6.7,691880.0,6.7,6.7138376
Harry Reems,1,691880.0,2000000,64.0,6.7,691880.0,6.7,6.7138376
Edoardo Ballerini,1,634566.0,2000000,79.0,7.3,634566.0,7.3,7.31269132
John Rothman,1,634566.0,2000000,79.0,7.3,634566.0,7.3,7.31269132
Matt Bennett,1,636706.0,2000000,40.0,4.5,636706.0,4.5,4.51273412
Zack Pearlman,1,636706.0,2000000,40.0,4.5,636706.0,4.5,4.51273412
Krysta Rodriguez,1,636706.0,2000000,40.0,4.5,636706.0,4.5,4.51273412
Sofia Buenaventura,1,406473.0,2000000,78.0,6.8,406473.0,6.8,6.80812946
Julián Giraldo,1,406473.0,2000000,78.0,6.8,406473.0,6.8,6.80812946
Karen Quintero,1,406473.0,2000000,78.0,6.8,406473.0,6.8,6.80812946
Richard Bohringer,1,390659.0,2000000,53.0,6.5,390659.0,6.5,6.50781318
Jess Weixler,1,347578.0,2000000,57.0,5.4,347578.0,5.4,5.40695156
John Hensley,1,347578.0,2000000,57.0,5.4,347578.0,5.4,5.40695156
Josh Pais,1,347578.0,2000000,57.0,5.4,347578.0,5.4,5.40695156
Jonny Beauchamp,1,187674.0,2000000,30.0,5.3,187674.0,5.3,5.30375348
Sam Bottoms,1,199176.0,2000000,66.0,6.6,199176.0,6.6,6.60398352
Jeremy Jordan,1,145427.0,2000000,60.0,5.8,145427.0,5.8,5.80290854
Tamara Mintz,1,145427.0,2000000,60.0,5.8,145427.0,5.8,5.80290854
Jeffrey Falcon,1,146125.0,2000000,nan,6.4,146125.0,6.4,6.402922500000001
Justin McGuire,1,146125.0,2000000,nan,6.4,146125.0,6.4,6.402922500000001
Kim De Angelo,1,146125.0,2000000,nan,6.4,146125.0,6.4,6.402922500000001
Paul Kaye,1,120620.0,2000000,56.0,7.2,120620.0,7.2,7.2024124
Beatriz Batarda,1,120620.0,2000000,56.0,7.2,120620.0,7.2,7.2024124
Kate Magowan,1,120620.0,2000000,56.0,7.2,120620.0,7.2,7.2024124
Adhemar Altieri,1,89787.0,2000000,56.0,7.6,89787.0,7.6,7.60179574
Greg Anderson,1,89787.0,2000000,56.0,7.6,89787.0,7.6,7.60179574
Edwin Black,1,89787.0,2000000,56.0,7.6,89787.0,7.6,7.60179574
Kareena Kapoor,1,55202.0,2000000,nan,4.8,55202.0,4.8,4.80110404
Aoi Miyazaki,1,49388.0,2000000,79.0,7.7,49388.0,7.7,7.70098776
Masaru Miyazaki,1,49388.0,2000000,79.0,7.7,49388.0,7.7,7.70098776
Iain De Caestecker,1,45431.0,2000000,42.0,5.7,45431.0,5.7,5.70090862
Lorenza Izzo,2,7228627.0,3000000,91.0,10.2,3614313.5,5.1,5.17228627
Anjul Nigam,1,35312.0,2000000,nan,6.7,35312.0,6.7,6.700706240000001
Brighton Sharbino,1,35312.0,2000000,nan,6.7,35312.0,6.7,6.700706240000001
Justin Whalin,1,30955.0,2000000,nan,3.2,30955.0,3.2,3.2006191000000004
Ray Griggs,1,30955.0,2000000,nan,3.2,30955.0,3.2,3.2006191000000004
John Penney,1,nan,2000000,nan,8.2,nan,8.2,nan
Brian Yuzna,1,nan,2000000,nan,8.2,nan,8.2,nan
Frank Wood,1,17896.0,2000000,57.0,6.0,17896.0,6.0,6.00035792
Allegra Masters,1,nan,2000000,nan,6.0,nan,6.0,nan
Aimee McKay,1,nan,2000000,nan,6.0,nan,6.0,nan
Ashley Key,1,nan,2000000,nan,6.0,nan,6.0,nan
Tara Ellis,1,7321.0,2000000,65.0,6.7,7321.0,6.7,6.70014642
Rapulana Seiphemo,1,7294.0,2000000,53.0,7.3,7294.0,7.3,7.30014588
Jeffrey Sekele,1,7294.0,2000000,53.0,7.3,7294.0,7.3,7.30014588
Ronnie Nyakale,1,7294.0,2000000,53.0,7.3,7294.0,7.3,7.30014588
Peter Paige,1,5361.0,2000000,31.0,5.7,5361.0,5.7,5.7001072200000005
Anthony Clark,1,5361.0,2000000,31.0,5.7,5361.0,5.7,5.7001072200000005
Will Keenan,1,2436.0,2000000,nan,5.6,2436.0,5.6,5.600048719999999
Creed Bratton,1,2436.0,2000000,nan,5.6,2436.0,5.6,5.600048719999999
De Anna Joy Brooks,1,2436.0,2000000,nan,5.6,2436.0,5.6,5.600048719999999
Benjamin Wilkinson,1,nan,2000000,33.0,6.1,nan,6.1,nan
Sean Rogerson,1,nan,2000000,33.0,6.1,nan,6.1,nan
Ashleigh Gryzko,1,nan,2000000,33.0,6.1,nan,6.1,nan
Sean McGinley,1,1100.0,2000000,55.0,6.3,1100.0,6.3,6.300022
Ross Noble,1,nan,2000000,nan,5.7,nan,5.7,nan
Tommy Knight,1,nan,2000000,nan,5.7,nan,5.7,nan
Eoghan McQuinn,1,nan,2000000,nan,5.7,nan,5.7,nan
Tim Ogletree,1,nan,2000000,9.0,3.6,nan,3.6,nan
Joey Oglesby,1,nan,2000000,9.0,3.6,nan,3.6,nan
Troy Ogletree,1,nan,2000000,9.0,3.6,nan,3.6,nan
William Lee Scott,1,nan,2000000,nan,5.4,nan,5.4,nan
John Terry,1,nan,2000000,nan,5.4,nan,5.4,nan
Michael Muhney,1,nan,2000000,nan,4.8,nan,4.8,nan
Stephen Martines,1,nan,2000000,nan,4.8,nan,4.8,nan
Lew Temple,1,nan,2000000,nan,4.8,nan,4.8,nan
Keidrich Sellati,1,nan,2000000,nan,6.2,nan,6.2,nan
Maxwell Apple,1,nan,2000000,nan,6.2,nan,6.2,nan
James DiGiacomo,1,nan,2000000,nan,6.2,nan,6.2,nan
Alia Bhatt,1,529136.0,2000000,40.0,7.6,529136.0,7.6,7.61058272
Durgesh Kumar,1,529136.0,2000000,40.0,7.6,529136.0,7.6,7.61058272
Matt Lucas,1,nan,2000000,nan,6.1,nan,6.1,nan
Glenn Howerton,1,nan,2000000,nan,6.5,nan,6.5,nan
Steve Little,1,nan,2000000,nan,6.5,nan,6.5,nan
Bryce Johnson,1,nan,2000000,nan,5.3,nan,5.3,nan
Boti Bliss,1,nan,2000000,nan,5.3,nan,5.3,nan
David DeLuise,1,nan,2000000,nan,5.3,nan,5.3,nan
Eddie Vedder,1,nan,2000000,nan,5.3,nan,5.3,nan
Robert Ellis Orrall,1,nan,2000000,nan,5.3,nan,5.3,nan
Carol Connors,1,nan,2000000,nan,5.9,nan,5.9,nan
Frank Luntz,1,nan,2000000,nan,5.9,nan,5.9,nan
Bella Heathcote,1,nan,2000000,31.0,4.4,nan,4.4,nan
Helen Slater,1,nan,2000000,31.0,4.4,nan,4.4,nan
Zane Holtz,1,nan,2000000,nan,3.5,nan,3.5,nan
Glen Powell,1,nan,2000000,nan,3.5,nan,3.5,nan
Kiowa Gordon,1,nan,2000000,nan,3.5,nan,3.5,nan
Jayson Blair,1,nan,2000000,35.0,5.4,nan,5.4,nan
Sara Malakul Lane,1,nan,2000000,nan,3.4,nan,3.4,nan
Lily Brooks O'Briant,1,nan,2000000,nan,3.4,nan,3.4,nan
Trace Adkins,1,nan,2000000,nan,4.4,nan,4.4,nan
Kim Coates,2,nan,4000000,nan,10.600000000000001,nan,5.300000000000001,nan
Melvin Gregg,1,nan,2000000,78.0,6.2,nan,6.2,nan
Eddie Tavares,1,nan,2000000,78.0,6.2,nan,6.2,nan
Wes Studi,1,nan,2000000,nan,5.7,nan,5.7,nan
Fran Kranz,1,nan,2000000,nan,5.0,nan,5.0,nan
Nicky Whelan,1,nan,2000000,nan,5.0,nan,5.0,nan
Agam Darshi,1,nan,2000000,53.0,6.2,nan,6.2,nan
Stephen Lobo,1,nan,2000000,53.0,6.2,nan,6.2,nan
Robin Riker,1,nan,2000000,62.0,6.1,nan,6.1,nan
Michael V. Gazzo,1,nan,2000000,62.0,6.1,nan,6.1,nan
José Luis García-Pérez,1,1044143.0,1987650,65.0,7.0,1044143.0,7.0,7.02088286
Robert Paterson,1,1044143.0,1987650,65.0,7.0,1044143.0,7.0,7.02088286
Mike 'The Miz' Mizanin,1,nan,1950000,nan,5.2,nan,5.2,nan
Melissa Roxburgh,1,nan,1950000,nan,5.2,nan,5.2,nan
Josh Blacker,1,nan,1950000,nan,5.2,nan,5.2,nan
Matthew MacCaull,1,nan,1950000,nan,5.2,nan,5.2,nan
Ione Skye,1,4600000.0,1900000,73.0,6.9,4600000.0,6.9,6.992
Philippe Petit,1,2962242.0,1900000,89.0,7.7,2962242.0,7.7,7.75924484
Jean François Heckel,1,2962242.0,1900000,89.0,7.7,2962242.0,7.7,7.75924484
Jean-Louis Blondeau,1,2962242.0,1900000,89.0,7.7,2962242.0,7.7,7.75924484
Duel Farnes,1,1420578.0,1900000,64.0,6.2,1420578.0,6.2,6.2284115600000005
Cory Hardrict,1,478595.0,1900000,nan,6.6,478595.0,6.6,6.6095719
Craig Roberts,1,467602.0,1900000,76.0,7.3,467602.0,7.3,7.309352039999999
Claes Bang,2,3004694.0,3400000,146.0,14.2,1502347.0,7.1,7.13004694
Prabhu Deva,1,222098.0,1900000,nan,6.3,222098.0,6.3,6.30444196
Ganesh Acharya,1,222098.0,1900000,nan,6.3,222098.0,6.3,6.30444196
Kay Kay Menon,1,222098.0,1900000,nan,6.3,222098.0,6.3,6.30444196
Chloé Schmutz,1,nan,1900000,nan,nan,nan,nan,nan
Brigitte Sy,1,nan,1900000,nan,nan,nan,nan,nan
Marina Diaby,1,nan,1900000,nan,nan,nan,nan,nan
Amy Matysio,1,nan,1900000,27.0,3.5,nan,3.5,nan
Michael Therriault,1,nan,1900000,27.0,3.5,nan,3.5,nan
Silambarasan Rajendar,1,nan,1900000,nan,4.7,nan,4.7,nan
Hansika Motwani,1,nan,1900000,nan,4.7,nan,4.7,nan
Santhanam Neelamegam,1,nan,1900000,nan,4.7,nan,4.7,nan
Aaron Abrams,1,42166.0,1850000,81.0,7.0,42166.0,7.0,7.00084332
Jack Fulton,1,42166.0,1850000,81.0,7.0,42166.0,7.0,7.00084332
Joanne Kelly,1,42166.0,1850000,81.0,7.0,42166.0,7.0,7.00084332
Patrick Fabian,1,41034350.0,1800000,63.0,5.7,41034350.0,5.7,6.520687000000001
Iris Bahr,1,41034350.0,1800000,63.0,5.7,41034350.0,5.7,6.520687000000001
Dwight Henry,1,12795746.0,1800000,86.0,7.2,12795746.0,7.2,7.455914920000001
Levy Easterly,1,12795746.0,1800000,86.0,7.2,12795746.0,7.2,7.455914920000001
Jack Snelling,1,nan,1800000,nan,nan,nan,nan,nan
Aidan Keys,1,nan,1800000,nan,nan,nan,nan,nan
John McDermott,1,nan,1800000,nan,nan,nan,nan,nan
Michael Harding,1,3059834.0,1800000,63.0,7.3,3059834.0,7.3,7.36119668
Michael Davis,1,3059834.0,1800000,63.0,7.3,3059834.0,7.3,7.36119668
Joshua Leonard,3,149113731.0,3900000,218.0,19.1,49704577.0,6.366666666666667,7.3607582066666675
Dagmara Dominczyk,1,841733.0,1800000,74.0,6.2,841733.0,6.2,6.21683466
Eric Christmas,1,nan,1800000,nan,6.0,nan,6.0,nan
Harper Roisman,1,nan,1800000,nan,6.0,nan,6.0,nan
Tom Cavanagh,1,nan,1800000,nan,5.3,nan,5.3,nan
Kathleen York,1,nan,1800000,nan,5.3,nan,5.3,nan
Lawrence Hilton-Jacobs,1,nan,1800000,nan,5.3,nan,5.3,nan
Kat Coiro,1,nan,1800000,nan,5.3,nan,5.3,nan
Jason Weaver,1,13546.0,1800000,nan,5.0,13546.0,5.0,5.00027092
Andrea Brooks,1,nan,1800000,nan,3.4,nan,3.4,nan
Emily Holmes,1,nan,1800000,nan,3.4,nan,3.4,nan
Erin Pitt,1,nan,1800000,nan,4.5,nan,4.5,nan
Whitney Moore,1,nan,1800000,nan,3.4,nan,3.4,nan
Laura Cayouette,1,nan,1800000,nan,3.4,nan,3.4,nan
Peter Franzén,1,nan,1784448,nan,5.9,nan,5.9,nan
Vilma Kinnunen,1,nan,1784448,nan,5.9,nan,5.9,nan
Jaakko Ohtonen,1,nan,1784448,nan,5.9,nan,5.9,nan
Owen Holland,1,1100313.0,1780000,79.0,6.4,1100313.0,6.4,6.422006260000001
Jon Orsini,1,1100313.0,1780000,79.0,6.4,1100313.0,6.4,6.422006260000001
Angela Bettis,1,150277.0,1750000,58.0,6.6,150277.0,6.6,6.60300554
Sarah Butler,1,93051.0,1750000,27.0,6.2,93051.0,6.2,6.20186102
Jeff Branson,1,93051.0,1750000,27.0,6.2,93051.0,6.2,6.20186102
Andrew Howard,1,93051.0,1750000,27.0,6.2,93051.0,6.2,6.20186102
Victor Polster,1,nan,1750000,73.0,7.2,nan,7.2,nan
Arieh Worthalter,1,nan,1750000,73.0,7.2,nan,7.2,nan
Oliver Bodart,1,nan,1750000,73.0,7.2,nan,7.2,nan
Joanna Haartti,1,nan,1705215,nan,nan,nan,nan,nan
Mikko Kauppila,1,nan,1705215,nan,nan,nan,nan,nan
Erick King,1,nan,1705215,nan,nan,nan,nan,nan
Nimrat Kaur,1,4235151.0,1700000,76.0,7.8,4235151.0,7.8,7.88470302
Kelly Thiebaud,1,2507201.0,1700000,39.0,6.0,2507201.0,6.0,6.05014402
James Denton,1,2507201.0,1700000,39.0,6.0,2507201.0,6.0,6.05014402
Natalie Press,1,1000915.0,1700000,82.0,6.7,1000915.0,6.7,6.7200183
Madeline Brewer,2,nan,2660000,131.0,11.2,nan,5.6,nan
Imogen Waterhouse,1,nan,1660000,60.0,5.3,nan,5.3,nan
Sarah Hay,1,nan,1660000,60.0,5.3,nan,5.3,nan
Kirsi Enberg,1,nan,1606057,nan,nan,nan,nan,nan
Jaakko Hutchings,1,nan,1606057,nan,nan,nan,nan,nan
Hugo Koivulehto,1,nan,1606057,nan,nan,nan,nan,nan
Amie Petersen,1,6033999.0,1600000,nan,4.9,6033999.0,4.9,5.020679980000001
Cordell Moore,1,2595644.0,1600000,nan,3.7,2595644.0,3.7,3.7519128800000003
Denise Boutte,1,2595644.0,1600000,nan,3.7,2595644.0,3.7,3.7519128800000003
Debbie Doebereiner,1,145626.0,1600000,63.0,6.5,145626.0,6.5,6.50291252
Omar Cowan,1,145626.0,1600000,63.0,6.5,145626.0,6.5,6.50291252
Dustin James Ashley,1,145626.0,1600000,63.0,6.5,145626.0,6.5,6.50291252
Revathi,1,129319.0,1600000,nan,4.6,129319.0,4.6,4.60258638
Karan Sharma,1,129319.0,1600000,nan,4.6,129319.0,4.6,4.60258638
Jessica Szohr,1,18612.0,1600000,45.0,6.3,18612.0,6.3,6.30037224
Izán Corchero,1,69136.0,1587000,45.0,5.4,69136.0,5.4,5.40138272
Rider Strong,1,21158188.0,1500000,56.0,5.6,21158188.0,5.6,6.023163759999999
Dennis Alexio,1,14697005.0,1500000,33.0,6.4,14697005.0,6.4,6.693940100000001
Dennis Chan,1,14697005.0,1500000,33.0,6.4,14697005.0,6.4,6.693940100000001
Donald Gibb,1,11806119.0,1500000,29.0,6.8,11806119.0,6.8,7.03612238
Leah Ayres,1,11806119.0,1500000,29.0,6.8,11806119.0,6.8,7.03612238
Jay Pharoah,1,7732899.0,1500000,63.0,6.4,7732899.0,6.4,6.55465798
Leo Fitzpatrick,1,7412216.0,1500000,63.0,7.0,7412216.0,7.0,7.14824432
Owen Kline,1,7372734.0,1500000,82.0,7.3,7372734.0,7.3,7.44745468
Jennifer Westfeldt,1,7025722.0,1500000,72.0,6.6,7025722.0,6.6,6.740514439999999
Heather Juergensen,2,7469313.0,2350000,129.0,13.7,3734656.5,6.85,6.92469313
Tovah Feldshuh,1,7025722.0,1500000,72.0,6.6,7025722.0,6.6,6.740514439999999
Tanner Stine,1,6424420.0,1500000,35.0,5.9,6424420.0,5.9,6.0284884000000005
Evan Hofer,1,6424420.0,1500000,35.0,5.9,6424420.0,5.9,6.0284884000000005
Don McKellar,1,4221036.0,1500000,72.0,7.0,4221036.0,7.0,7.08442072
Johnny Simmons,1,3491669.0,1500000,61.0,5.8,3491669.0,5.8,5.86983338
Ami Ayalon,1,2415727.0,1500000,91.0,7.6,2415727.0,7.6,7.648314539999999
Avraham Shalom,1,2415727.0,1500000,91.0,7.6,2415727.0,7.6,7.648314539999999
Avi Dichter,1,2415727.0,1500000,91.0,7.6,2415727.0,7.6,7.648314539999999
Tracey Walter,1,129000.0,1500000,82.0,6.9,129000.0,6.9,6.90258
John Getz,1,3851855.0,1500000,84.0,7.6,3851855.0,7.6,7.6770371
Jeff Daniel Phillips,1,779820.0,1500000,35.0,5.1,779820.0,5.1,5.115596399999999
Rusty Joiner,1,510957.0,1500000,42.0,4.0,510957.0,4.0,4.01021914
Murray Gray,1,510957.0,1500000,42.0,4.0,510957.0,4.0,4.01021914
James Gaudioso,1,510957.0,1500000,42.0,4.0,510957.0,4.0,4.01021914
Martin Raymond,1,418961.0,1500000,49.0,6.4,418961.0,6.4,6.4083792200000005
Summer Phoenix,1,416925.0,1500000,75.0,7.1,416925.0,7.1,7.1083384999999994
Peter Meadows,1,416925.0,1500000,75.0,7.1,416925.0,7.1,7.1083384999999994
Stephen Gevedon,1,378176.0,1500000,58.0,6.4,378176.0,6.4,6.40756352
Roger Guenveur Smith,1,369129.0,1500000,48.0,6.6,369129.0,6.6,6.6073825799999995
Joel Torre,1,184705.0,1500000,63.0,6.4,184705.0,6.4,6.4036941
Joel David Moore,1,175281.0,1500000,57.0,5.6,175281.0,5.6,5.60350562
Grace Thorsen,1,173066.0,1500000,36.0,6.1,173066.0,6.1,6.10346132
Taylor Sharpe,1,173066.0,1500000,36.0,6.1,173066.0,6.1,6.10346132
Martin Compston,1,166980.0,1500000,65.0,6.7,166980.0,6.7,6.7033396000000005
Darrin Dewitt Henson,1,139084.0,1500000,26.0,4.0,139084.0,4.0,4.00278168
Kym Whitley,1,139084.0,1500000,26.0,4.0,139084.0,4.0,4.00278168
Amara Balthrop-Lewis,1,134736.0,1500000,36.0,6.5,134736.0,6.5,6.50269472
Adam Carolla,2,556760.0,2350000,107.0,13.1,278380.0,6.55,6.5555676
Dina Korzun,1,75828.0,1500000,74.0,6.1,75828.0,6.1,6.101516559999999
Darren E. Burrows,1,75828.0,1500000,74.0,6.1,75828.0,6.1,6.101516559999999
Lisa Houle,1,3865.0,1500000,54.0,6.5,3865.0,6.5,6.5000773
Georgina Reilly,2,5497.0,2900000,111.0,12.2,2748.5,6.1,6.1000549699999995
Angela Sarafyan,1,2105.0,1500000,nan,5.6,2105.0,5.6,5.6000421
Jaime Zevallos,1,2105.0,1500000,nan,5.6,2105.0,5.6,5.6000421
Sean Nateghi,1,2105.0,1500000,nan,5.6,2105.0,5.6,5.6000421
