Actor,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating,Average_Box_Office,Average_IMDB_Rating,Success_Metric
June Kyoto Lu,1,27912072.0,3500000,76.0,7.5,27912072.0,7.5,8.05824144
Ralph Ineson,1,25138705.0,3500000,84.0,7.0,25138705.0,7.0,7.5027741
Kate Dickie,1,25138705.0,3500000,84.0,7.0,25138705.0,7.0,7.5027741
Finn Scicluna-O'Prey,1,25091816.0,3500000,28.0,5.4,25091816.0,5.4,5.90183632
Jake Brennan,1,17418667.0,3500000,50.0,6.3,17418667.0,6.3,6.64837334
Lois Chiles,1,14000000.0,3500000,39.0,6.0,14000000.0,6.0,6.28
Domenick John,1,14000000.0,3500000,39.0,6.0,14000000.0,6.0,6.28
Master P,2,16351778.0,5100000,nan,9.0,8175889.0,4.5,4.66351778
Anthony Johnson,1,10317779.0,3500000,nan,4.1,10317779.0,4.1,4.30635558
Gretchen Palmer,2,11479622.0,3700000,nan,7.8999999999999995,5739811.0,3.9499999999999997,4.06479622
John Mahoney,1,9538948.0,3500000,53.0,6.0,9538948.0,6.0,6.19077896
Ben Johnson,1,nan,3500000,42.0,5.8,nan,5.8,nan
Lynn Redgrave,2,6698202.0,3850000,154.0,14.1,3349101.0,7.05,7.11698202
Sarah Berry,1,5923044.0,3500000,72.0,7.7,5923044.0,7.7,7.81846088
Dan Hicks,1,5923044.0,3500000,72.0,7.7,5923044.0,7.7,7.81846088
Lance Crouther,1,3313583.0,3500000,31.0,5.3,3313583.0,5.3,5.36627166
J.B. Smoove,1,3313583.0,3500000,31.0,5.3,3313583.0,5.3,5.36627166
Noah Jupe,1,3012615.0,3500000,73.0,7.2,3012615.0,7.2,7.2602523
Katt Williams,1,2893660.0,3500000,nan,4.0,2893660.0,4.0,4.0578732
Lil Duval,1,2893660.0,3500000,nan,4.0,2893660.0,4.0,4.0578732
Jack Smith,1,nan,3500000,39.0,5.7,nan,5.7,nan
Sasha Lane,1,663246.0,3500000,80.0,7.0,663246.0,7.0,7.01326492
Melissa Rauch,1,615816.0,3500000,44.0,6.1,615816.0,6.1,6.11231632
Brett Granstaff,1,182695.0,3500000,22.0,4.7,182695.0,4.7,4.7036539
Lara Jean Chorostecki,1,182695.0,3500000,22.0,4.7,182695.0,4.7,4.7036539
T.J. McGibbon,1,182695.0,3500000,22.0,4.7,182695.0,4.7,4.7036539
Marián Aguilera,1,257252.0,3500000,49.0,6.4,257252.0,6.4,6.405145040000001
Peter Agnefjall,1,29233.0,3500000,75.0,7.5,29233.0,7.5,7.50058466
Tasso Azevedo,1,29233.0,3500000,75.0,7.5,29233.0,7.5,7.50058466
Pell James,1,27349.0,3500000,31.0,6.3,27349.0,6.3,6.30054698
Wade Dominguez,1,9871.0,3500000,48.0,5.5,9871.0,5.5,5.50019742
Jae-Hyun Cho,1,nan,3500000,nan,5.5,nan,5.5,nan
Ji-won Ye,1,nan,3500000,nan,5.5,nan,5.5,nan
Phetthai Vongkumlao,2,nan,4600000,nan,12.6,nan,6.3,nan
Christian Campbell,1,nan,3500000,nan,5.9,nan,5.9,nan
Bob Proctor,1,nan,3500000,nan,5.6,nan,5.6,nan
Joe Vitale,1,nan,3500000,nan,5.6,nan,5.6,nan
John Assaraf,1,nan,3500000,nan,5.6,nan,5.6,nan
Loral Langemeier,1,nan,3500000,nan,5.6,nan,5.6,nan
Mark Thompson,1,nan,3500000,nan,4.8,nan,4.8,nan
Mark Pellegrino,1,nan,3500000,nan,4.8,nan,4.8,nan
Ariel Winter,1,nan,3500000,nan,8.4,nan,8.4,nan
Michael Emerson,1,nan,3500000,nan,8.4,nan,8.4,nan
Rita Wilson,1,nan,3500000,24.0,4.7,nan,4.7,nan
Kim Matula,1,nan,3500000,24.0,4.7,nan,4.7,nan
Lucas Haim,1,nan,3450000,nan,nan,nan,nan,nan
Patrick Dræby Ravn,1,nan,3450000,nan,nan,nan,nan,nan
Tobias Wiig Jørgensen,1,nan,3450000,nan,nan,nan,nan,nan
Glen Murphy,1,nan,3440000,nan,3.2,nan,3.2,nan
Serena Iansiti,1,nan,3440000,nan,3.2,nan,3.2,nan
Marie-Chantal Perron,1,493905.0,3400000,nan,6.1,493905.0,6.1,6.1098780999999995
Pierre Lebeau,1,493905.0,3400000,nan,6.1,493905.0,6.1,6.1098780999999995
Michel Laperrière,1,493905.0,3400000,nan,6.1,493905.0,6.1,6.1098780999999995
Daniel Karimyar,1,339754.0,3400000,91.0,7.9,339754.0,7.9,7.90679508
Fardin Mijdzadeh,1,339754.0,3400000,91.0,7.9,339754.0,7.9,7.90679508
Milad Eskandari,1,339754.0,3400000,91.0,7.9,339754.0,7.9,7.90679508
Alice David,1,nan,3400000,nan,6.7,nan,6.7,nan
Vincent Desagnat,1,nan,3400000,nan,6.7,nan,6.7,nan
Melissa Benoist,1,13092000.0,3300000,89.0,8.5,13092000.0,8.5,8.76184
Manny Perez,1,8070537.0,3300000,47.0,7.1,8070537.0,7.1,7.26141074
John Simm,1,104257.0,3300000,53.0,7.1,104257.0,7.1,7.10208514
Lorraine Pilkington,1,104257.0,3300000,53.0,7.1,104257.0,7.1,7.10208514
Shaun Parkes,1,104257.0,3300000,53.0,7.1,104257.0,7.1,7.10208514
Peter Billingsley,1,20778141.0,3250000,77.0,7.9,20778141.0,7.9,8.31556282
Melinda Dillon,1,20778141.0,3250000,77.0,7.9,20778141.0,7.9,8.31556282
Darren McGavin,1,20778141.0,3250000,77.0,7.9,20778141.0,7.9,8.31556282
Perry King,1,nan,3250000,49.0,6.5,nan,6.5,nan
Merrie Lynn Ross,1,nan,3250000,49.0,6.5,nan,6.5,nan
Timothy Van Patten,1,nan,3250000,49.0,6.5,nan,6.5,nan
Slim Baccar,1,nan,3250000,nan,nan,nan,nan,nan
Nicholas Woodeson,1,12044.0,3250000,55.0,6.3,12044.0,6.3,6.30024088
Jermaine Fowler,1,17493096.0,3200000,80.0,6.9,17493096.0,6.9,7.249861920000001
Guilied Lopez,1,6529624.0,3200000,87.0,7.4,6529624.0,7.4,7.53059248
Orlando Tobón,1,6529624.0,3200000,87.0,7.4,6529624.0,7.4,7.53059248
Navi Rawat,1,56131.0,3200000,43.0,6.2,56131.0,6.2,6.2011226200000005
Balthazar Getty,1,56131.0,3200000,43.0,6.2,56131.0,6.2,6.2011226200000005
Caleb Landry Jones,1,nan,3100000,55.0,5.7,nan,5.7,nan
Lisa Berry,1,nan,3100000,55.0,5.7,nan,5.7,nan
Micah Sloat,2,192671717.0,3450000,121.0,12.0,96335858.5,6.0,7.92671717
Molly Ephraim,1,84752907.0,3000000,53.0,5.7,84752907.0,5.7,7.39505814
T.C. Stallings,1,67790117.0,3000000,26.0,6.4,67790117.0,6.4,7.755802340000001
Karen Abercrombie,1,67790117.0,3000000,26.0,6.4,67790117.0,6.4,7.755802340000001
Max Burkholder,1,64473115.0,3000000,41.0,5.7,64473115.0,5.7,6.9894623000000005
Juliet Rylance,1,48086903.0,3000000,53.0,6.8,48086903.0,6.8,7.76173806
Steve Harvey,1,38182790.0,3000000,73.0,6.8,38182790.0,6.8,7.563655799999999
Ian Bannen,1,24792251.0,3000000,71.0,7.3,24792251.0,7.3,7.79584502
Wendy Makkena,1,23144499.0,3000000,nan,5.3,23144499.0,5.3,5.76288998
Charlton Heston,1,21576018.0,3000000,72.0,8.0,21576018.0,8.0,8.43152036
Marilyn Manson,1,21576018.0,3000000,72.0,8.0,21576018.0,8.0,8.43152036
Denholm Elliott,1,20966644.0,3000000,83.0,7.2,20966644.0,7.2,7.61933288
Thom Mathews,1,19472057.0,3000000,30.0,6.0,19472057.0,6.0,6.38944114
Jennifer Cooke,1,19472057.0,3000000,30.0,6.0,19472057.0,6.0,6.38944114
David Kagen,1,19472057.0,3000000,30.0,6.0,19472057.0,6.0,6.38944114
Nancy O'Dell,1,19184820.0,3000000,40.0,5.4,19184820.0,5.4,5.7836964
Paul Keeley,1,19184820.0,3000000,40.0,5.4,19184820.0,5.4,5.7836964
Shuzhen Zhao,1,17695781.0,3000000,89.0,7.5,17695781.0,7.5,7.85391562
X Mayo,1,17695781.0,3000000,89.0,7.5,17695781.0,7.5,7.85391562
Rica Matsumoto,1,17052128.0,3000000,nan,5.8,17052128.0,5.8,6.14104256
Douglas Barr,1,15369573.0,3000000,38.0,5.3,15369573.0,5.3,5.60739146
Royal Dano,1,15369573.0,3000000,38.0,5.3,15369573.0,5.3,5.60739146
Ariana Richards,1,15369573.0,3000000,38.0,5.3,15369573.0,5.3,5.60739146
Melanie Vallejo,1,11977130.0,3000000,67.0,7.5,11977130.0,7.5,7.7395426
Steve Danielsen,1,11977130.0,3000000,67.0,7.5,11977130.0,7.5,7.7395426
Lauryn Hill,1,11718595.0,3000000,84.0,7.2,11718595.0,7.2,7.4343719
Sheila E.,1,11052713.0,3000000,37.0,6.4,11052713.0,6.4,6.62105426
Joseph Simmons,1,11052713.0,3000000,37.0,6.4,11052713.0,6.4,6.62105426
Darryl McDaniels,1,11052713.0,3000000,37.0,6.4,11052713.0,6.4,6.62105426
Paula Abdul,1,10691091.0,3000000,39.0,5.8,10691091.0,5.8,6.0138218199999995
Joe Gatto,1,10691091.0,3000000,39.0,5.8,10691091.0,5.8,6.0138218199999995
James Murray,1,10691091.0,3000000,39.0,5.8,10691091.0,5.8,6.0138218199999995
Nas,1,9639390.0,3000000,36.0,6.2,9639390.0,6.2,6.3927878
Taral Hicks,1,9639390.0,3000000,36.0,6.2,9639390.0,6.2,6.3927878
Deon Richmond,2,9192351.0,4500000,nan,10.899999999999999,4596175.5,5.449999999999999,5.541923509999999
Guy Torry,1,9017070.0,3000000,nan,5.3,9017070.0,5.3,5.4803413999999995
Julie Delpy,4,19889642.0,9000000,311.0,30.5,4972410.5,7.625,7.72444821
Seamus Davey-Fitzpatrick,1,8114627.0,3000000,94.0,7.9,8114627.0,7.9,8.06229254
Kim Darby,1,7888703.0,3000000,8.0,3.4,7888703.0,3.4,3.55777406
John Astin,1,7888703.0,3000000,8.0,3.4,7888703.0,3.4,3.55777406
Andrea Roth,1,7712114.0,3000000,29.0,6.3,7712114.0,6.3,6.45424228
Juan Fernández,1,7712114.0,3000000,29.0,6.3,7712114.0,6.3,6.45424228
James Le Gros,1,7282851.0,3000000,42.0,6.4,7282851.0,6.4,6.54565702
Reggie Bannister,1,7282851.0,3000000,42.0,6.4,7282851.0,6.4,6.54565702
Angus Scrimm,1,7282851.0,3000000,42.0,6.4,7282851.0,6.4,6.54565702
Sam Sorbo,1,7233471.0,3000000,nan,4.5,7233471.0,4.5,4.64466942
Daniel Roebuck,1,7233471.0,3000000,nan,4.5,7233471.0,4.5,4.64466942
Mo'Nique,1,7061128.0,3000000,36.0,3.3,7061128.0,3.3,3.44122256
Kendra C. Johnson,1,7061128.0,3000000,36.0,3.3,7061128.0,3.3,3.44122256
Jimmy Jean-Louis,1,7061128.0,3000000,36.0,3.3,7061128.0,3.3,3.44122256
T.D. Jakes,1,6879730.0,3000000,55.0,6.6,6879730.0,6.6,6.7375945999999995
Michael Boatman,2,6893674.0,3989000,nan,11.2,3446837.0,5.6,5.6689367399999995
Lupe Ontiveros,2,6908865.0,3250000,147.0,13.5,3454432.5,6.75,6.81908865
Ingrid Oliu,1,5853194.0,3000000,71.0,6.9,5853194.0,6.9,7.01706388
Mark Lee,1,5732587.0,3000000,65.0,7.4,5732587.0,7.4,7.514651740000001
Bill Kerr,1,5732587.0,3000000,65.0,7.4,5732587.0,7.4,7.514651740000001
Stephen Atherholt,1,5644104.0,3000000,nan,7.4,5644104.0,7.4,7.512882080000001
Jonathan Blair,1,5644104.0,3000000,nan,7.4,5644104.0,7.4,7.512882080000001
Rachel Day Hughes,1,5644104.0,3000000,nan,7.4,5644104.0,7.4,7.512882080000001
Lisa Ray,1,5529144.0,3000000,77.0,7.7,5529144.0,7.7,7.81058288
John Abraham,1,5529144.0,3000000,77.0,7.7,5529144.0,7.7,7.81058288
Seema Biswas,1,5529144.0,3000000,77.0,7.7,5529144.0,7.7,7.81058288
Jimmie Fails,1,4515719.0,3000000,83.0,7.3,4515719.0,7.3,7.3903143799999995
Rob Morgan,1,4515719.0,3000000,83.0,7.3,4515719.0,7.3,7.3903143799999995
Linda Bassett,1,4177818.0,3000000,74.0,6.9,4177818.0,6.9,6.983556360000001
Jordan Routledge,1,4177818.0,3000000,74.0,6.9,4177818.0,6.9,6.983556360000001
Brian Van Holt,1,4159986.0,3000000,10.0,4.4,4159986.0,4.4,4.48319972
Jonathan Abrahams,1,4159986.0,3000000,10.0,4.4,4159986.0,4.4,4.48319972
Mickey Sumner,1,4069826.0,3000000,82.0,7.4,4069826.0,7.4,7.4813965200000005
Paula Marshall,1,3902679.0,3000000,nan,5.4,3902679.0,5.4,5.47805358
Andy Comeau,1,3602884.0,3000000,15.0,5.4,3602884.0,5.4,5.472057680000001
Omar Chaparro,1,3127773.0,3000000,28.0,4.8,3127773.0,4.8,4.862555459999999
Eric Roberts,5,nan,5700000,nan,18.4,nan,3.6799999999999997,nan
Presley Chweneyagae,1,2912606.0,3000000,70.0,7.2,2912606.0,7.2,7.25825212
Mothusi Magano,1,2912606.0,3000000,70.0,7.2,2912606.0,7.2,7.25825212
Israel Matseke-Zulu,1,2912606.0,3000000,70.0,7.2,2912606.0,7.2,7.25825212
Tanner Maguire,1,2848578.0,3000000,31.0,6.2,2848578.0,6.2,6.25697156
Jeffrey Johnson,1,2848578.0,3000000,31.0,6.2,2848578.0,6.2,6.25697156
Robyn Lively,1,2848578.0,3000000,31.0,6.2,2848578.0,6.2,6.25697156
Jane Adams,1,2982011.0,3000000,81.0,7.7,2982011.0,7.7,7.7596402200000005
Yoo Ji-tae,1,2427598.0,3000000,77.0,8.4,2427598.0,8.4,8.44855196
Zahn McClarnon,1,2387730.0,3000000,23.0,4.2,2387730.0,4.2,4.2477546
Martin Kove,1,2387730.0,3000000,23.0,4.2,2387730.0,4.2,4.2477546
Joe Howard,1,2255000.0,3000000,51.0,6.5,2255000.0,6.5,6.5451
Matthew Brent,1,2255000.0,3000000,51.0,6.5,2255000.0,6.5,6.5451
Laith Nakli,1,1803064.0,3000000,57.0,6.2,1803064.0,6.2,6.23606128
Elias McConnell,1,1266955.0,3000000,70.0,7.1,1266955.0,7.1,7.1253391
Eric Deulen,1,1266955.0,3000000,70.0,7.1,1266955.0,7.1,7.1253391
Lio Tipton,2,1027067.0,4600000,112.0,12.1,513533.5,6.05,6.0602706699999995
Pasha Ebrahimi,1,703372.0,3000000,55.0,6.1,703372.0,6.1,6.1140674399999995
Robb Wells,1,703372.0,3000000,55.0,6.1,703372.0,6.1,6.1140674399999995
Stan Ivar,1,nan,3000000,nan,4.4,nan,4.4,nan
Wendy Schaal,2,nan,3500000,nan,7.800000000000001,nan,3.9000000000000004,nan
Lyman Ward,1,nan,3000000,nan,4.4,nan,4.4,nan
Katie Jarvis,1,374675.0,3000000,81.0,7.3,374675.0,7.3,7.3074935
Kierston Wareing,1,374675.0,3000000,81.0,7.3,374675.0,7.3,7.3074935
Jay Jablonski,1,351416.0,3000000,26.0,5.7,351416.0,5.7,5.70702832
Cerina Vincent,1,351416.0,3000000,26.0,5.7,351416.0,5.7,5.70702832
John Kapelos,1,351416.0,3000000,26.0,5.7,351416.0,5.7,5.70702832
Timothy Balme,1,242623.0,3000000,54.0,7.5,242623.0,7.5,7.50485246
Diana Peñalver,1,242623.0,3000000,54.0,7.5,242623.0,7.5,7.50485246
Elizabeth Moody,1,242623.0,3000000,54.0,7.5,242623.0,7.5,7.50485246
Ahmed Sylla,1,nan,3000000,nan,6.9,nan,6.9,nan
Alice Belaïdi,1,nan,3000000,nan,6.9,nan,6.9,nan
Kévin Razy,1,nan,3000000,nan,6.9,nan,6.9,nan
Nikki Reed,2,4739831.0,5000000,nan,10.899999999999999,2369915.5,5.449999999999999,5.4973983099999995
Tim Heidecker,2,529624.0,3500000,85.0,11.3,264812.0,5.65,5.65529624
Eric Wareheim,1,201436.0,3000000,40.0,5.3,201436.0,5.3,5.30402872
Philip Baker Hall,1,222559.0,3000000,78.0,7.1,222559.0,7.1,7.10445118
Kate Connor,1,78948.0,3000000,47.0,5.8,78948.0,5.8,5.80157896
Lyndsy Fonseca,1,78948.0,3000000,47.0,5.8,78948.0,5.8,5.80157896
Richard V. Licata,1,nan,3000000,45.0,6.6,nan,6.6,nan
Marcell Rosenblatt,1,nan,3000000,45.0,6.6,nan,6.6,nan
Georgia King,1,5073.0,3000000,40.0,5.7,5073.0,5.7,5.70010146
Paget Brewster,2,nan,3300000,nan,6.9,nan,3.45,nan
Neil Barton,1,4655.0,3000000,32.0,3.2,4655.0,3.2,3.2000931
Eric Hoffman,1,4655.0,3000000,32.0,3.2,4655.0,3.2,3.2000931
Cody Horn,1,nan,3000000,nan,5.3,nan,5.3,nan
Frank Vincent,1,nan,3000000,nan,5.9,nan,5.9,nan
Kathrine Narducci,1,nan,3000000,nan,5.9,nan,5.9,nan
Dean Geyer,1,nan,3000000,nan,5.7,nan,5.7,nan
Alex Meraz,1,nan,3000000,nan,5.7,nan,5.7,nan
Todd Duffee,1,nan,3000000,nan,5.7,nan,5.7,nan
Heather Roop,1,nan,3000000,nan,3.9,nan,3.9,nan
Ashley Martin,1,nan,3000000,nan,2.5,nan,2.5,nan
Austin Scott,1,nan,3000000,nan,2.5,nan,2.5,nan
Heidi Kramer,1,nan,3000000,nan,2.5,nan,2.5,nan
Shantel VanSanten,1,nan,3000000,nan,4.6,nan,4.6,nan
Julian Morris,2,nan,4000000,nan,10.399999999999999,nan,5.199999999999999,nan
Michael Bradford,1,nan,3000000,nan,6.1,nan,6.1,nan
Roger Kendall,1,nan,3000000,nan,6.1,nan,6.1,nan
Alessandro Gassmann,1,nan,3000000,nan,5.3,nan,5.3,nan
Jeanine Bartel,1,nan,3000000,nan,5.3,nan,5.3,nan
Joe Urla,1,nan,3000000,nan,5.3,nan,5.3,nan
Olivia Rose Keegan,1,nan,3000000,33.0,4.3,nan,4.3,nan
Sherilyn Fenn,1,nan,3000000,nan,3.9,nan,3.9,nan
Ron Carlson,1,nan,3000000,nan,3.9,nan,3.9,nan
Caitlin Keats,2,nan,3625000,nan,8.2,nan,4.1,nan
Dyan Cannon,1,3127472.0,2900000,61.0,6.5,3127472.0,6.5,6.56254944
Joseph Bologna,1,3127472.0,2900000,61.0,6.5,3127472.0,6.5,6.56254944
Brenda Vaccaro,1,3127472.0,2900000,61.0,6.5,3127472.0,6.5,6.56254944
Tempestt Bledsoe,1,101270.0,2900000,58.0,6.3,101270.0,6.3,6.3020254
Morgan Spurlock,2,11637693.0,2965000,131.0,13.5,5818846.5,6.75,6.86637693
Maeve Dermody,1,nan,2900000,49.0,6.0,nan,6.0,nan
Marshall Napier,1,nan,2900000,49.0,6.0,nan,6.0,nan
Philippe Nahon,1,3681066.0,2850000,42.0,6.7,3681066.0,6.7,6.77362132
Diana Barrows,1,nan,2800000,nan,8.0,nan,8.0,nan
John Carl Buechler,1,nan,2800000,nan,8.0,nan,8.0,nan
Elizabeth Kaitan,1,nan,2800000,nan,8.0,nan,8.0,nan
Patrick Schwarzenegger,2,10492064.0,5300000,75.0,11.899999999999999,5246032.0,5.949999999999999,6.054920639999999
Florence Hartigan,1,3600146.0,2800000,33.0,5.3,3600146.0,5.3,5.37200292
Luke Spencer Roberts,1,3600146.0,2800000,33.0,5.3,3600146.0,5.3,5.37200292
Chelsea Lopez,1,3600146.0,2800000,33.0,5.3,3600146.0,5.3,5.37200292
Michelle Morgan,1,958961.0,2750000,66.0,5.5,958961.0,5.5,5.51917922
Joshua Close,1,958961.0,2750000,66.0,5.5,958961.0,5.5,5.51917922
Shawn Roberts,1,958961.0,2750000,66.0,5.5,958961.0,5.5,5.51917922
Bulle Ogier,1,nan,2750000,nan,6.1,nan,6.1,nan
Manuel Blanc,1,nan,2750000,nan,6.1,nan,6.1,nan
Patricia Richardson,1,9161691.0,2700000,77.0,7.0,9161691.0,7.0,7.18323382
Christine Dunford,1,9161691.0,2700000,77.0,7.0,9161691.0,7.0,7.18323382
Angela Fontana,1,nan,2700000,80.0,6.9,nan,6.9,nan
Marianna Fontana,1,nan,2700000,80.0,6.9,nan,6.9,nan
Antonia Truppo,1,nan,2700000,80.0,6.9,nan,6.9,nan
Casper Christensen,1,nan,2700000,nan,5.7,nan,5.7,nan
Frank Hvam,1,nan,2700000,nan,5.7,nan,5.7,nan
Ali Kazim,1,nan,2700000,nan,5.7,nan,5.7,nan
Mary Kay Place,3,1325038.0,4010000,185.0,20.2,441679.3333333333,6.733333333333333,6.74216692
Jake Lacy,2,3460129.0,3660000,162.0,13.4,1730064.5,6.7,6.7346012900000005
Estelle Parsons,1,336166.0,2660000,86.0,6.7,336166.0,6.7,6.70672332
Henri Garcin,1,nan,2650000,nan,7.0,nan,7.0,nan
Ingeborg Elzevier,1,nan,2650000,nan,7.0,nan,7.0,nan
Khaldoun Elmecky,1,nan,2650000,nan,7.0,nan,7.0,nan
Agata Kulesza,1,3827060.0,2600000,91.0,7.4,3827060.0,7.4,7.476541200000001
Agata Trzebuchowska,1,3827060.0,2600000,91.0,7.4,3827060.0,7.4,7.476541200000001
Dawid Ogrodnik,1,3827060.0,2600000,91.0,7.4,3827060.0,7.4,7.476541200000001
James Wilby,1,2484230.0,2600000,75.0,7.6,2484230.0,7.6,7.6496846
Laird Hamilton,1,2276368.0,2600000,80.0,7.8,2276368.0,7.8,7.84552736
Darrick Doerner,1,2276368.0,2600000,80.0,7.8,2276368.0,7.8,7.84552736
Dave Kalama,1,2276368.0,2600000,80.0,7.8,2276368.0,7.8,7.84552736
Karra Elejalde,2,nan,3800000,nan,nan,nan,nan,nan
Juan Inciarte,1,nan,2600000,nan,nan,nan,nan,nan
Nacho Vigalondo,1,nan,2600000,nan,nan,nan,nan,nan
Biaffra,1,nan,2600000,nan,nan,nan,nan,nan
Laura Gascó Moreno,1,nan,2600000,nan,7.8,nan,7.8,nan
Borja Vázquez Real,1,nan,2600000,nan,7.8,nan,7.8,nan
Josh Randall,1,nan,2600000,nan,5.2,nan,5.2,nan
Brianna Brown,1,nan,2600000,nan,5.2,nan,5.2,nan
Nick Searcy,1,nan,2600000,nan,5.2,nan,5.2,nan
Joe Cross,1,nan,2600000,45.0,7.5,nan,7.5,nan
Amy Badberg,1,nan,2600000,45.0,7.5,nan,7.5,nan
Merv Cross,1,nan,2600000,45.0,7.5,nan,7.5,nan
Essence Atkins,2,42637327.0,4100000,nan,8.7,21318663.5,4.35,4.77637327
Marlene Forte,2,nan,3500000,nan,10.7,nan,5.35,nan
Jay Bastian,1,33449086.0,2500000,26.0,4.8,33449086.0,4.8,5.4689817199999995
Joe Biden,2,33882674.0,2900000,nan,9.399999999999999,16941337.0,4.699999999999999,5.038826739999999
Cait Brasel,1,33449086.0,2500000,26.0,4.8,33449086.0,4.8,5.4689817199999995
Harry Ratchford,1,32244051.0,2500000,53.0,6.7,32244051.0,6.7,7.34488102
Will 'Spank' Horton,2,39950487.0,3250000,nan,14.0,19975243.5,7.0,7.39950487
Charles Cyphers,1,25533818.0,2500000,40.0,6.5,25533818.0,6.5,7.01067636
Bill Maher,1,13011160.0,2500000,56.0,7.6,13011160.0,7.6,7.8602232
Tal Bachman,1,13011160.0,2500000,56.0,7.6,13011160.0,7.6,7.8602232
Jonathan Boulden,1,13011160.0,2500000,56.0,7.6,13011160.0,7.6,7.8602232
Andrea Eckert,1,5535405.0,2500000,77.0,8.1,5535405.0,8.1,8.2107081
Julian Dennison,1,5205468.0,2500000,81.0,7.8,5205468.0,7.8,7.90410936
Rima Te Wiata,2,nan,4000000,157.0,14.5,nan,7.25,nan
Robert Michael Kelly,1,1302067.0,2500000,76.0,6.9,1302067.0,6.9,6.92604134
Torben Brooks,1,1302067.0,2500000,76.0,6.9,1302067.0,6.9,6.92604134
Michelle Krusiec,1,1187266.0,2500000,65.0,7.4,1187266.0,7.4,7.42374532
Lynn Chen,1,1187266.0,2500000,65.0,7.4,1187266.0,7.4,7.42374532
Tannishtha Chatterjee,1,1095398.0,2500000,61.0,6.6,1095398.0,6.6,6.62190796
Satish Kaushik,1,1095398.0,2500000,61.0,6.6,1095398.0,6.6,6.62190796
Christopher Simpson,1,1095398.0,2500000,61.0,6.6,1095398.0,6.6,6.62190796
Ibrahim Ahmed,1,1076075.0,2500000,92.0,7.1,1076075.0,7.1,7.1215215
Abel Jafri,1,1076075.0,2500000,92.0,7.1,1076075.0,7.1,7.1215215
Toulou Kiki,1,1076075.0,2500000,92.0,7.1,1076075.0,7.1,7.1215215
William Brent,1,549632.0,2500000,nan,4.8,549632.0,4.8,4.81099264
John Marengo,1,549632.0,2500000,nan,4.8,549632.0,4.8,4.81099264
Samantha Hanratty,1,549632.0,2500000,nan,4.8,549632.0,4.8,4.81099264
Laurie Lennard,1,32465.0,2500000,nan,7.3,32465.0,7.3,7.3006493
Joshua Tickell,1,32465.0,2500000,nan,7.3,32465.0,7.3,7.3006493
Anupam Kher,2,nan,4000000,nan,9.5,nan,4.75,nan
Spencer Jones,1,100280.0,2500000,55.0,7.1,100280.0,7.1,7.1020056
Tyler Barrick,1,100280.0,2500000,55.0,7.1,100280.0,7.1,7.1020056
Dustin Lance Black,1,100280.0,2500000,55.0,7.1,100280.0,7.1,7.1020056
Luis Fernando Peña,1,80136.0,2500000,59.0,6.0,80136.0,6.0,6.00160272
Leonor Varela,1,80136.0,2500000,59.0,6.0,80136.0,6.0,6.00160272
Jacob Vargas,1,80136.0,2500000,59.0,6.0,80136.0,6.0,6.00160272
Adrian Dunbar,1,72210.0,2500000,54.0,5.6,72210.0,5.6,5.6014441999999995
George Harris,1,72210.0,2500000,54.0,5.6,72210.0,5.6,5.6014441999999995
Gabriel Almirón,1,nan,2500000,38.0,6.4,nan,6.4,nan
Federico Cecere,1,nan,2500000,38.0,6.4,nan,6.4,nan
Ezequiel Cipols,1,nan,2500000,38.0,6.4,nan,6.4,nan
Françoise Graton,1,nan,2500000,nan,8.4,nan,8.4,nan
Gilles Pelletier,1,nan,2500000,nan,8.4,nan,8.4,nan
Gil Bellows,2,nan,2660000,92.0,11.6,nan,5.8,nan
Bianca Brigitte Van Damme,1,nan,2500000,nan,3.1,nan,3.1,nan
Andrew Shim,1,nan,2500000,nan,3.1,nan,3.1,nan
Sean Brosnan,1,nan,2500000,nan,3.1,nan,3.1,nan
A.J. Buckley,1,nan,2500000,nan,5.3,nan,5.3,nan
Jessica Cook,1,nan,2500000,46.0,5.1,nan,5.1,nan
Thomas Morris,1,nan,2500000,nan,3.6,nan,3.6,nan
Eva Habermann,1,nan,2500000,nan,3.6,nan,3.6,nan
Barbara Nedeljakova,1,nan,2500000,nan,3.6,nan,3.6,nan
Meg Tilly,1,nan,2500000,56.0,4.9,nan,4.9,nan
Matt Vael,1,nan,2500000,nan,4.9,nan,4.9,nan
Simon Cotton,1,nan,2500000,nan,4.9,nan,4.9,nan
Kevin Leslie,1,nan,2500000,nan,4.9,nan,4.9,nan
Michael Gladis,1,nan,2500000,nan,5.8,nan,5.8,nan
Dan Bakkedahl,1,nan,2500000,nan,5.8,nan,5.8,nan
Aimee Garcia,1,180237.0,2450000,44.0,3.7,180237.0,3.7,3.7036047400000003
Al Bandiero,1,180237.0,2450000,44.0,3.7,180237.0,3.7,3.7036047400000003
Jossara Jinaro,1,180237.0,2450000,44.0,3.7,180237.0,3.7,3.7036047400000003
Laura Jordan,1,1008849.0,2400000,34.0,4.9,1008849.0,4.9,4.92017698
Sherlyn,1,nan,2400000,nan,6.8,nan,6.8,nan
Pierre Angelo,1,nan,2400000,nan,6.8,nan,6.8,nan
Ato Blankson-Wood,1,nan,2400000,75.0,6.7,nan,6.7,nan
